# Intensity Error [-0.167K,0.333K,0] DeltaE
#  shape: 20x70
nan nan 2.025000e+00 5.850000e+00
nan nan 2.025000e+00 5.950000e+00
nan nan 2.025000e+00 6.050000e+00
nan nan 2.025000e+00 6.150000e+00
nan nan 2.025000e+00 6.250000e+00
nan nan 2.025000e+00 6.350000e+00
nan nan 2.025000e+00 6.450000e+00
nan nan 2.025000e+00 6.550000e+00
nan nan 2.025000e+00 6.650000e+00
nan nan 2.025000e+00 6.750000e+00
nan nan 2.025000e+00 6.850000e+00
nan nan 2.025000e+00 6.950000e+00
2.240707e+01 1.174433e+00 2.075000e+00 5.000000e-02
6.663037e+00 6.213322e-01 2.075000e+00 1.500000e-01
1.480634e+00 2.961271e-01 2.075000e+00 2.500000e-01
2.978839e-01 1.332181e-01 2.075000e+00 3.500000e-01
2.318215e-01 1.159108e-01 2.075000e+00 4.500000e-01
3.780038e-01 1.543198e-01 2.075000e+00 5.500000e-01
1.144008e-01 8.089363e-02 2.075000e+00 6.500000e-01
1.879668e-01 1.085227e-01 2.075000e+00 7.500000e-01
0.000000e+00 0.000000e+00 2.075000e+00 8.500000e-01
6.093436e-02 6.093436e-02 2.075000e+00 9.500000e-01
-1.568634e-04 8.273872e-02 2.075000e+00 1.050000e+00
7.789075e-06 8.272181e-02 2.075000e+00 1.150000e+00
6.033490e-02 6.033491e-02 2.075000e+00 1.250000e+00
0.000000e+00 0.000000e+00 2.075000e+00 1.350000e+00
6.102725e-02 6.102724e-02 2.075000e+00 1.450000e+00
1.103128e-01 7.800295e-02 2.075000e+00 1.550000e+00
1.221762e-01 8.639163e-02 2.075000e+00 1.650000e+00
-1.632551e-01 9.425547e-02 2.075000e+00 1.750000e+00
1.797989e-01 1.038070e-01 2.075000e+00 1.850000e+00
-1.324857e-04 7.623303e-02 2.075000e+00 1.950000e+00
1.179782e-01 1.184489e-01 2.075000e+00 2.050000e+00
5.422764e-02 9.332010e-02 2.075000e+00 2.150000e+00
1.155137e-01 1.159575e-01 2.075000e+00 2.250000e+00
2.108850e-01 1.054428e-01 2.075000e+00 2.350000e+00
0.000000e+00 0.000000e+00 2.075000e+00 2.450000e+00
1.042177e-01 7.369318e-02 2.075000e+00 2.550000e+00
-5.639990e-02 1.490341e-01 2.075000e+00 2.650000e+00
1.782530e-04 1.027310e-01 2.075000e+00 2.750000e+00
1.081691e-01 7.648746e-02 2.075000e+00 2.850000e+00
4.809871e-02 4.809871e-02 2.075000e+00 2.950000e+00
-3.997592e-04 7.000484e-02 2.075000e+00 3.050000e+00
1.817179e-01 9.085939e-02 2.075000e+00 3.150000e+00
4.395646e-02 7.670206e-02 2.075000e+00 3.250000e+00
1.327840e-01 7.666303e-02 2.075000e+00 3.350000e+00
8.521204e-02 6.025409e-02 2.075000e+00 3.450000e+00
2.360146e-04 6.470775e-02 2.075000e+00 3.550000e+00
1.336449e-01 7.716026e-02 2.075000e+00 3.650000e+00
-4.568150e-02 4.568150e-02 2.075000e+00 3.750000e+00
1.862396e-01 9.312049e-02 2.075000e+00 3.850000e+00
4.331248e-02 9.737931e-02 2.075000e+00 3.950000e+00
1.210537e-01 6.989048e-02 2.075000e+00 4.050000e+00
2.366576e-01 9.661623e-02 2.075000e+00 4.150000e+00
2.381703e-01 9.723372e-02 2.075000e+00 4.250000e+00
1.578068e-01 7.890361e-02 2.075000e+00 4.350000e+00
-1.473782e-04 9.113624e-02 2.075000e+00 4.450000e+00
3.475920e-02 1.062237e-01 2.075000e+00 4.550000e+00
3.622072e-02 8.215962e-02 2.075000e+00 4.650000e+00
1.757372e-01 1.170429e-01 2.075000e+00 4.750000e+00
2.527759e-01 1.081841e-01 2.075000e+00 4.850000e+00
5.100515e-02 5.100515e-02 2.075000e+00 4.950000e+00
-2.967968e-01 1.713560e-01 2.075000e+00 5.050000e+00
0.000000e+00 0.000000e+00 2.075000e+00 5.150000e+00
nan nan 2.075000e+00 5.250000e+00
nan nan 2.075000e+00 5.350000e+00
nan nan 2.075000e+00 5.450000e+00
nan nan 2.075000e+00 5.550000e+00
nan nan 2.075000e+00 5.650000e+00
nan nan 2.075000e+00 5.750000e+00
nan nan 2.075000e+00 5.850000e+00
nan nan 2.075000e+00 5.950000e+00
nan nan 2.075000e+00 6.050000e+00
nan nan 2.075000e+00 6.150000e+00
nan nan 2.075000e+00 6.250000e+00
nan nan 2.075000e+00 6.350000e+00
nan nan 2.075000e+00 6.450000e+00
nan nan 2.075000e+00 6.550000e+00
nan nan 2.075000e+00 6.650000e+00
nan nan 2.075000e+00 6.750000e+00
nan nan 2.075000e+00 6.850000e+00
nan nan 2.075000e+00 6.950000e+00
2.371997e+01 1.264281e+00 2.125000e+00 5.000000e-02
7.267818e+00 6.633680e-01 2.125000e+00 1.500000e-01
1.843176e+00 3.483282e-01 2.125000e+00 2.500000e-01
6.951174e-01 2.006636e-01 2.125000e+00 3.500000e-01
3.464026e-01 1.414185e-01 2.125000e+00 4.500000e-01
3.579406e-01 1.461291e-01 2.125000e+00 5.500000e-01
3.264295e-01 1.332646e-01 2.125000e+00 6.500000e-01
1.851565e-01 1.069004e-01 2.125000e+00 7.500000e-01
5.140543e-02 8.965700e-02 2.125000e+00 8.500000e-01
1.152980e-01 8.152804e-02 2.125000e+00 9.500000e-01
-5.136058e-02 5.136057e-02 2.125000e+00 1.050000e+00
0.000000e+00 0.000000e+00 2.125000e+00 1.150000e+00
5.320806e-02 5.320806e-02 2.125000e+00 1.250000e+00
5.044333e-02 5.044333e-02 2.125000e+00 1.350000e+00
-5.532335e-02 5.532335e-02 2.125000e+00 1.450000e+00
-2.600148e-05 9.802829e-02 2.125000e+00 1.550000e+00
5.614327e-02 5.614326e-02 2.125000e+00 1.650000e+00
9.617901e-02 6.800886e-02 2.125000e+00 1.750000e+00
-7.801125e-05 7.777529e-02 2.125000e+00 1.850000e+00
2.401050e-04 6.828456e-02 2.125000e+00 1.950000e+00
-5.399143e-02 5.399143e-02 2.125000e+00 2.050000e+00
9.918930e-02 7.013767e-02 2.125000e+00 2.150000e+00
1.636363e-01 9.447547e-02 2.125000e+00 2.250000e+00
5.154414e-02 8.917895e-02 2.125000e+00 2.350000e+00
5.402300e-02 5.402300e-02 2.125000e+00 2.450000e+00
2.045394e-01 1.022700e-01 2.125000e+00 2.550000e+00
-1.154185e-04 1.097227e-01 2.125000e+00 2.650000e+00
1.056977e-01 1.053910e-01 2.125000e+00 2.750000e+00
-1.112157e-01 7.864138e-02 2.125000e+00 2.850000e+00
1.031801e-01 7.295956e-02 2.125000e+00 2.950000e+00
1.658273e-01 9.574098e-02 2.125000e+00 3.050000e+00
4.262898e-04 1.589375e-01 2.125000e+00 3.150000e+00
5.504541e-04 1.546410e-01 2.125000e+00 3.250000e+00
9.690829e-02 6.852519e-02 2.125000e+00 3.350000e+00
3.380963e-01 1.277889e-01 2.125000e+00 3.450000e+00
4.553860e-02 7.866742e-02 2.125000e+00 3.550000e+00
1.283426e-01 7.409866e-02 2.125000e+00 3.650000e+00
4.502187e-02 4.502187e-02 2.125000e+00 3.750000e+00
4.369598e-02 4.369598e-02 2.125000e+00 3.850000e+00
-4.516617e-04 9.216877e-02 2.125000e+00 3.950000e+00
4.609195e-02 7.995966e-02 2.125000e+00 4.050000e+00
1.763797e-01 8.819060e-02 2.125000e+00 4.150000e+00
8.123528e-02 8.111627e-02 2.125000e+00 4.250000e+00
7.844203e-02 9.692695e-02 2.125000e+00 4.350000e+00
-3.986296e-02 6.914864e-02 2.125000e+00 4.450000e+00
-3.874655e-02 6.755569e-02 2.125000e+00 4.550000e+00
1.084496e-01 9.505330e-02 2.125000e+00 4.650000e+00
7.092073e-02 5.014857e-02 2.125000e+00 4.750000e+00
2.675013e-01 1.011074e-01 2.125000e+00 4.850000e+00
4.107273e-02 6.985652e-02 2.125000e+00 4.950000e+00
5.582196e-05 1.409271e-01 2.125000e+00 5.050000e+00
-4.443489e-05 1.797866e-01 2.125000e+00 5.150000e+00
0.000000e+00 0.000000e+00 2.125000e+00 5.250000e+00
nan nan 2.125000e+00 5.350000e+00
nan nan 2.125000e+00 5.450000e+00
nan nan 2.125000e+00 5.550000e+00
nan nan 2.125000e+00 5.650000e+00
nan nan 2.125000e+00 5.750000e+00
nan nan 2.125000e+00 5.850000e+00
nan nan 2.125000e+00 5.950000e+00
nan nan 2.125000e+00 6.050000e+00
nan nan 2.125000e+00 6.150000e+00
nan nan 2.125000e+00 6.250000e+00
nan nan 2.125000e+00 6.350000e+00
nan nan 2.125000e+00 6.450000e+00
nan nan 2.125000e+00 6.550000e+00
nan nan 2.125000e+00 6.650000e+00
nan nan 2.125000e+00 6.750000e+00
nan nan 2.125000e+00 6.850000e+00
nan nan 2.125000e+00 6.950000e+00
2.325940e+01 1.141761e+00 2.175000e+00 5.000000e-02
6.431981e+00 5.844499e-01 2.175000e+00 1.500000e-01
2.031344e+00 3.483733e-01 2.175000e+00 2.500000e-01
4.585260e-01 1.528423e-01 2.175000e+00 3.500000e-01
3.453158e-01 1.409746e-01 2.175000e+00 4.500000e-01
4.823612e-01 1.607874e-01 2.175000e+00 5.500000e-01
2.125636e-01 1.062820e-01 2.175000e+00 6.500000e-01
-4.972172e-05 8.204559e-02 2.175000e+00 7.500000e-01
1.010746e-01 1.232481e-01 2.175000e+00 8.500000e-01
1.177735e-01 1.444914e-01 2.175000e+00 9.500000e-01
5.070726e-02 5.070726e-02 2.175000e+00 1.050000e+00
5.591323e-02 5.591324e-02 2.175000e+00 1.150000e+00
0.000000e+00 0.000000e+00 2.175000e+00 1.250000e+00
-1.386664e-04 7.435456e-02 2.175000e+00 1.350000e+00
1.702931e-01 9.831896e-02 2.175000e+00 1.450000e+00
-1.824392e-05 7.061431e-02 2.175000e+00 1.550000e+00
1.161116e-01 8.210342e-02 2.175000e+00 1.650000e+00
4.931137e-02 4.931137e-02 2.175000e+00 1.750000e+00
5.703392e-02 5.703392e-02 2.175000e+00 1.850000e+00
5.007092e-02 5.007093e-02 2.175000e+00 1.950000e+00
1.640312e-01 9.470354e-02 2.175000e+00 2.050000e+00
4.996930e-02 8.700609e-02 2.175000e+00 2.150000e+00
1.568432e-01 9.055345e-02 2.175000e+00 2.250000e+00
5.072847e-02 5.072847e-02 2.175000e+00 2.350000e+00
1.265526e-04 7.274125e-02 2.175000e+00 2.450000e+00
-1.023915e-01 7.240180e-02 2.175000e+00 2.550000e+00
-6.265345e-05 6.994023e-02 2.175000e+00 2.650000e+00
5.006247e-02 5.006248e-02 2.175000e+00 2.750000e+00
1.685642e-04 1.002611e-01 2.175000e+00 2.850000e+00
-5.010941e-02 5.010941e-02 2.175000e+00 2.950000e+00
2.051251e-01 1.452900e-01 2.175000e+00 3.050000e+00
4.406426e-05 7.170035e-02 2.175000e+00 3.150000e+00
-5.329135e-02 5.329134e-02 2.175000e+00 3.250000e+00
5.085705e-02 5.085705e-02 2.175000e+00 3.350000e+00
-5.409131e-02 9.340239e-02 2.175000e+00 3.450000e+00
-5.203252e-04 9.929744e-02 2.175000e+00 3.550000e+00
1.044885e-01 1.044542e-01 2.175000e+00 3.650000e+00
9.596496e-02 9.578887e-02 2.175000e+00 3.750000e+00
4.492496e-02 7.734092e-02 2.175000e+00 3.850000e+00
1.341739e-01 7.746624e-02 2.175000e+00 3.950000e+00
8.729498e-02 8.665583e-02 2.175000e+00 4.050000e+00
9.130728e-02 6.456469e-02 2.175000e+00 4.150000e+00
0.000000e+00 0.000000e+00 2.175000e+00 4.250000e+00
1.325320e-01 7.651884e-02 2.175000e+00 4.350000e+00
8.016967e-02 9.806156e-02 2.175000e+00 4.450000e+00
7.911728e-02 7.937297e-02 2.175000e+00 4.550000e+00
-2.807361e-04 9.758604e-02 2.175000e+00 4.650000e+00
7.512288e-02 5.311993e-02 2.175000e+00 4.750000e+00
2.149236e-01 1.130563e-01 2.175000e+00 4.850000e+00
1.926873e-01 1.274724e-01 2.175000e+00 4.950000e+00
4.634827e-02 1.021615e-01 2.175000e+00 5.050000e+00
6.522253e-02 1.137823e-01 2.175000e+00 5.150000e+00
1.807280e-01 1.807280e-01 2.175000e+00 5.250000e+00
0.000000e+00 0.000000e+00 2.175000e+00 5.350000e+00
nan nan 2.175000e+00 5.450000e+00
nan nan 2.175000e+00 5.550000e+00
nan nan 2.175000e+00 5.650000e+00
nan nan 2.175000e+00 5.750000e+00
nan nan 2.175000e+00 5.850000e+00
nan nan 2.175000e+00 5.950000e+00
nan nan 2.175000e+00 6.050000e+00
nan nan 2.175000e+00 6.150000e+00
nan nan 2.175000e+00 6.250000e+00
nan nan 2.175000e+00 6.350000e+00
nan nan 2.175000e+00 6.450000e+00
nan nan 2.175000e+00 6.550000e+00
nan nan 2.175000e+00 6.650000e+00
nan nan 2.175000e+00 6.750000e+00
nan nan 2.175000e+00 6.850000e+00
nan nan 2.175000e+00 6.950000e+00
2.452998e+01 1.146213e+00 2.225000e+00 5.000000e-02
7.045827e+00 6.301990e-01 2.225000e+00 1.500000e-01
1.529427e+00 2.999458e-01 2.225000e+00 2.500000e-01
5.191552e-01 1.641715e-01 2.225000e+00 3.500000e-01
3.690981e-01 1.506838e-01 2.225000e+00 4.500000e-01
2.622874e-01 1.172987e-01 2.225000e+00 5.500000e-01
2.318908e-01 1.159455e-01 2.225000e+00 6.500000e-01
2.379030e-01 1.189520e-01 2.225000e+00 7.500000e-01
1.108513e-01 7.838380e-02 2.225000e+00 8.500000e-01
1.292280e-01 9.137802e-02 2.225000e+00 9.500000e-01
1.645209e-01 1.224814e-01 2.225000e+00 1.050000e+00
1.266469e-01 8.955291e-02 2.225000e+00 1.150000e+00
5.821109e-02 5.821109e-02 2.225000e+00 1.250000e+00
1.205436e-01 8.523724e-02 2.225000e+00 1.350000e+00
0.000000e+00 0.000000e+00 2.225000e+00 1.450000e+00
5.773048e-02 9.939723e-02 2.225000e+00 1.550000e+00
2.015200e-01 1.163479e-01 2.225000e+00 1.650000e+00
5.681819e-02 5.681819e-02 2.225000e+00 1.750000e+00
6.616755e-02 6.616755e-02 2.225000e+00 1.850000e+00
2.330770e-01 1.165388e-01 2.225000e+00 1.950000e+00
0.000000e+00 0.000000e+00 2.225000e+00 2.050000e+00
0.000000e+00 0.000000e+00 2.225000e+00 2.150000e+00
5.886778e-02 5.886777e-02 2.225000e+00 2.250000e+00
1.171242e-01 8.281940e-02 2.225000e+00 2.350000e+00
0.000000e+00 0.000000e+00 2.225000e+00 2.450000e+00
5.858468e-02 1.009664e-01 2.225000e+00 2.550000e+00
1.068040e-01 7.552181e-02 2.225000e+00 2.650000e+00
0.000000e+00 0.000000e+00 2.225000e+00 2.750000e+00
4.984166e-02 4.984166e-02 2.225000e+00 2.850000e+00
5.389026e-02 5.389026e-02 2.225000e+00 2.950000e+00
-4.750653e-02 8.261912e-02 2.225000e+00 3.050000e+00
2.287423e-04 7.328588e-02 2.225000e+00 3.150000e+00
9.500628e-02 6.717958e-02 2.225000e+00 3.250000e+00
9.978326e-02 7.055776e-02 2.225000e+00 3.350000e+00
1.905038e-04 6.953412e-02 2.225000e+00 3.450000e+00
4.985170e-02 4.985170e-02 2.225000e+00 3.550000e+00
1.047222e-01 1.045097e-01 2.225000e+00 3.650000e+00
1.492537e-01 1.112404e-01 2.225000e+00 3.750000e+00
1.065914e-01 7.537173e-02 2.225000e+00 3.850000e+00
1.986052e-01 9.930317e-02 2.225000e+00 3.950000e+00
9.407932e-02 9.384580e-02 2.225000e+00 4.050000e+00
9.090987e-02 9.026739e-02 2.225000e+00 4.150000e+00
1.292000e-01 7.459389e-02 2.225000e+00 4.250000e+00
-4.490613e-02 7.855584e-02 2.225000e+00 4.350000e+00
-4.638379e-02 7.920863e-02 2.225000e+00 4.450000e+00
8.718891e-02 8.723761e-02 2.225000e+00 4.550000e+00
1.585188e-01 1.479653e-01 2.225000e+00 4.650000e+00
3.921509e-02 1.048209e-01 2.225000e+00 4.750000e+00
-7.750761e-02 5.480644e-02 2.225000e+00 4.850000e+00
7.268042e-02 1.022334e-01 2.225000e+00 4.950000e+00
8.093411e-02 9.913724e-02 2.225000e+00 5.050000e+00
3.113220e-01 1.270986e-01 2.225000e+00 5.150000e+00
7.928317e-02 7.928317e-02 2.225000e+00 5.250000e+00
0.000000e+00 0.000000e+00 2.225000e+00 5.350000e+00
0.000000e+00 0.000000e+00 2.225000e+00 5.450000e+00
nan nan 2.225000e+00 5.550000e+00
nan nan 2.225000e+00 5.650000e+00
nan nan 2.225000e+00 5.750000e+00
nan nan 2.225000e+00 5.850000e+00
nan nan 2.225000e+00 5.950000e+00
nan nan 2.225000e+00 6.050000e+00
nan nan 2.225000e+00 6.150000e+00
nan nan 2.225000e+00 6.250000e+00
nan nan 2.225000e+00 6.350000e+00
nan nan 2.225000e+00 6.450000e+00
nan nan 2.225000e+00 6.550000e+00
nan nan 2.225000e+00 6.650000e+00
nan nan 2.225000e+00 6.750000e+00
nan nan 2.225000e+00 6.850000e+00
nan nan 2.225000e+00 6.950000e+00
2.455248e+01 1.173165e+00 2.275000e+00 5.000000e-02
7.152651e+00 6.851010e-01 2.275000e+00 1.500000e-01
1.404007e+00 2.927563e-01 2.275000e+00 2.500000e-01
4.370848e-01 1.652025e-01 2.275000e+00 3.500000e-01
4.923317e-01 1.860841e-01 2.275000e+00 4.500000e-01
2.439561e-01 1.495239e-01 2.275000e+00 5.500000e-01
1.406546e-01 9.945837e-02 2.275000e+00 6.500000e-01
6.371141e-02 6.371140e-02 2.275000e+00 7.500000e-01
6.545744e-02 6.545745e-02 2.275000e+00 8.500000e-01
0.000000e+00 0.000000e+00 2.275000e+00 9.500000e-01
1.223948e-01 8.654635e-02 2.275000e+00 1.050000e+00
0.000000e+00 0.000000e+00 2.275000e+00 1.150000e+00
0.000000e+00 0.000000e+00 2.275000e+00 1.250000e+00
0.000000e+00 0.000000e+00 2.275000e+00 1.350000e+00
1.348578e-01 9.535917e-02 2.275000e+00 1.450000e+00
1.245032e-01 8.803716e-02 2.275000e+00 1.550000e+00
6.957753e-02 6.957753e-02 2.275000e+00 1.650000e+00
6.003873e-02 6.003873e-02 2.275000e+00 1.750000e+00
1.374608e-01 9.719946e-02 2.275000e+00 1.850000e+00
1.832623e-01 1.058070e-01 2.275000e+00 1.950000e+00
6.535129e-02 6.535128e-02 2.275000e+00 2.050000e+00
0.000000e+00 0.000000e+00 2.275000e+00 2.150000e+00
6.224295e-02 6.224295e-02 2.275000e+00 2.250000e+00
0.000000e+00 0.000000e+00 2.275000e+00 2.350000e+00
5.929538e-02 5.929538e-02 2.275000e+00 2.450000e+00
2.361595e-04 9.089248e-02 2.275000e+00 2.550000e+00
0.000000e+00 0.000000e+00 2.275000e+00 2.650000e+00
8.364908e-05 9.090097e-02 2.275000e+00 2.750000e+00
1.142017e-01 8.075316e-02 2.275000e+00 2.850000e+00
1.907237e-01 1.101146e-01 2.275000e+00 2.950000e+00
1.119658e-01 7.917178e-02 2.275000e+00 3.050000e+00
6.049738e-02 6.049739e-02 2.275000e+00 3.150000e+00
5.213819e-02 5.213819e-02 2.275000e+00 3.250000e+00
5.581180e-02 5.581181e-02 2.275000e+00 3.350000e+00
1.955616e-01 1.199018e-01 2.275000e+00 3.450000e+00
5.017310e-02 1.340452e-01 2.275000e+00 3.550000e+00
1.416061e-01 8.175712e-02 2.275000e+00 3.650000e+00
4.914602e-02 4.914602e-02 2.275000e+00 3.750000e+00
1.498427e-01 1.110642e-01 2.275000e+00 3.850000e+00
9.896244e-02 9.909633e-02 2.275000e+00 3.950000e+00
5.225007e-02 5.225007e-02 2.275000e+00 4.050000e+00
1.510153e-01 8.718885e-02 2.275000e+00 4.150000e+00
9.636077e-02 1.534858e-01 2.275000e+00 4.250000e+00
4.629068e-02 1.021681e-01 2.275000e+00 4.350000e+00
-4.378667e-02 7.510930e-02 2.275000e+00 4.450000e+00
9.095019e-02 9.095922e-02 2.275000e+00 4.550000e+00
1.355900e-01 1.015817e-01 2.275000e+00 4.650000e+00
1.278817e-01 9.526264e-02 2.275000e+00 4.750000e+00
-7.847533e-02 9.606246e-02 2.275000e+00 4.850000e+00
-1.184194e-01 1.420588e-01 2.275000e+00 4.950000e+00
-7.422361e-02 1.173205e-01 2.275000e+00 5.050000e+00
8.536931e-02 8.465491e-02 2.275000e+00 5.150000e+00
-6.014787e-02 1.595199e-01 2.275000e+00 5.250000e+00
-1.018066e-01 1.736778e-01 2.275000e+00 5.350000e+00
0.000000e+00 0.000000e+00 2.275000e+00 5.450000e+00
nan nan 2.275000e+00 5.550000e+00
nan nan 2.275000e+00 5.650000e+00
nan nan 2.275000e+00 5.750000e+00
nan nan 2.275000e+00 5.850000e+00
nan nan 2.275000e+00 5.950000e+00
nan nan 2.275000e+00 6.050000e+00
nan nan 2.275000e+00 6.150000e+00
nan nan 2.275000e+00 6.250000e+00
nan nan 2.275000e+00 6.350000e+00
nan nan 2.275000e+00 6.450000e+00
nan nan 2.275000e+00 6.550000e+00
nan nan 2.275000e+00 6.650000e+00
nan nan 2.275000e+00 6.750000e+00
nan nan 2.275000e+00 6.850000e+00
nan nan 2.275000e+00 6.950000e+00
2.685072e+01 1.332581e+00 2.325000e+00 5.000000e-02
6.426779e+00 6.850978e-01 2.325000e+00 1.500000e-01
8.361665e-01 2.651347e-01 2.325000e+00 2.500000e-01
2.871558e-01 1.757107e-01 2.325000e+00 3.500000e-01
1.419205e-01 1.003530e-01 2.325000e+00 4.500000e-01
3.326000e-01 1.487436e-01 2.325000e+00 5.500000e-01
3.634972e-01 1.925009e-01 2.325000e+00 6.500000e-01
3.101307e-01 1.386948e-01 2.325000e+00 7.500000e-01
6.591891e-02 6.591891e-02 2.325000e+00 8.500000e-01
1.309028e-01 9.256243e-02 2.325000e+00 9.500000e-01
1.798328e-01 1.038266e-01 2.325000e+00 1.050000e+00
6.661929e-02 6.661930e-02 2.325000e+00 1.150000e+00
5.806583e-02 5.806583e-02 2.325000e+00 1.250000e+00
0.000000e+00 0.000000e+00 2.325000e+00 1.350000e+00
6.014579e-02 6.014580e-02 2.325000e+00 1.450000e+00
1.130020e-01 1.132390e-01 2.325000e+00 1.550000e+00
1.227287e-01 8.678228e-02 2.325000e+00 1.650000e+00
5.405535e-02 5.405535e-02 2.325000e+00 1.750000e+00
-6.105308e-02 6.105308e-02 2.325000e+00 1.850000e+00
1.100549e-01 7.782086e-02 2.325000e+00 1.950000e+00
5.831270e-02 5.831270e-02 2.325000e+00 2.050000e+00
1.600700e-04 8.156969e-02 2.325000e+00 2.150000e+00
5.486558e-02 5.486558e-02 2.325000e+00 2.250000e+00
5.976833e-02 5.976833e-02 2.325000e+00 2.350000e+00
1.106485e-01 7.824038e-02 2.325000e+00 2.450000e+00
1.236418e-01 8.742802e-02 2.325000e+00 2.550000e+00
5.538357e-02 5.538357e-02 2.325000e+00 2.650000e+00
6.138241e-02 6.138241e-02 2.325000e+00 2.750000e+00
5.502359e-02 9.593649e-02 2.325000e+00 2.850000e+00
-6.213807e-02 6.213807e-02 2.325000e+00 2.950000e+00
-5.755860e-02 5.755860e-02 2.325000e+00 3.050000e+00
6.171959e-02 6.171960e-02 2.325000e+00 3.150000e+00
2.880262e-01 1.288098e-01 2.325000e+00 3.250000e+00
0.000000e+00 0.000000e+00 2.325000e+00 3.350000e+00
5.664064e-02 9.800639e-02 2.325000e+00 3.450000e+00
4.237212e-04 8.515468e-02 2.325000e+00 3.550000e+00
5.320435e-02 5.320434e-02 2.325000e+00 3.650000e+00
-1.250199e-04 7.710761e-02 2.325000e+00 3.750000e+00
9.662274e-02 9.675333e-02 2.325000e+00 3.850000e+00
1.474084e-01 1.099171e-01 2.325000e+00 3.950000e+00
1.441539e-01 8.322736e-02 2.325000e+00 4.050000e+00
0.000000e+00 0.000000e+00 2.325000e+00 4.150000e+00
2.058617e-01 1.259322e-01 2.325000e+00 4.250000e+00
1.016715e-01 1.010701e-01 2.325000e+00 4.350000e+00
-9.900449e-02 7.000682e-02 2.325000e+00 4.450000e+00
-1.115620e-03 9.165996e-02 2.325000e+00 4.550000e+00
1.316236e-01 7.599427e-02 2.325000e+00 4.650000e+00
-1.803771e-01 1.276594e-01 2.325000e+00 4.750000e+00
