# Intensity Error [0.5H,0,0] DeltaE
#  shape: 34x70
2.626263e-02 2.626263e-02 4.500000e-02 1.050000e+00
2.607974e-02 4.513892e-02 4.500000e-02 1.150000e+00
2.456403e-02 5.440837e-02 4.500000e-02 1.250000e+00
9.699788e-02 7.659086e-02 4.500000e-02 1.350000e+00
7.230611e-02 5.383872e-02 4.500000e-02 1.450000e+00
4.824384e-02 6.794086e-02 4.500000e-02 1.550000e+00
9.589896e-02 5.875869e-02 4.500000e-02 1.650000e+00
-1.589433e-04 5.855507e-02 4.500000e-02 1.750000e+00
-4.799401e-02 5.901497e-02 4.500000e-02 1.850000e+00
7.140044e-02 7.155736e-02 4.500000e-02 1.950000e+00
2.364570e-02 4.105853e-02 4.500000e-02 2.050000e+00
2.392569e-02 6.364567e-02 4.500000e-02 2.150000e+00
3.938274e-05 3.362083e-02 4.500000e-02 2.250000e+00
2.230767e-05 3.312818e-02 4.500000e-02 2.350000e+00
7.067005e-02 5.269896e-02 4.500000e-02 2.450000e+00
2.363744e-02 4.071314e-02 4.500000e-02 2.550000e+00
7.049537e-02 5.267346e-02 4.500000e-02 2.650000e+00
9.354188e-02 4.677113e-02 4.500000e-02 2.750000e+00
1.607834e-01 6.077064e-02 4.500000e-02 2.850000e+00
1.150235e-01 5.144037e-02 4.500000e-02 2.950000e+00
9.392859e-02 8.820835e-02 4.500000e-02 3.050000e+00
9.158695e-02 1.250833e-01 4.500000e-02 3.150000e+00
1.355369e-01 8.435712e-02 4.500000e-02 3.250000e+00
2.055754e-01 8.839358e-02 4.500000e-02 3.350000e+00
3.847303e-01 1.036531e-01 4.500000e-02 3.450000e+00
6.179214e-01 1.247571e-01 4.500000e-02 3.550000e+00
2.906741e-01 1.024211e-01 4.500000e-02 3.650000e+00
3.819323e-01 9.784548e-02 4.500000e-02 3.750000e+00
1.557440e-01 5.886591e-02 4.500000e-02 3.850000e+00
-6.512688e-02 3.760134e-02 4.500000e-02 3.950000e+00
-2.299544e-04 6.796688e-02 4.500000e-02 4.050000e+00
8.655902e-02 5.308459e-02 4.500000e-02 4.150000e+00
1.287329e-01 5.255539e-02 4.500000e-02 4.250000e+00
4.242876e-02 6.015376e-02 4.500000e-02 4.350000e+00
-2.106229e-02 6.234738e-02 4.500000e-02 4.450000e+00
4.047627e-02 4.978253e-02 4.500000e-02 4.550000e+00
2.056996e-02 6.056154e-02 4.500000e-02 4.650000e+00
5.976577e-02 4.456441e-02 4.500000e-02 4.750000e+00
-5.975406e-02 5.965278e-02 4.500000e-02 4.850000e+00
7.927136e-02 5.607802e-02 4.500000e-02 4.950000e+00
3.829961e-02 6.768867e-02 4.500000e-02 5.050000e+00
5.709373e-02 6.911554e-02 4.500000e-02 5.150000e+00
-7.529786e-02 6.508865e-02 4.500000e-02 5.250000e+00
1.483394e-01 8.261027e-02 4.500000e-02 5.350000e+00
7.279667e-02 7.655598e-02 4.500000e-02 5.450000e+00
-1.696666e-02 7.251383e-02 4.500000e-02 5.550000e+00
1.029958e-01 6.416443e-02 4.500000e-02 5.650000e+00
8.328461e-02 7.634193e-02 4.500000e-02 5.750000e+00
-3.293831e-02 8.878820e-02 4.500000e-02 5.850000e+00
1.020048e-01 1.004578e-01 4.500000e-02 5.950000e+00
1.449025e-01 1.192682e-01 4.500000e-02 6.050000e+00
2.562775e-02 1.392803e-01 4.500000e-02 6.150000e+00
-7.750284e-02 1.604787e-01 4.500000e-02 6.250000e+00
-1.964323e-01 2.423206e-01 4.500000e-02 6.350000e+00
-2.945109e-01 2.945109e-01 4.500000e-02 6.450000e+00
nan nan 4.500000e-02 6.550000e+00
nan nan 4.500000e-02 6.650000e+00
nan nan 4.500000e-02 6.750000e+00
nan nan 4.500000e-02 6.850000e+00
nan nan 4.500000e-02 6.950000e+00
2.219393e+01 8.448844e-01 7.500000e-02 5.000000e-02
6.320262e+00 4.643176e-01 7.500000e-02 1.500000e-01
1.239691e+00 2.212966e-01 7.500000e-02 2.500000e-01
5.517154e-01 1.414287e-01 7.500000e-02 3.500000e-01
5.871791e-01 1.530093e-01 7.500000e-02 4.500000e-01
1.920620e-01 1.011386e-01 7.500000e-02 5.500000e-01
2.345026e-01 1.004307e-01 7.500000e-02 6.500000e-01
1.606708e-01 7.185419e-02 7.500000e-02 7.500000e-01
1.201372e-01 6.006871e-02 7.500000e-02 8.500000e-01
9.258527e-02 5.345421e-02 7.500000e-02 9.500000e-01
1.167798e-01 5.838992e-02 7.500000e-02 1.050000e+00
1.061146e-01 5.305745e-02 7.500000e-02 1.150000e+00
1.037950e-01 6.361088e-02 7.500000e-02 1.250000e+00
7.633344e-02 4.407122e-02 7.500000e-02 1.350000e+00
-4.822539e-02 4.836685e-02 7.500000e-02 1.450000e+00
9.567761e-02 5.861015e-02 7.500000e-02 1.550000e+00
2.363466e-02 7.972763e-02 7.500000e-02 1.650000e+00
-2.398836e-02 8.649741e-02 7.500000e-02 1.750000e+00
-2.414680e-02 4.163643e-02 7.500000e-02 1.850000e+00
9.585593e-02 5.859541e-02 7.500000e-02 1.950000e+00
-1.378288e-05 4.751658e-02 7.500000e-02 2.050000e+00
4.791076e-02 4.796481e-02 7.500000e-02 2.150000e+00
7.149760e-02 4.127916e-02 7.500000e-02 2.250000e+00
1.170143e-01 6.197104e-02 7.500000e-02 2.350000e+00
4.706367e-02 3.327905e-02 7.500000e-02 2.450000e+00
4.718390e-02 3.336414e-02 7.500000e-02 2.550000e+00
2.342636e-02 2.342636e-02 7.500000e-02 2.650000e+00
4.685494e-02 5.728611e-02 7.500000e-02 2.750000e+00
1.155414e-01 6.099460e-02 7.500000e-02 2.850000e+00
1.610652e-01 6.906747e-02 7.500000e-02 2.950000e+00
2.353295e-02 2.353295e-02 7.500000e-02 3.050000e+00
6.858947e-02 6.066433e-02 7.500000e-02 3.150000e+00
1.120046e-01 1.472192e-01 7.500000e-02 3.250000e+00
2.506217e-01 1.091506e-01 7.500000e-02 3.350000e+00
3.404644e-01 9.355642e-02 7.500000e-02 3.450000e+00
6.929668e-01 1.244614e-01 7.500000e-02 3.550000e+00
3.094594e-01 9.889851e-02 7.500000e-02 3.650000e+00
8.961013e-02 4.480509e-02 7.500000e-02 3.750000e+00
6.664429e-02 5.879584e-02 7.500000e-02 3.850000e+00
2.202180e-01 6.963932e-02 7.500000e-02 3.950000e+00
2.851123e-04 6.024118e-02 7.500000e-02 4.050000e+00
8.655967e-02 6.819043e-02 7.500000e-02 4.150000e+00
1.722974e-01 8.044899e-02 7.500000e-02 4.250000e+00
8.513029e-02 6.014136e-02 7.500000e-02 4.350000e+00
2.054984e-02 5.542006e-02 7.500000e-02 4.450000e+00
2.080057e-02 6.110353e-02 7.500000e-02 4.550000e+00
1.608260e-01 5.686228e-02 7.500000e-02 4.650000e+00
3.987697e-02 5.656800e-02 7.500000e-02 4.750000e+00
7.971438e-02 6.275779e-02 7.500000e-02 4.850000e+00
7.884110e-02 5.590445e-02 7.500000e-02 4.950000e+00
3.872278e-02 4.789703e-02 7.500000e-02 5.050000e+00
5.718434e-02 6.925357e-02 7.500000e-02 5.150000e+00
1.128525e-01 6.509671e-02 7.500000e-02 5.250000e+00
1.659160e-01 6.644022e-02 7.500000e-02 5.350000e+00
5.367817e-02 7.444543e-02 7.500000e-02 5.450000e+00
7.128863e-02 8.272923e-02 7.500000e-02 5.550000e+00
6.904945e-02 7.692388e-02 7.500000e-02 5.650000e+00
6.667348e-02 8.859134e-02 7.500000e-02 5.750000e+00
1.612285e-01 8.240041e-02 7.500000e-02 5.850000e+00
1.437719e-01 9.969855e-02 7.500000e-02 5.950000e+00
1.281637e-01 1.051059e-01 7.500000e-02 6.050000e+00
4.570391e-02 1.368958e-01 7.500000e-02 6.150000e+00
-2.470339e-01 1.621996e-01 7.500000e-02 6.250000e+00
4.614911e-02 1.551253e-01 7.500000e-02 6.350000e+00
4.475116e-01 3.512054e-01 7.500000e-02 6.450000e+00
-2.647707e+00 2.647707e+00 7.500000e-02 6.550000e+00
nan nan 7.500000e-02 6.650000e+00
nan nan 7.500000e-02 6.750000e+00
nan nan 7.500000e-02 6.850000e+00
nan nan 7.500000e-02 6.950000e+00
2.197705e+01 8.567562e-01 1.050000e-01 5.000000e-02
6.064008e+00 4.480394e-01 1.050000e-01 1.500000e-01
8.774509e-01 1.809420e-01 1.050000e-01 2.500000e-01
6.572283e-01 1.541043e-01 1.050000e-01 3.500000e-01
2.603444e-01 1.300564e-01 1.050000e-01 4.500000e-01
1.954419e-01 1.028554e-01 1.050000e-01 5.500000e-01
1.622807e-01 8.590293e-02 1.050000e-01 6.500000e-01
1.616831e-01 8.552676e-02 1.050000e-01 7.500000e-01
1.316753e-01 6.583785e-02 1.050000e-01 8.500000e-01
1.547735e-01 6.921697e-02 1.050000e-01 9.500000e-01
2.978251e-02 2.978251e-02 1.050000e-01 1.050000e+00
1.841839e-01 7.519290e-02 1.050000e-01 1.150000e+00
5.495898e-02 5.489543e-02 1.050000e-01 1.250000e+00
-2.613421e-02 4.534590e-02 1.050000e-01 1.350000e+00
5.210682e-02 3.684508e-02 1.050000e-01 1.450000e+00
7.306172e-02 5.446942e-02 1.050000e-01 1.550000e+00
2.384697e-02 6.383401e-02 1.050000e-01 1.650000e+00
9.638966e-02 5.900228e-02 1.050000e-01 1.750000e+00
1.194319e-01 8.641973e-02 1.050000e-01 1.850000e+00
2.416832e-02 5.352883e-02 1.050000e-01 1.950000e+00
7.181220e-02 5.343654e-02 1.050000e-01 2.050000e+00
1.195634e-01 5.347046e-02 1.050000e-01 2.150000e+00
9.475734e-02 5.808525e-02 1.050000e-01 2.250000e+00
4.676596e-02 4.667633e-02 1.050000e-01 2.350000e+00
-1.453369e-04 3.344373e-02 1.050000e-01 2.450000e+00
2.362580e-02 4.092526e-02 1.050000e-01 2.550000e+00
1.397406e-01 5.704908e-02 1.050000e-01 2.650000e+00
2.337673e-02 4.029436e-02 1.050000e-01 2.750000e+00
4.634878e-02 4.634465e-02 1.050000e-01 2.850000e+00
1.385701e-01 5.657120e-02 1.050000e-01 2.950000e+00
4.657206e-02 4.665056e-02 1.050000e-01 3.050000e+00
6.919189e-02 5.139713e-02 1.050000e-01 3.150000e+00
3.609783e-01 9.566689e-02 1.050000e-01 3.250000e+00
1.133411e-01 1.085923e-01 1.050000e-01 3.350000e+00
1.595554e-01 1.420778e-01 1.050000e-01 3.450000e+00
4.063720e-01 1.153461e-01 1.050000e-01 3.550000e+00
5.499343e-01 1.143458e-01 1.050000e-01 3.650000e+00
8.889645e-02 7.038706e-02 1.050000e-01 3.750000e+00
1.108845e-01 4.958933e-02 1.050000e-01 3.850000e+00
6.565957e-02 7.310124e-02 1.050000e-01 3.950000e+00
1.070799e-01 5.663770e-02 1.050000e-01 4.050000e+00
4.531166e-04 6.075851e-02 1.050000e-01 4.150000e+00
1.077768e-01 7.150935e-02 1.050000e-01 4.250000e+00
-2.167671e-04 6.727270e-02 1.050000e-01 4.350000e+00
6.287021e-02 6.957818e-02 1.050000e-01 4.450000e+00
1.980195e-02 6.175027e-02 1.050000e-01 4.550000e+00
3.983818e-02 5.674313e-02 1.050000e-01 4.650000e+00
-2.003894e-02 4.475652e-02 1.050000e-01 4.750000e+00
9.901322e-02 5.228478e-02 1.050000e-01 4.850000e+00
2.364038e-01 7.376399e-02 1.050000e-01 4.950000e+00
5.845330e-02 7.066599e-02 1.050000e-01 5.050000e+00
3.821771e-02 6.653284e-02 1.050000e-01 5.150000e+00
-3.799895e-02 5.940096e-02 1.050000e-01 5.250000e+00
1.660202e-01 6.664999e-02 1.050000e-01 5.350000e+00
3.624777e-02 7.256460e-02 1.050000e-01 5.450000e+00
-1.592493e-01 8.823328e-02 1.050000e-01 5.550000e+00
1.604559e-02 9.285840e-02 1.050000e-01 5.650000e+00
-5.669991e-04 8.874472e-02 1.050000e-01 5.750000e+00
3.367666e-02 8.280561e-02 1.050000e-01 5.850000e+00
-1.591475e-02 8.680944e-02 1.050000e-01 5.950000e+00
-8.195089e-02 1.004049e-01 1.050000e-01 6.050000e+00
1.602118e-01 1.380663e-01 1.050000e-01 6.150000e+00
7.680866e-02 1.756425e-01 1.050000e-01 6.250000e+00
-1.785096e-01 1.802733e-01 1.050000e-01 6.350000e+00
-6.651139e-02 2.151495e-01 1.050000e-01 6.450000e+00
3.256294e-01 7.273081e-01 1.050000e-01 6.550000e+00
nan nan 1.050000e-01 6.650000e+00
nan nan 1.050000e-01 6.750000e+00
nan nan 1.050000e-01 6.850000e+00
nan nan 1.050000e-01 6.950000e+00
2.227085e+01 8.435700e-01 1.350000e-01 5.000000e-02
5.914395e+00 4.445371e-01 1.350000e-01 1.500000e-01
9.829840e-01 1.794679e-01 1.350000e-01 2.500000e-01
6.715342e-01 1.533358e-01 1.350000e-01 3.500000e-01
3.987472e-01 1.243804e-01 1.350000e-01 4.500000e-01
1.956080e-01 1.218403e-01 1.350000e-01 5.500000e-01
1.290064e-01 1.205022e-01 1.350000e-01 6.500000e-01
6.840890e-05 8.026826e-02 1.350000e-01 7.500000e-01
1.280694e-01 7.847482e-02 1.350000e-01 8.500000e-01
1.962924e-01 8.013628e-02 1.350000e-01 9.500000e-01
6.391773e-02 4.519687e-02 1.350000e-01 1.050000e+00
1.198585e-01 5.992941e-02 1.350000e-01 1.150000e+00
0.000000e+00 0.000000e+00 1.350000e-01 1.250000e+00
-2.926964e-02 2.926964e-02 1.350000e-01 1.350000e+00
7.951195e-02 7.006966e-02 1.350000e-01 1.450000e+00
2.595024e-02 2.595023e-02 1.350000e-01 1.550000e+00
-5.037717e-02 6.199181e-02 1.350000e-01 1.650000e+00
1.209872e-01 7.247648e-02 1.350000e-01 1.750000e+00
9.556702e-02 7.565235e-02 1.350000e-01 1.850000e+00
1.677190e-01 8.652417e-02 1.350000e-01 1.950000e+00
-4.154241e-04 1.016904e-01 1.350000e-01 2.050000e+00
4.753288e-02 3.361082e-02 1.350000e-01 2.150000e+00
1.186559e-01 5.306478e-02 1.350000e-01 2.250000e+00
7.040463e-02 6.220784e-02 1.350000e-01 2.350000e+00
2.597704e-01 7.832409e-02 1.350000e-01 2.450000e+00
4.743793e-02 5.793586e-02 1.350000e-01 2.550000e+00
9.352622e-02 5.714990e-02 1.350000e-01 2.650000e+00
6.928434e-02 6.139640e-02 1.350000e-01 2.750000e+00
-2.335254e-02 4.023009e-02 1.350000e-01 2.850000e+00
4.646238e-02 5.674550e-02 1.350000e-01 2.950000e+00
1.388928e-01 5.670292e-02 1.350000e-01 3.050000e+00
6.919466e-02 6.104489e-02 1.350000e-01 3.150000e+00
1.129769e-01 5.989567e-02 1.350000e-01 3.250000e+00
1.796164e-01 7.790213e-02 1.350000e-01 3.350000e+00
4.787365e-01 1.390319e-01 1.350000e-01 3.450000e+00
2.502147e-01 1.620171e-01 1.350000e-01 3.550000e+00
3.310069e-01 1.010849e-01 1.350000e-01 3.650000e+00
2.787042e-04 6.250427e-02 1.350000e-01 3.750000e+00
8.860178e-02 6.260778e-02 1.350000e-01 3.850000e+00
1.539665e-01 5.819451e-02 1.350000e-01 3.950000e+00
1.725575e-01 7.473458e-02 1.350000e-01 4.050000e+00
1.709540e-01 7.389445e-02 1.350000e-01 4.150000e+00
1.076656e-01 6.460480e-02 1.350000e-01 4.250000e+00
2.085194e-02 7.077078e-02 1.350000e-01 4.350000e+00
-2.095151e-02 7.578087e-02 1.350000e-01 4.450000e+00
8.315924e-02 6.573247e-02 1.350000e-01 4.550000e+00
3.989531e-02 5.716805e-02 1.350000e-01 4.650000e+00
7.938324e-02 5.628970e-02 1.350000e-01 4.750000e+00
-5.928108e-02 6.564411e-02 1.350000e-01 4.850000e+00
-3.938324e-02 6.222441e-02 1.350000e-01 4.950000e+00
7.879055e-02 7.343038e-02 1.350000e-01 5.050000e+00
-5.765921e-02 6.389719e-02 1.350000e-01 5.150000e+00
7.589976e-02 7.536741e-02 1.350000e-01 5.250000e+00
5.606527e-02 8.088359e-02 1.350000e-01 5.350000e+00
-9.462600e-04 7.291558e-02 1.350000e-01 5.450000e+00
-3.553355e-02 7.497613e-02 1.350000e-01 5.550000e+00
-1.047754e-01 8.475301e-02 1.350000e-01 5.650000e+00
1.005616e-01 8.590668e-02 1.350000e-01 5.750000e+00
2.777832e-01 9.098453e-02 1.350000e-01 5.850000e+00
1.885862e-01 9.620062e-02 1.350000e-01 5.950000e+00
3.129912e-02 9.910140e-02 1.350000e-01 6.050000e+00
2.113090e-01 1.093849e-01 1.350000e-01 6.150000e+00
1.294886e-01 1.275695e-01 1.350000e-01 6.250000e+00
3.841493e-01 1.839162e-01 1.350000e-01 6.350000e+00
3.645545e-01 2.057223e-01 1.350000e-01 6.450000e+00
-1.126180e-01 4.888282e-01 1.350000e-01 6.550000e+00
-1.718399e-02 5.984304e+00 1.350000e-01 6.650000e+00
nan nan 1.350000e-01 6.750000e+00
nan nan 1.350000e-01 6.850000e+00
nan nan 1.350000e-01 6.950000e+00
2.207073e+01 8.630093e-01 1.650000e-01 5.000000e-02
5.524781e+00 4.188331e-01 1.650000e-01 1.500000e-01
1.249831e+00 2.080036e-01 1.650000e-01 2.500000e-01
6.677598e-01 1.635738e-01 1.650000e-01 3.500000e-01
3.187623e-01 1.008016e-01 1.650000e-01 4.500000e-01
2.940561e-01 1.426431e-01 1.650000e-01 5.500000e-01
6.647169e-02 8.134766e-02 1.650000e-01 6.500000e-01
4.826978e-05 7.853271e-02 1.650000e-01 7.500000e-01
2.891889e-01 1.243478e-01 1.650000e-01 8.500000e-01
9.787483e-02 5.650819e-02 1.650000e-01 9.500000e-01
9.674532e-05 7.882166e-02 1.650000e-01 1.050000e+00
-1.734311e-04 4.594002e-02 1.650000e-01 1.150000e+00
1.241385e-01 6.206943e-02 1.650000e-01 1.250000e+00
1.489298e-01 6.660355e-02 1.650000e-01 1.350000e+00
3.067903e-02 3.067903e-02 1.650000e-01 1.450000e+00
8.255304e-02 7.282359e-02 1.650000e-01 1.550000e+00
2.605323e-02 4.511829e-02 1.650000e-01 1.650000e+00
-2.585899e-02 5.811346e-02 1.650000e-01 1.750000e+00
9.730841e-02 7.709779e-02 1.650000e-01 1.850000e+00
-1.230305e-05 4.791909e-02 1.650000e-01 1.950000e+00
1.442603e-01 9.613236e-02 1.650000e-01 2.050000e+00
1.661454e-01 7.128909e-02 1.650000e-01 2.150000e+00
1.431533e-01 7.532416e-02 1.650000e-01 2.250000e+00
1.187463e-01 7.108726e-02 1.650000e-01 2.350000e+00
1.415256e-01 6.672675e-02 1.650000e-01 2.450000e+00
1.417526e-01 6.685244e-02 1.650000e-01 2.550000e+00
1.167474e-01 7.022542e-02 1.650000e-01 2.650000e+00
6.938770e-02 5.165214e-02 1.650000e-01 2.750000e+00
1.169498e-01 5.230191e-02 1.650000e-01 2.850000e+00
2.344736e-02 6.148492e-02 1.650000e-01 2.950000e+00
2.067355e-01 6.891205e-02 1.650000e-01 3.050000e+00
1.149511e-01 5.140784e-02 1.650000e-01 3.150000e+00
1.364802e-01 6.434358e-02 1.650000e-01 3.250000e+00
3.598150e-01 8.995412e-02 1.650000e-01 3.350000e+00
4.357013e-01 1.050875e-01 1.650000e-01 3.450000e+00
4.312513e-01 1.135057e-01 1.650000e-01 3.550000e+00
8.803274e-02 1.804582e-01 1.650000e-01 3.650000e+00
8.758758e-02 9.275001e-02 1.650000e-01 3.750000e+00
2.243324e-02 6.651376e-02 1.650000e-01 3.850000e+00
8.773023e-02 6.219407e-02 1.650000e-01 3.950000e+00
8.719644e-02 4.359853e-02 1.650000e-01 4.050000e+00
8.441559e-02 7.335111e-02 1.650000e-01 4.150000e+00
6.419677e-02 6.429781e-02 1.650000e-01 4.250000e+00
-4.144219e-04 5.242457e-02 1.650000e-01 4.350000e+00
8.462860e-02 5.979508e-02 1.650000e-01 4.450000e+00
1.988180e-02 8.051410e-02 1.650000e-01 4.550000e+00
6.115498e-02 7.948640e-02 1.650000e-01 4.650000e+00
5.992573e-02 5.272096e-02 1.650000e-01 4.750000e+00
9.869227e-02 7.120382e-02 1.650000e-01 4.850000e+00
5.881366e-02 7.070966e-02 1.650000e-01 4.950000e+00
-5.066139e-04 7.838699e-02 1.650000e-01 5.050000e+00
9.623434e-02 7.953038e-02 1.650000e-01 5.150000e+00
-1.859001e-02 6.861168e-02 1.650000e-01 5.250000e+00
5.642218e-02 7.653919e-02 1.650000e-01 5.350000e+00
1.091436e-01 7.305965e-02 1.650000e-01 5.450000e+00
1.238332e-01 6.869026e-02 1.650000e-01 5.550000e+00
8.627304e-02 6.250955e-02 1.650000e-01 5.650000e+00
1.737758e-02 7.721723e-02 1.650000e-01 5.750000e+00
-1.511742e-02 7.841513e-02 1.650000e-01 5.850000e+00
-3.014670e-02 8.856336e-02 1.650000e-01 5.950000e+00
7.407168e-02 1.001272e-01 1.650000e-01 6.050000e+00
-1.754433e-02 1.114732e-01 1.650000e-01 6.150000e+00
1.557837e-01 1.193052e-01 1.650000e-01 6.250000e+00
1.449260e-01 1.449197e-01 1.650000e-01 6.350000e+00
2.109194e-01 1.956082e-01 1.650000e-01 6.450000e+00
-4.586534e-01 3.274744e-01 1.650000e-01 6.550000e+00
-3.674009e-01 8.125621e-01 1.650000e-01 6.650000e+00
nan nan 1.650000e-01 6.750000e+00
nan nan 1.650000e-01 6.850000e+00
nan nan 1.650000e-01 6.950000e+00
2.209962e+01 8.487328e-01 1.950000e-01 5.000000e-02
5.724507e+00 4.377487e-01 1.950000e-01 1.500000e-01
1.101994e+00 1.889908e-01 1.950000e-01 2.500000e-01
3.541072e-01 1.161068e-01 1.950000e-01 3.500000e-01
3.713815e-01 1.216610e-01 1.950000e-01 4.500000e-01
1.953075e-01 7.973421e-02 1.950000e-01 5.500000e-01
2.197260e-01 1.042202e-01 1.950000e-01 6.500000e-01
1.340190e-01 1.060684e-01 1.950000e-01 7.500000e-01
2.284447e-01 1.176599e-01 1.950000e-01 8.500000e-01
3.150971e-02 1.048035e-01 1.950000e-01 9.500000e-01
6.492445e-02 7.956972e-02 1.950000e-01 1.050000e+00
0.000000e+00 0.000000e+00 1.950000e-01 1.150000e+00
3.267059e-02 3.267059e-02 1.950000e-01 1.250000e+00
0.000000e+00 0.000000e+00 1.950000e-01 1.350000e+00
3.003135e-02 3.003135e-02 1.950000e-01 1.450000e+00
1.217728e-01 7.463172e-02 1.950000e-01 1.550000e+00
2.913811e-02 6.517158e-02 1.950000e-01 1.650000e+00
7.928448e-02 4.577513e-02 1.950000e-01 1.750000e+00
2.591568e-02 2.591568e-02 1.950000e-01 1.850000e+00
7.531660e-02 4.348408e-02 1.950000e-01 1.950000e+00
-9.666606e-02 8.349958e-02 1.950000e-01 2.050000e+00
