# Intensity Error [0.5H,0,0] DeltaE
#  shape: 34x70
2.370739e-02 6.319365e-02 1.950000e-01 2.150000e+00
-2.402859e-02 8.591455e-02 1.950000e-01 2.250000e+00
2.380571e-02 6.309602e-02 1.950000e-01 2.350000e+00
1.892163e-01 7.481356e-02 1.950000e-01 2.450000e+00
2.127314e-01 7.091072e-02 1.950000e-01 2.550000e+00
1.646326e-01 6.222558e-02 1.950000e-01 2.650000e+00
4.625689e-02 5.657058e-02 1.950000e-01 2.750000e+00
4.685213e-02 4.689198e-02 1.950000e-01 2.850000e+00
1.165880e-01 5.214014e-02 1.950000e-01 2.950000e+00
6.886414e-02 3.975894e-02 1.950000e-01 3.050000e+00
1.378622e-01 6.492458e-02 1.950000e-01 3.150000e+00
6.841799e-02 5.107707e-02 1.950000e-01 3.250000e+00
2.717545e-01 1.011951e-01 1.950000e-01 3.350000e+00
4.785945e-01 1.140187e-01 1.950000e-01 3.450000e+00
6.819949e-01 1.245157e-01 1.950000e-01 3.550000e+00
1.117599e-01 6.704978e-02 1.950000e-01 3.650000e+00
5.251270e-01 1.516588e-01 1.950000e-01 3.750000e+00
4.393725e-02 1.122040e-01 1.950000e-01 3.850000e+00
1.545620e-01 6.611715e-02 1.950000e-01 3.950000e+00
8.706260e-02 4.353139e-02 1.950000e-01 4.050000e+00
6.389468e-02 6.401904e-02 1.950000e-01 4.150000e+00
2.135386e-02 5.616355e-02 1.950000e-01 4.250000e+00
1.494036e-01 6.405374e-02 1.950000e-01 4.350000e+00
1.055430e-01 5.586838e-02 1.950000e-01 4.450000e+00
1.038083e-01 6.259691e-02 1.950000e-01 4.550000e+00
-1.856451e-06 5.782750e-02 1.950000e-01 4.650000e+00
6.029816e-02 6.676070e-02 1.950000e-01 4.750000e+00
-3.803772e-04 6.256144e-02 1.950000e-01 4.850000e+00
-1.981155e-02 8.093158e-02 1.950000e-01 4.950000e+00
-9.319034e-04 8.293522e-02 1.950000e-01 5.050000e+00
1.888227e-02 6.426061e-02 1.950000e-01 5.150000e+00
7.594547e-02 6.570867e-02 1.950000e-01 5.250000e+00
-3.728824e-02 6.966545e-02 1.950000e-01 5.350000e+00
5.542499e-02 7.564161e-02 1.950000e-01 5.450000e+00
1.069795e-01 7.597652e-02 1.950000e-01 5.550000e+00
1.583546e-01 9.052532e-02 1.950000e-01 5.650000e+00
1.374987e-01 9.620958e-02 1.950000e-01 5.750000e+00
6.571487e-02 9.831820e-02 1.950000e-01 5.850000e+00
-4.802768e-02 9.607558e-02 1.950000e-01 5.950000e+00
1.191977e-01 1.012757e-01 1.950000e-01 6.050000e+00
1.347151e-01 1.015656e-01 1.950000e-01 6.150000e+00
-5.097548e-02 1.191257e-01 1.950000e-01 6.250000e+00
-1.937557e-01 1.476871e-01 1.950000e-01 6.350000e+00
-1.790899e-01 1.799779e-01 1.950000e-01 6.450000e+00
5.028440e-02 2.414303e-01 1.950000e-01 6.550000e+00
1.277260e-01 4.539258e-01 1.950000e-01 6.650000e+00
3.273944e+01 3.273944e+01 1.950000e-01 6.750000e+00
nan nan 1.950000e-01 6.850000e+00
nan nan 1.950000e-01 6.950000e+00
2.234752e+01 8.563642e-01 2.250000e-01 5.000000e-02
5.742509e+00 4.304198e-01 2.250000e-01 1.500000e-01
9.699028e-01 1.801067e-01 2.250000e-01 2.500000e-01
3.656140e-01 1.102369e-01 2.250000e-01 3.500000e-01
2.814167e-01 9.380582e-02 2.250000e-01 4.500000e-01
1.330608e-01 6.653049e-02 2.250000e-01 5.500000e-01
3.369424e-02 7.554065e-02 2.250000e-01 6.500000e-01
1.563451e-01 6.991970e-02 2.250000e-01 7.500000e-01
9.639758e-02 7.191347e-02 2.250000e-01 8.500000e-01
-6.702048e-02 6.713064e-02 2.250000e-01 9.500000e-01
3.194680e-02 9.581330e-02 2.250000e-01 1.050000e+00
1.907704e-01 8.990241e-02 2.250000e-01 1.150000e+00
3.246167e-02 9.772185e-02 2.250000e-01 1.250000e+00
1.943941e-01 7.936127e-02 2.250000e-01 1.350000e+00
3.231781e-02 5.596227e-02 2.250000e-01 1.450000e+00
9.282486e-02 5.359254e-02 2.250000e-01 1.550000e+00
-2.987325e-02 2.987325e-02 2.250000e-01 1.650000e+00
0.000000e+00 0.000000e+00 2.250000e-01 1.750000e+00
8.202849e-02 4.735928e-02 2.250000e-01 1.850000e+00
2.566070e-02 5.796377e-02 2.250000e-01 1.950000e+00
1.285420e-01 5.748574e-02 2.250000e-01 2.050000e+00
9.735575e-02 5.961610e-02 2.250000e-01 2.150000e+00
9.490143e-02 8.228858e-02 2.250000e-01 2.250000e+00
1.196693e-01 7.182094e-02 2.250000e-01 2.350000e+00
2.853828e-01 1.008415e-01 2.250000e-01 2.450000e+00
1.181114e-01 7.067721e-02 2.250000e-01 2.550000e+00
2.366919e-02 4.080679e-02 2.250000e-01 2.650000e+00
2.329497e-02 2.329496e-02 2.250000e-01 2.750000e+00
7.056864e-02 6.189991e-02 2.250000e-01 2.850000e+00
9.328627e-02 6.604915e-02 2.250000e-01 2.950000e+00
6.896142e-02 5.135202e-02 2.250000e-01 3.050000e+00
6.869420e-02 3.966077e-02 2.250000e-01 3.150000e+00
1.834670e-01 6.486550e-02 2.250000e-01 3.250000e+00
3.199738e-01 8.551682e-02 2.250000e-01 3.350000e+00
4.523513e-01 1.153377e-01 2.250000e-01 3.450000e+00
4.769612e-01 1.136210e-01 2.250000e-01 3.550000e+00
1.115968e-01 5.906502e-02 2.250000e-01 3.650000e+00
6.607645e-02 4.934280e-02 2.250000e-01 3.750000e+00
4.383521e-01 1.452574e-01 2.250000e-01 3.850000e+00
2.420446e-01 1.304294e-01 2.250000e-01 3.950000e+00
8.785826e-02 7.586536e-02 2.250000e-01 4.050000e+00
2.588371e-01 7.472049e-02 2.250000e-01 4.150000e+00
8.431458e-02 5.172400e-02 2.250000e-01 4.250000e+00
8.473072e-02 6.019541e-02 2.250000e-01 4.350000e+00
1.268588e-01 5.987450e-02 2.250000e-01 4.450000e+00
-2.111213e-02 6.265073e-02 2.250000e-01 4.550000e+00
-4.043349e-02 5.805498e-02 2.250000e-01 4.650000e+00
4.102378e-02 5.718656e-02 2.250000e-01 4.750000e+00
7.982269e-02 6.894701e-02 2.250000e-01 4.850000e+00
-1.937530e-02 6.501645e-02 2.250000e-01 4.950000e+00
1.372303e-01 7.562218e-02 2.250000e-01 5.050000e+00
3.861772e-02 6.712473e-02 2.250000e-01 5.150000e+00
-7.584090e-02 6.573308e-02 2.250000e-01 5.250000e+00
9.387567e-02 6.743505e-02 2.250000e-01 5.350000e+00
1.473872e-01 6.887594e-02 2.250000e-01 5.450000e+00
1.075012e-01 7.637605e-02 2.250000e-01 5.550000e+00
1.397512e-01 7.814482e-02 2.250000e-01 5.650000e+00
-6.936278e-02 8.339172e-02 2.250000e-01 5.750000e+00
3.409558e-02 8.403686e-02 2.250000e-01 5.850000e+00
1.581357e-01 9.803365e-02 2.250000e-01 5.950000e+00
8.993841e-02 9.278925e-02 2.250000e-01 6.050000e+00
8.549662e-02 9.434414e-02 2.250000e-01 6.150000e+00
9.493367e-02 1.085695e-01 2.250000e-01 6.250000e+00
-9.453225e-02 1.249785e-01 2.250000e-01 6.350000e+00
-7.221906e-02 1.689426e-01 2.250000e-01 6.450000e+00
1.447767e-01 2.165776e-01 2.250000e-01 6.550000e+00
-4.267342e-01 3.965329e-01 2.250000e-01 6.650000e+00
6.388526e-01 1.381920e+00 2.250000e-01 6.750000e+00
nan nan 2.250000e-01 6.850000e+00
nan nan 2.250000e-01 6.950000e+00
2.195626e+01 8.501483e-01 2.550000e-01 5.000000e-02
6.611818e+00 4.710409e-01 2.550000e-01 1.500000e-01
1.084032e+00 1.859103e-01 2.550000e-01 2.500000e-01
7.209901e-01 1.537159e-01 2.550000e-01 3.500000e-01
2.390018e-01 9.033428e-02 2.550000e-01 4.500000e-01
2.227116e-01 8.417715e-02 2.550000e-01 5.500000e-01
2.837994e-01 9.460002e-02 2.550000e-01 6.500000e-01
1.022707e-01 1.021177e-01 2.550000e-01 7.500000e-01
1.308737e-01 1.033644e-01 2.550000e-01 8.500000e-01
1.232513e-01 7.541872e-02 2.550000e-01 9.500000e-01
1.000888e-01 9.993273e-02 2.550000e-01 1.050000e+00
-9.893922e-02 7.369482e-02 2.550000e-01 1.150000e+00
1.257068e-01 7.687440e-02 2.550000e-01 1.250000e+00
-3.258230e-02 9.730669e-02 2.550000e-01 1.350000e+00
6.465934e-02 6.444893e-02 2.550000e-01 1.450000e+00
1.618902e-01 7.239952e-02 2.550000e-01 1.550000e+00
6.391401e-02 4.519408e-02 2.550000e-01 1.650000e+00
2.988367e-02 5.189908e-02 2.550000e-01 1.750000e+00
6.102101e-02 7.498342e-02 2.550000e-01 1.850000e+00
7.476464e-05 4.057217e-02 2.550000e-01 1.950000e+00
7.840276e-02 4.526590e-02 2.550000e-01 2.050000e+00
1.555668e-01 6.350994e-02 2.550000e-01 2.150000e+00
9.826661e-02 7.748762e-02 2.550000e-01 2.250000e+00
1.440292e-01 6.785178e-02 2.550000e-01 2.350000e+00
2.639082e-04 8.935514e-02 2.550000e-01 2.450000e+00
4.697650e-02 8.810667e-02 2.550000e-01 2.550000e+00
1.183547e-01 7.086601e-02 2.550000e-01 2.650000e+00
-2.678234e-04 6.668449e-02 2.550000e-01 2.750000e+00
-2.305572e-02 6.163298e-02 2.550000e-01 2.850000e+00
9.358733e-02 6.609839e-02 2.550000e-01 2.950000e+00
1.156570e-01 5.172364e-02 2.550000e-01 3.050000e+00
9.137861e-02 4.568962e-02 2.550000e-01 3.150000e+00
1.842001e-01 7.275633e-02 2.550000e-01 3.250000e+00
3.211049e-01 8.581950e-02 2.550000e-01 3.350000e+00
6.567849e-01 1.260795e-01 2.550000e-01 3.450000e+00
3.612049e-01 1.009292e-01 2.550000e-01 3.550000e+00
6.751491e-02 5.939037e-02 2.550000e-01 3.650000e+00
8.900045e-02 6.269997e-02 2.550000e-01 3.750000e+00
1.530686e-01 6.570911e-02 2.550000e-01 3.850000e+00
1.977809e-01 1.188124e-01 2.550000e-01 3.950000e+00
-1.744647e-01 1.490113e-01 2.550000e-01 4.050000e+00
1.745970e-01 8.157374e-02 2.550000e-01 4.150000e+00
1.701146e-01 7.968716e-02 2.550000e-01 4.250000e+00
1.478686e-01 8.192017e-02 2.550000e-01 4.350000e+00
2.543313e-01 7.921472e-02 2.550000e-01 4.450000e+00
6.270227e-02 7.533027e-02 2.550000e-01 4.550000e+00
-2.047263e-02 4.632472e-02 2.550000e-01 4.650000e+00
1.012436e-01 4.527791e-02 2.550000e-01 4.750000e+00
7.995866e-02 5.651227e-02 2.550000e-01 4.850000e+00
9.880105e-02 5.930177e-02 2.550000e-01 4.950000e+00
1.966755e-02 5.158136e-02 2.550000e-01 5.050000e+00
1.159601e-01 6.131432e-02 2.550000e-01 5.150000e+00
2.926178e-04 6.626952e-02 2.550000e-01 5.250000e+00
3.646379e-02 8.406954e-02 2.550000e-01 5.350000e+00
5.524195e-02 8.030559e-02 2.550000e-01 5.450000e+00
-1.729223e-02 6.508749e-02 2.550000e-01 5.550000e+00
1.058893e-01 6.580737e-02 2.550000e-01 5.650000e+00
1.826861e-02 9.200747e-02 2.550000e-01 5.750000e+00
-5.694706e-04 9.954464e-02 2.550000e-01 5.850000e+00
9.585089e-02 9.603308e-02 2.550000e-01 5.950000e+00
3.036247e-02 8.870932e-02 2.550000e-01 6.050000e+00
-1.854004e-01 9.536275e-02 2.550000e-01 6.150000e+00
1.289732e-02 1.046856e-01 2.550000e-01 6.250000e+00
-6.485700e-02 1.258256e-01 2.550000e-01 6.350000e+00
1.551680e-01 1.378301e-01 2.550000e-01 6.450000e+00
-2.036511e-01 2.103827e-01 2.550000e-01 6.550000e+00
1.506694e-01 3.207729e-01 2.550000e-01 6.650000e+00
-1.706101e-01 5.315180e-01 2.550000e-01 6.750000e+00
nan nan 2.550000e-01 6.850000e+00
nan nan 2.550000e-01 6.950000e+00
2.169755e+01 8.376259e-01 2.850000e-01 5.000000e-02
5.972862e+00 4.451915e-01 2.850000e-01 1.500000e-01
9.427035e-01 1.781546e-01 2.850000e-01 2.500000e-01
4.871701e-01 1.257870e-01 2.850000e-01 3.500000e-01
2.202933e-01 9.447721e-02 2.850000e-01 4.500000e-01
1.687989e-01 8.919026e-02 2.850000e-01 5.500000e-01
2.014555e-01 8.224407e-02 2.850000e-01 6.500000e-01
6.135990e-02 4.338810e-02 2.850000e-01 7.500000e-01
3.267173e-02 3.267173e-02 2.850000e-01 8.500000e-01
3.440175e-02 7.669212e-02 2.850000e-01 9.500000e-01
4.096086e-05 7.639148e-02 2.850000e-01 1.050000e+00
1.591674e-01 1.054603e-01 2.850000e-01 1.150000e+00
6.699789e-02 1.063128e-01 2.850000e-01 1.250000e+00
3.202491e-02 9.612964e-02 2.850000e-01 1.350000e+00
9.538192e-02 9.528180e-02 2.850000e-01 1.450000e+00
-6.512347e-02 1.030053e-01 2.850000e-01 1.550000e+00
9.766664e-02 7.273582e-02 2.850000e-01 1.650000e+00
2.271158e-01 8.584195e-02 2.850000e-01 1.750000e+00
9.231789e-02 5.329978e-02 2.850000e-01 1.850000e+00
1.510338e-01 7.993937e-02 2.850000e-01 1.950000e+00
8.907992e-02 6.640353e-02 2.850000e-01 2.050000e+00
1.342556e-01 7.106603e-02 2.850000e-01 2.150000e+00
5.182224e-02 7.307242e-02 2.850000e-01 2.250000e+00
-2.540116e-02 5.652401e-02 2.850000e-01 2.350000e+00
4.805912e-02 7.627671e-02 2.850000e-01 2.450000e+00
1.655086e-01 8.507861e-02 2.850000e-01 2.550000e+00
7.112163e-02 9.175444e-02 2.850000e-01 2.650000e+00
1.659113e-01 7.859749e-02 2.850000e-01 2.750000e+00
2.105048e-01 7.016851e-02 2.850000e-01 2.850000e+00
1.642611e-01 7.769098e-02 2.850000e-01 2.950000e+00
1.863239e-01 6.587608e-02 2.850000e-01 3.050000e+00
1.603970e-01 6.062464e-02 2.850000e-01 3.150000e+00
2.531674e-01 8.922982e-02 2.850000e-01 3.250000e+00
3.918140e-01 9.502944e-02 2.850000e-01 3.350000e+00
5.464643e-01 1.204995e-01 2.850000e-01 3.450000e+00
5.622936e-01 1.168482e-01 2.850000e-01 3.550000e+00
2.023376e-01 8.124688e-02 2.850000e-01 3.650000e+00
6.744747e-02 5.922807e-02 2.850000e-01 3.750000e+00
6.589989e-02 6.609774e-02 2.850000e-01 3.850000e+00
1.099655e-01 7.930596e-02 2.850000e-01 3.950000e+00
1.778153e-01 9.947459e-02 2.850000e-01 4.050000e+00
1.535080e-01 1.710800e-01 2.850000e-01 4.150000e+00
2.792216e-01 7.744265e-02 2.850000e-01 4.250000e+00
1.054292e-01 7.011349e-02 2.850000e-01 4.350000e+00
8.443338e-02 7.318250e-02 2.850000e-01 4.450000e+00
1.468066e-01 6.298721e-02 2.850000e-01 4.550000e+00
1.363451e-04 5.071795e-02 2.850000e-01 4.650000e+00
1.626827e-01 6.432693e-02 2.850000e-01 4.750000e+00
2.006984e-01 6.946854e-02 2.850000e-01 4.850000e+00
1.382401e-01 8.170361e-02 2.850000e-01 4.950000e+00
5.893693e-02 5.887967e-02 2.850000e-01 5.050000e+00
-3.840663e-02 9.120018e-02 2.850000e-01 5.150000e+00
1.346144e-01 6.898625e-02 2.850000e-01 5.250000e+00
1.893767e-02 6.254500e-02 2.850000e-01 5.350000e+00
1.850574e-02 6.684707e-02 2.850000e-01 5.450000e+00
5.424610e-02 8.722359e-02 2.850000e-01 5.550000e+00
1.828692e-02 7.307120e-02 2.850000e-01 5.650000e+00
1.042867e-01 8.794082e-02 2.850000e-01 5.750000e+00
6.718493e-02 8.869015e-02 2.850000e-01 5.850000e+00
1.452274e-01 9.566458e-02 2.850000e-01 5.950000e+00
9.360697e-02 9.231372e-02 2.850000e-01 6.050000e+00
-8.713955e-02 9.934456e-02 2.850000e-01 6.150000e+00
1.085459e-01 1.062806e-01 2.850000e-01 6.250000e+00
1.367835e-01 1.201921e-01 2.850000e-01 6.350000e+00
5.890188e-02 1.409306e-01 2.850000e-01 6.450000e+00
9.989707e-02 1.668665e-01 2.850000e-01 6.550000e+00
4.157164e-01 2.410478e-01 2.850000e-01 6.650000e+00
3.415587e-01 2.961851e-01 2.850000e-01 6.750000e+00
0.000000e+00 0.000000e+00 2.850000e-01 6.850000e+00
nan nan 2.850000e-01 6.950000e+00
2.078948e+01 8.329141e-01 3.150000e-01 5.000000e-02
6.207023e+00 4.491251e-01 3.150000e-01 1.500000e-01
1.286778e+00 2.034579e-01 3.150000e-01 2.500000e-01
2.329796e-01 9.994606e-02 3.150000e-01 3.500000e-01
1.689368e-01 7.555093e-02 3.150000e-01 4.500000e-01
3.752034e-01 1.083121e-01 3.150000e-01 5.500000e-01
1.601021e-01 7.159984e-02 3.150000e-01 6.500000e-01
2.410943e-01 9.112526e-02 3.150000e-01 7.500000e-01
1.278458e-01 7.813707e-02 3.150000e-01 8.500000e-01
6.197211e-02 4.382105e-02 3.150000e-01 9.500000e-01
6.742520e-02 9.561731e-02 3.150000e-01 1.050000e+00
6.639247e-02 6.613547e-02 3.150000e-01 1.150000e+00
6.178189e-02 8.743000e-02 3.150000e-01 1.250000e+00
2.144933e-04 9.383630e-02 3.150000e-01 1.350000e+00
-6.664544e-02 8.137946e-02 3.150000e-01 1.450000e+00
1.269913e-01 8.963096e-02 3.150000e-01 1.550000e+00
3.297530e-02 1.182821e-01 3.150000e-01 1.650000e+00
3.258242e-02 8.575448e-02 3.150000e-01 1.750000e+00
2.917034e-01 1.074359e-01 3.150000e-01 1.850000e+00
1.269624e-01 7.789206e-02 3.150000e-01 1.950000e+00
1.191000e-01 7.301266e-02 3.150000e-01 2.050000e+00
3.031197e-02 5.241916e-02 3.150000e-01 2.150000e+00
1.119544e-01 6.865744e-02 3.150000e-01 2.250000e+00
1.028215e-01 6.302732e-02 3.150000e-01 2.350000e+00
1.807080e-01 8.566101e-02 3.150000e-01 2.450000e+00
2.413718e-02 6.414839e-02 3.150000e-01 2.550000e+00
7.073324e-05 8.173380e-02 3.150000e-01 2.650000e+00
7.131481e-02 7.912873e-02 3.150000e-01 2.750000e+00
9.375130e-02 8.142262e-02 3.150000e-01 2.850000e+00
1.865530e-01 7.368958e-02 3.150000e-01 2.950000e+00
9.370946e-02 6.615064e-02 3.150000e-01 3.050000e+00
1.387154e-01 6.530850e-02 3.150000e-01 3.150000e+00
9.185607e-02 7.959705e-02 3.150000e-01 3.250000e+00
2.312391e-01 8.655927e-02 3.150000e-01 3.350000e+00
5.047655e-01 1.123804e-01 3.150000e-01 3.450000e+00
5.644896e-01 1.215987e-01 3.150000e-01 3.550000e+00
2.257935e-01 8.444821e-02 3.150000e-01 3.650000e+00
8.957510e-02 5.484777e-02 3.150000e-01 3.750000e+00
8.889389e-02 5.443483e-02 3.150000e-01 3.850000e+00
1.103196e-01 5.843215e-02 3.150000e-01 3.950000e+00
1.335188e-01 8.321096e-02 3.150000e-01 4.050000e+00
4.382687e-02 1.037424e-01 3.150000e-01 4.150000e+00
1.722993e-01 1.564252e-01 3.150000e-01 4.250000e+00
1.065903e-01 8.244823e-02 3.150000e-01 4.350000e+00
1.686983e-01 5.964432e-02 3.150000e-01 4.450000e+00
4.256225e-02 8.443630e-02 3.150000e-01 4.550000e+00
1.874755e-01 6.899641e-02 3.150000e-01 4.650000e+00
-2.165305e-04 6.468578e-02 3.150000e-01 4.750000e+00
-1.208921e-01 4.935452e-02 3.150000e-01 4.850000e+00
7.894788e-02 7.427446e-02 3.150000e-01 4.950000e+00
-3.929452e-02 5.542930e-02 3.150000e-01 5.050000e+00
1.369041e-01 8.048798e-02 3.150000e-01 5.150000e+00
8.661512e-05 5.444494e-02 3.150000e-01 5.250000e+00
-3.830754e-02 7.071478e-02 3.150000e-01 5.350000e+00
2.240655e-01 7.893302e-02 3.150000e-01 5.450000e+00
9.114363e-02 6.571182e-02 3.150000e-01 5.550000e+00
-8.973477e-02 8.188364e-02 3.150000e-01 5.650000e+00
-8.468471e-02 9.016580e-02 3.150000e-01 5.750000e+00
1.609746e-02 9.093812e-02 3.150000e-01 5.850000e+00
1.530698e-02 8.466417e-02 3.150000e-01 5.950000e+00
1.103471e-01 1.131497e-01 3.150000e-01 6.050000e+00
1.013863e-01 1.040197e-01 3.150000e-01 6.150000e+00
3.959933e-02 1.137172e-01 3.150000e-01 6.250000e+00
2.641295e-02 1.066856e-01 3.150000e-01 6.350000e+00
-4.761160e-02 1.388625e-01 3.150000e-01 6.450000e+00
-2.395683e-01 1.756982e-01 3.150000e-01 6.550000e+00
-7.147893e-03 2.276902e-01 3.150000e-01 6.650000e+00
-1.642138e-01 2.879614e-01 3.150000e-01 6.750000e+00
0.000000e+00 0.000000e+00 3.150000e-01 6.850000e+00
nan nan 3.150000e-01 6.950000e+00
2.234274e+01 8.542973e-01 3.450000e-01 5.000000e-02
5.890922e+00 4.465747e-01 3.450000e-01 1.500000e-01
1.201270e+00 2.002119e-01 3.450000e-01 2.500000e-01
4.803653e-01 1.240300e-01 3.450000e-01 3.500000e-01
2.252531e-01 8.513787e-02 3.450000e-01 4.500000e-01
1.697602e-01 8.984381e-02 3.450000e-01 5.500000e-01
1.304544e-01 6.522736e-02 3.450000e-01 6.500000e-01
2.170742e-01 8.204653e-02 3.450000e-01 7.500000e-01
3.309458e-02 3.309458e-02 3.450000e-01 8.500000e-01
3.406704e-02 3.406705e-02 3.450000e-01 9.500000e-01
1.534441e-01 8.128443e-02 3.450000e-01 1.050000e+00
-1.352718e-04 4.606107e-02 3.450000e-01 1.150000e+00
6.869032e-02 1.082945e-01 3.450000e-01 1.250000e+00
2.854511e-01 1.051717e-01 3.450000e-01 1.350000e+00
1.617992e-01 9.712023e-02 3.450000e-01 1.450000e+00
3.345669e-02 7.549860e-02 3.450000e-01 1.550000e+00
6.421929e-02 7.856573e-02 3.450000e-01 1.650000e+00
3.270706e-02 1.170544e-01 3.450000e-01 1.750000e+00
6.538916e-02 1.127599e-01 3.450000e-01 1.850000e+00
6.501521e-02 6.489980e-02 3.450000e-01 1.950000e+00
2.251925e-01 8.511506e-02 3.450000e-01 2.050000e+00
6.033356e-02 6.032377e-02 3.450000e-01 2.150000e+00
1.521826e-01 6.805832e-02 3.450000e-01 2.250000e+00
3.396692e-05 5.784633e-02 3.450000e-01 2.350000e+00
1.312243e-01 5.868528e-02 3.450000e-01 2.450000e+00
1.298694e-01 7.776920e-02 3.450000e-01 2.550000e+00
1.219344e-01 9.500473e-02 3.450000e-01 2.650000e+00
7.172867e-02 1.041542e-01 3.450000e-01 2.750000e+00
4.711290e-02 1.004832e-01 3.450000e-01 2.850000e+00
2.332317e-01 8.078038e-02 3.450000e-01 2.950000e+00
3.052787e-01 9.683325e-02 3.450000e-01 3.050000e+00
1.637459e-01 6.189040e-02 3.450000e-01 3.150000e+00
6.931371e-02 5.174993e-02 3.450000e-01 3.250000e+00
3.471159e-01 9.543340e-02 3.450000e-01 3.350000e+00
3.695011e-01 9.804611e-02 3.450000e-01 3.450000e+00
4.104889e-01 1.117027e-01 3.450000e-01 3.550000e+00
3.399502e-01 8.777521e-02 3.450000e-01 3.650000e+00
9.073539e-02 4.536804e-02 3.450000e-01 3.750000e+00
2.266495e-02 5.028423e-02 3.450000e-01 3.850000e+00
1.334197e-01 7.037655e-02 3.450000e-01 3.950000e+00
1.521552e-04 3.138990e-02 3.450000e-01 4.050000e+00
1.112396e-01 8.596796e-02 3.450000e-01 4.150000e+00
1.974218e-01 1.096029e-01 3.450000e-01 4.250000e+00
-6.569111e-02 1.816135e-01 3.450000e-01 4.350000e+00
6.297216e-02 8.715179e-02 3.450000e-01 4.450000e+00
2.126774e-02 3.670017e-02 3.450000e-01 4.550000e+00
-2.087082e-02 7.558875e-02 3.450000e-01 4.650000e+00
6.142241e-02 7.991674e-02 3.450000e-01 4.750000e+00
-6.892603e-05 6.396641e-02 3.450000e-01 4.850000e+00
4.845096e-04 7.446467e-02 3.450000e-01 4.950000e+00
-2.001126e-02 5.201374e-02 3.450000e-01 5.050000e+00
-1.907607e-02 5.158462e-02 3.450000e-01 5.150000e+00
-1.166751e-01 7.266238e-02 3.450000e-01 5.250000e+00
1.185595e-03 7.117832e-02 3.450000e-01 5.350000e+00
7.429892e-02 7.457121e-02 3.450000e-01 5.450000e+00
9.116995e-02 7.089279e-02 3.450000e-01 5.550000e+00
3.726650e-02 7.192611e-02 3.450000e-01 5.650000e+00
1.050679e-01 8.904463e-02 3.450000e-01 5.750000e+00
6.686203e-02 9.920286e-02 3.450000e-01 5.850000e+00
4.923237e-02 9.422392e-02 3.450000e-01 5.950000e+00
3.342547e-02 1.068857e-01 3.450000e-01 6.050000e+00
1.377238e-02 9.909118e-02 3.450000e-01 6.150000e+00
2.126112e-01 1.075949e-01 3.450000e-01 6.250000e+00
-6.450754e-02 9.812000e-02 3.450000e-01 6.350000e+00
-3.136336e-02 1.261655e-01 3.450000e-01 6.450000e+00
7.551245e-02 1.531156e-01 3.450000e-01 6.550000e+00
-2.280695e-02 1.853001e-01 3.450000e-01 6.650000e+00
-4.110532e-02 1.987047e-01 3.450000e-01 6.750000e+00
0.000000e+00 0.000000e+00 3.450000e-01 6.850000e+00
nan nan 3.450000e-01 6.950000e+00
2.037170e+01 8.214692e-01 3.750000e-01 5.000000e-02
5.705837e+00 4.313032e-01 3.750000e-01 1.500000e-01
1.178327e+00 1.963882e-01 3.750000e-01 2.500000e-01
3.359199e-01 1.062274e-01 3.750000e-01 3.500000e-01
2.294442e-01 8.672193e-02 3.750000e-01 4.500000e-01
2.534156e-01 8.959612e-02 3.750000e-01 5.500000e-01
2.611343e-01 9.232516e-02 3.750000e-01 6.500000e-01
1.365409e-01 6.827060e-02 3.750000e-01 7.500000e-01
1.891908e-01 7.723696e-02 3.750000e-01 8.500000e-01
9.482559e-02 5.474762e-02 3.750000e-01 9.500000e-01
6.914702e-02 4.889434e-02 3.750000e-01 1.050000e+00
6.533712e-02 4.620032e-02 3.750000e-01 1.150000e+00
1.577196e-01 7.053452e-02 3.750000e-01 1.250000e+00
1.021866e-01 1.129978e-01 3.750000e-01 1.350000e+00
6.669133e-02 1.147284e-01 3.750000e-01 1.450000e+00
4.769535e-01 1.311166e-01 3.750000e-01 1.550000e+00
2.342376e-01 1.108908e-01 3.750000e-01 1.650000e+00
1.969266e-01 1.038221e-01 3.750000e-01 1.750000e+00
6.349161e-02 1.009247e-01 3.750000e-01 1.850000e+00
-3.290761e-02 9.910281e-02 3.750000e-01 1.950000e+00
9.741318e-02 7.269926e-02 3.750000e-01 2.050000e+00
9.628766e-02 5.559195e-02 3.750000e-01 2.150000e+00
9.356880e-02 6.978335e-02 3.750000e-01 2.250000e+00
6.005207e-02 4.246331e-02 3.750000e-01 2.350000e+00
8.858288e-02 5.114353e-02 3.750000e-01 2.450000e+00
1.885245e-01 8.948589e-02 3.750000e-01 2.550000e+00
2.314136e-01 8.530120e-02 3.750000e-01 2.650000e+00
1.253800e-01 7.519933e-02 3.750000e-01 2.750000e+00
3.355314e-01 9.582744e-02 3.750000e-01 2.850000e+00
3.292126e-01 1.052417e-01 3.750000e-01 2.950000e+00
1.408461e-01 9.396582e-02 3.750000e-01 3.050000e+00
9.510470e-02 8.836031e-02 3.750000e-01 3.150000e+00
1.168141e-01 6.187782e-02 3.750000e-01 3.250000e+00
1.634612e-01 8.388666e-02 3.750000e-01 3.350000e+00
4.437614e-01 1.018062e-01 3.750000e-01 3.450000e+00
5.532066e-01 1.174888e-01 3.750000e-01 3.550000e+00
2.728314e-01 7.876015e-02 3.750000e-01 3.650000e+00
9.146911e-02 7.218497e-02 3.750000e-01 3.750000e+00
