# Intensity Error [-0.167K,0.333K,0] DeltaE
#  shape: 20x70
2.592477e-05 7.168736e-02 2.325000e+00 4.550000e+00
1.331316e-01 7.689811e-02 2.325000e+00 4.650000e+00
6.764003e-02 5.039625e-02 2.325000e+00 4.750000e+00
-4.384968e-02 6.281920e-02 2.325000e+00 4.850000e+00
2.843674e-01 8.616596e-02 2.325000e+00 4.950000e+00
1.978982e-01 9.258600e-02 2.325000e+00 5.050000e+00
6.062056e-02 9.298580e-02 2.325000e+00 5.150000e+00
-4.989926e-02 8.640454e-02 2.325000e+00 5.250000e+00
9.856962e-04 8.011443e-02 2.325000e+00 5.350000e+00
1.825509e-01 1.290838e-01 2.325000e+00 5.450000e+00
0.000000e+00 0.000000e+00 2.325000e+00 5.550000e+00
nan nan 2.325000e+00 5.650000e+00
nan nan 2.325000e+00 5.750000e+00
nan nan 2.325000e+00 5.850000e+00
nan nan 2.325000e+00 5.950000e+00
nan nan 2.325000e+00 6.050000e+00
nan nan 2.325000e+00 6.150000e+00
nan nan 2.325000e+00 6.250000e+00
nan nan 2.325000e+00 6.350000e+00
nan nan 2.325000e+00 6.450000e+00
nan nan 2.325000e+00 6.550000e+00
nan nan 2.325000e+00 6.650000e+00
nan nan 2.325000e+00 6.750000e+00
nan nan 2.325000e+00 6.850000e+00
nan nan 2.325000e+00 6.950000e+00
2.466575e+01 1.056570e+00 2.375000e+00 5.000000e-02
5.266570e+00 4.848276e-01 2.375000e+00 1.500000e-01
1.362647e+00 2.408848e-01 2.375000e+00 2.500000e-01
5.445645e-01 1.510351e-01 2.375000e+00 3.500000e-01
1.600405e-01 9.811033e-02 2.375000e+00 4.500000e-01
1.610429e-01 8.052148e-02 2.375000e+00 5.500000e-01
1.949286e-01 8.717476e-02 2.375000e+00 6.500000e-01
7.545228e-02 7.536372e-02 2.375000e+00 7.500000e-01
2.243923e-01 9.160786e-02 2.375000e+00 8.500000e-01
1.073317e-01 6.196828e-02 2.375000e+00 9.500000e-01
7.063565e-02 7.062481e-02 2.375000e+00 1.050000e+00
1.013255e-01 5.850033e-02 2.375000e+00 1.150000e+00
9.704568e-02 8.560816e-02 2.375000e+00 1.250000e+00
6.465114e-02 6.462438e-02 2.375000e+00 1.350000e+00
1.542983e-01 6.900438e-02 2.375000e+00 1.450000e+00
9.151225e-02 5.283480e-02 2.375000e+00 1.550000e+00
2.990139e-02 5.179285e-02 2.375000e+00 1.650000e+00
2.928302e-02 2.928302e-02 2.375000e+00 1.750000e+00
5.844708e-02 5.845215e-02 2.375000e+00 1.850000e+00
2.924691e-02 5.081572e-02 2.375000e+00 1.950000e+00
-5.874645e-02 5.883548e-02 2.375000e+00 2.050000e+00
1.168166e-01 5.840844e-02 2.375000e+00 2.150000e+00
5.767217e-02 4.078048e-02 2.375000e+00 2.250000e+00
2.860622e-02 2.860622e-02 2.375000e+00 2.350000e+00
-5.628845e-02 3.980198e-02 2.375000e+00 2.450000e+00
5.637767e-02 5.620036e-02 2.375000e+00 2.550000e+00
2.854624e-02 6.307460e-02 2.375000e+00 2.650000e+00
2.824638e-02 2.824638e-02 2.375000e+00 2.750000e+00
8.473839e-02 7.439673e-02 2.375000e+00 2.850000e+00
5.491182e-02 7.773782e-02 2.375000e+00 2.950000e+00
1.640024e-01 7.731493e-02 2.375000e+00 3.050000e+00
5.535690e-02 5.550689e-02 2.375000e+00 3.150000e+00
1.374099e-01 8.248233e-02 2.375000e+00 3.250000e+00
1.399684e-01 9.300208e-02 2.375000e+00 3.350000e+00
3.392567e-01 1.058293e-01 2.375000e+00 3.450000e+00
6.014612e-01 1.312505e-01 2.375000e+00 3.550000e+00
4.320714e-01 1.256238e-01 2.375000e+00 3.650000e+00
2.872974e-01 1.073808e-01 2.375000e+00 3.750000e+00
8.557086e-02 7.559319e-02 2.375000e+00 3.850000e+00
5.588399e-02 5.579740e-02 2.375000e+00 3.950000e+00
1.319232e-01 8.768051e-02 2.375000e+00 4.050000e+00
1.003616e-01 6.138814e-02 2.375000e+00 4.150000e+00
4.826977e-02 6.810706e-02 2.375000e+00 4.250000e+00
2.469221e-02 6.453598e-02 2.375000e+00 4.350000e+00
2.509447e-01 1.004631e-01 2.375000e+00 4.450000e+00
5.083818e-02 6.265296e-02 2.375000e+00 4.550000e+00
9.776975e-02 8.517038e-02 2.375000e+00 4.650000e+00
1.811867e-01 9.041117e-02 2.375000e+00 4.750000e+00
1.105864e-01 6.672043e-02 2.375000e+00 4.850000e+00
6.798228e-02 6.776351e-02 2.375000e+00 4.950000e+00
6.381964e-02 4.747280e-02 2.375000e+00 5.050000e+00
7.952709e-02 7.435117e-02 2.375000e+00 5.150000e+00
6.613667e-02 1.044008e-01 2.375000e+00 5.250000e+00
2.877740e-02 4.885216e-02 2.375000e+00 5.350000e+00
0.000000e+00 0.000000e+00 2.375000e+00 5.450000e+00
-3.208384e-01 3.210640e-01 2.375000e+00 5.550000e+00
0.000000e+00 0.000000e+00 2.375000e+00 5.650000e+00
nan nan 2.375000e+00 5.750000e+00
nan nan 2.375000e+00 5.850000e+00
nan nan 2.375000e+00 5.950000e+00
nan nan 2.375000e+00 6.050000e+00
nan nan 2.375000e+00 6.150000e+00
nan nan 2.375000e+00 6.250000e+00
nan nan 2.375000e+00 6.350000e+00
nan nan 2.375000e+00 6.450000e+00
nan nan 2.375000e+00 6.550000e+00
nan nan 2.375000e+00 6.650000e+00
nan nan 2.375000e+00 6.750000e+00
nan nan 2.375000e+00 6.850000e+00
nan nan 2.375000e+00 6.950000e+00
2.258684e+01 9.710647e-01 2.425000e+00 5.000000e-02
6.272770e+00 5.071243e-01 2.425000e+00 1.500000e-01
1.161027e+00 2.194137e-01 2.425000e+00 2.500000e-01
6.641948e-01 1.760818e-01 2.425000e+00 3.500000e-01
3.240171e-01 1.515989e-01 2.425000e+00 4.500000e-01
2.461243e-01 1.421473e-01 2.425000e+00 5.500000e-01
2.384068e-01 9.732936e-02 2.425000e+00 6.500000e-01
1.558304e-01 7.791527e-02 2.425000e+00 7.500000e-01
3.751010e-02 8.388529e-02 2.425000e+00 8.500000e-01
3.626246e-02 3.626246e-02 2.425000e+00 9.500000e-01
3.742655e-02 8.312790e-02 2.425000e+00 1.050000e+00
1.433093e-01 7.165473e-02 2.425000e+00 1.150000e+00
-3.581471e-02 3.581471e-02 2.425000e+00 1.250000e+00
3.590930e-02 6.205749e-02 2.425000e+00 1.350000e+00
3.558701e-02 7.868874e-02 2.425000e+00 1.450000e+00
3.608838e-02 6.235539e-02 2.425000e+00 1.550000e+00
-3.587527e-02 6.240626e-02 2.425000e+00 1.650000e+00
3.600982e-02 1.083645e-01 2.425000e+00 1.750000e+00
-3.620543e-02 9.604466e-02 2.425000e+00 1.850000e+00
7.346575e-02 8.992531e-02 2.425000e+00 1.950000e+00
3.707207e-02 3.707207e-02 2.425000e+00 2.050000e+00
3.681859e-02 3.681859e-02 2.425000e+00 2.150000e+00
-1.249973e-04 5.159467e-02 2.425000e+00 2.250000e+00
3.670706e-02 6.302158e-02 2.425000e+00 2.350000e+00
2.791641e-06 5.082836e-02 2.425000e+00 2.450000e+00
3.281452e-05 8.602605e-02 2.425000e+00 2.550000e+00
1.545722e-04 8.351508e-02 2.425000e+00 2.650000e+00
9.835462e-06 6.654834e-02 2.425000e+00 2.750000e+00
1.631575e-01 9.805321e-02 2.425000e+00 2.850000e+00
1.585135e-01 1.051801e-01 2.425000e+00 2.950000e+00
-6.042103e-02 6.064284e-02 2.425000e+00 3.050000e+00
5.767784e-02 7.045774e-02 2.425000e+00 3.150000e+00
1.417716e-01 9.408268e-02 2.425000e+00 3.250000e+00
3.297729e-01 9.519764e-02 2.425000e+00 3.350000e+00
2.720475e-01 9.433801e-02 2.425000e+00 3.450000e+00
5.156076e-01 1.182889e-01 2.425000e+00 3.550000e+00
5.358472e-01 1.312162e-01 2.425000e+00 3.650000e+00
1.629320e-01 8.586232e-02 2.425000e+00 3.750000e+00
1.103088e-01 6.755961e-02 2.425000e+00 3.850000e+00
8.404397e-02 6.251602e-02 2.425000e+00 3.950000e+00
5.629597e-02 6.893551e-02 2.425000e+00 4.050000e+00
1.122643e-01 5.613234e-02 2.425000e+00 4.150000e+00
8.341875e-02 4.816189e-02 2.425000e+00 4.250000e+00
5.259861e-02 9.060116e-02 2.425000e+00 4.350000e+00
4.881168e-02 7.728613e-02 2.425000e+00 4.450000e+00
-7.368959e-02 6.465130e-02 2.425000e+00 4.550000e+00
7.439083e-02 5.576851e-02 2.425000e+00 4.650000e+00
2.557000e-01 8.848012e-02 2.425000e+00 4.750000e+00
2.389987e-02 7.264468e-02 2.425000e+00 4.850000e+00
3.816125e-04 7.725097e-02 2.425000e+00 4.950000e+00
8.947659e-02 8.375070e-02 2.425000e+00 5.050000e+00
1.553093e-01 8.526257e-02 2.425000e+00 5.150000e+00
1.636552e-01 7.080695e-02 2.425000e+00 5.250000e+00
1.895676e-01 8.223470e-02 2.425000e+00 5.350000e+00
6.535768e-02 1.129757e-01 2.425000e+00 5.450000e+00
2.925069e-03 1.871369e-01 2.425000e+00 5.550000e+00
-1.201131e+00 6.934873e-01 2.425000e+00 5.650000e+00
nan nan 2.425000e+00 5.750000e+00
nan nan 2.425000e+00 5.850000e+00
nan nan 2.425000e+00 5.950000e+00
nan nan 2.425000e+00 6.050000e+00
nan nan 2.425000e+00 6.150000e+00
nan nan 2.425000e+00 6.250000e+00
nan nan 2.425000e+00 6.350000e+00
nan nan 2.425000e+00 6.450000e+00
nan nan 2.425000e+00 6.550000e+00
nan nan 2.425000e+00 6.650000e+00
nan nan 2.425000e+00 6.750000e+00
nan nan 2.425000e+00 6.850000e+00
nan nan 2.425000e+00 6.950000e+00
2.373742e+01 1.004879e+00 2.475000e+00 5.000000e-02
7.103271e+00 5.496192e-01 2.475000e+00 1.500000e-01
1.756949e+00 2.809843e-01 2.475000e+00 2.500000e-01
5.311882e-01 1.770846e-01 2.475000e+00 3.500000e-01
2.754191e-01 1.298602e-01 2.475000e+00 4.500000e-01
2.804964e-01 1.145123e-01 2.475000e+00 5.500000e-01
2.895076e-01 1.365027e-01 2.475000e+00 6.500000e-01
2.504645e-01 1.120113e-01 2.475000e+00 7.500000e-01
1.968457e-01 9.842303e-02 2.475000e+00 8.500000e-01
-6.963675e-05 7.068648e-02 2.475000e+00 9.500000e-01
1.014865e-01 7.176182e-02 2.475000e+00 1.050000e+00
1.457142e-01 8.412827e-02 2.475000e+00 1.150000e+00
-4.849701e-02 4.849702e-02 2.475000e+00 1.250000e+00
-4.692293e-02 1.229707e-01 2.475000e+00 1.350000e+00
-9.144207e-02 6.465936e-02 2.475000e+00 1.450000e+00
9.103981e-02 6.437486e-02 2.475000e+00 1.550000e+00
8.812181e-02 8.813755e-02 2.475000e+00 1.650000e+00
1.321092e-01 7.627375e-02 2.475000e+00 1.750000e+00
-8.766164e-02 8.762526e-02 2.475000e+00 1.850000e+00
-1.299983e-01 9.691982e-02 2.475000e+00 1.950000e+00
8.624824e-02 6.098682e-02 2.475000e+00 2.050000e+00
4.256797e-02 4.256797e-02 2.475000e+00 2.150000e+00
4.282980e-02 4.282980e-02 2.475000e+00 2.250000e+00
1.265799e-01 7.308097e-02 2.475000e+00 2.350000e+00
0.000000e+00 0.000000e+00 2.475000e+00 2.450000e+00
2.086906e-01 9.332973e-02 2.475000e+00 2.550000e+00
8.207442e-02 5.803565e-02 2.475000e+00 2.650000e+00
1.224133e-01 7.067546e-02 2.475000e+00 2.750000e+00
1.617075e-01 8.085397e-02 2.475000e+00 2.850000e+00
1.212185e-01 6.998557e-02 2.475000e+00 2.950000e+00
8.095480e-02 8.075206e-02 2.475000e+00 3.050000e+00
1.203798e-01 6.950133e-02 2.475000e+00 3.150000e+00
3.928209e-02 1.024869e-01 2.475000e+00 3.250000e+00
2.249297e-01 1.060946e-01 2.475000e+00 3.350000e+00
4.599937e-01 1.369591e-01 2.475000e+00 3.450000e+00
5.560084e-01 1.425486e-01 2.475000e+00 3.550000e+00
4.023901e-01 1.197685e-01 2.475000e+00 3.650000e+00
3.415106e-01 1.065636e-01 2.475000e+00 3.750000e+00
-2.662290e-02 7.129525e-02 2.475000e+00 3.850000e+00
1.330894e-01 7.982911e-02 2.475000e+00 3.950000e+00
1.323394e-01 7.934082e-02 2.475000e+00 4.050000e+00
1.346296e-01 7.105454e-02 2.475000e+00 4.150000e+00
1.076051e-04 7.753826e-02 2.475000e+00 4.250000e+00
8.299064e-02 6.219766e-02 2.475000e+00 4.350000e+00
-5.632617e-02 3.982864e-02 2.475000e+00 4.450000e+00
1.613740e-01 6.588130e-02 2.475000e+00 4.550000e+00
-7.485316e-02 8.987122e-02 2.475000e+00 4.650000e+00
2.440311e-02 6.460239e-02 2.475000e+00 4.750000e+00
1.244489e-01 8.288263e-02 2.475000e+00 4.850000e+00
-5.088749e-02 8.732454e-02 2.475000e+00 4.950000e+00
-2.323885e-02 9.673105e-02 2.475000e+00 5.050000e+00
1.110924e-01 8.032671e-02 2.475000e+00 5.150000e+00
-2.236598e-02 6.717345e-02 2.475000e+00 5.250000e+00
1.718867e-01 6.808636e-02 2.475000e+00 5.350000e+00
2.650909e-01 9.935152e-02 2.475000e+00 5.450000e+00
-7.894109e-02 1.106556e-01 2.475000e+00 5.550000e+00
1.007265e-01 1.759301e-01 2.475000e+00 5.650000e+00
1.870243e+00 1.870243e+00 2.475000e+00 5.750000e+00
nan nan 2.475000e+00 5.850000e+00
nan nan 2.475000e+00 5.950000e+00
nan nan 2.475000e+00 6.050000e+00
nan nan 2.475000e+00 6.150000e+00
nan nan 2.475000e+00 6.250000e+00
nan nan 2.475000e+00 6.350000e+00
nan nan 2.475000e+00 6.450000e+00
nan nan 2.475000e+00 6.550000e+00
nan nan 2.475000e+00 6.650000e+00
nan nan 2.475000e+00 6.750000e+00
nan nan 2.475000e+00 6.850000e+00
nan nan 2.475000e+00 6.950000e+00
2.682532e+01 1.191356e+00 2.524999e+00 5.000000e-02
6.934704e+00 6.252822e-01 2.524999e+00 1.500000e-01
1.167667e+00 2.610987e-01 2.524999e+00 2.500000e-01
4.902951e-01 1.733456e-01 2.524999e+00 3.500000e-01
1.222682e-01 1.221014e-01 2.524999e+00 4.500000e-01
1.773819e-01 1.024115e-01 2.524999e+00 5.500000e-01
-6.121269e-02 1.057017e-01 2.524999e+00 6.500000e-01
1.801332e-01 1.040001e-01 2.524999e+00 7.500000e-01
5.639486e-02 5.639486e-02 2.524999e+00 8.500000e-01
-2.149931e-04 7.814635e-02 2.524999e+00 9.500000e-01
-5.163992e-02 5.163992e-02 2.524999e+00 1.050000e+00
-4.685553e-02 8.125703e-02 2.524999e+00 1.150000e+00
2.993067e-05 1.102480e-01 2.524999e+00 1.250000e+00
-4.755306e-05 5.883285e-02 2.524999e+00 1.350000e+00
0.000000e+00 0.000000e+00 2.524999e+00 1.450000e+00
3.786859e-02 8.418935e-02 2.524999e+00 1.550000e+00
7.094849e-02 7.096110e-02 2.524999e+00 1.650000e+00
1.763281e-01 7.885656e-02 2.524999e+00 1.750000e+00
-6.932499e-02 4.902021e-02 2.524999e+00 1.850000e+00
-3.446356e-02 7.667997e-02 2.524999e+00 1.950000e+00
6.640818e-02 6.659712e-02 2.524999e+00 2.050000e+00
1.328299e-01 6.641502e-02 2.524999e+00 2.150000e+00
-3.313226e-02 3.313226e-02 2.524999e+00 2.250000e+00
1.566195e-05 4.712129e-02 2.524999e+00 2.350000e+00
1.000956e-01 7.438439e-02 2.524999e+00 2.450000e+00
2.235282e-04 6.630736e-02 2.524999e+00 2.550000e+00
1.321749e-01 1.236135e-01 2.524999e+00 2.650000e+00
6.301897e-05 4.743795e-02 2.524999e+00 2.750000e+00
-3.387370e-02 5.861535e-02 2.524999e+00 2.850000e+00
1.368886e-01 8.392946e-02 2.524999e+00 2.950000e+00
6.985724e-02 8.499913e-02 2.524999e+00 3.050000e+00
1.795975e-01 9.484572e-02 2.524999e+00 3.150000e+00
3.717419e-02 8.268908e-02 2.524999e+00 3.250000e+00
1.490622e-01 7.453158e-02 2.524999e+00 3.350000e+00
2.661842e-01 1.140685e-01 2.524999e+00 3.450000e+00
5.787686e-01 1.494379e-01 2.524999e+00 3.550000e+00
4.157680e-01 1.463182e-01 2.524999e+00 3.650000e+00
3.472876e-01 1.279641e-01 2.524999e+00 3.750000e+00
1.480577e-01 1.047062e-01 2.524999e+00 3.850000e+00
-6.905100e-02 6.852353e-02 2.524999e+00 3.950000e+00
1.910370e-04 7.668275e-02 2.524999e+00 4.050000e+00
5.679720e-02 7.972944e-02 2.524999e+00 4.150000e+00
2.617809e-02 6.965810e-02 2.524999e+00 4.250000e+00
1.831087e-01 6.920905e-02 2.524999e+00 4.350000e+00
1.063218e-01 9.267115e-02 2.524999e+00 4.450000e+00
5.546186e-02 6.757701e-02 2.524999e+00 4.550000e+00
2.845849e-02 6.274170e-02 2.524999e+00 4.650000e+00
8.164540e-02 7.219588e-02 2.524999e+00 4.750000e+00
1.005165e-01 7.956584e-02 2.524999e+00 4.850000e+00
7.386430e-02 7.338665e-02 2.524999e+00 4.950000e+00
-3.024621e-04 7.100805e-02 2.524999e+00 5.050000e+00
1.729958e-01 8.176075e-02 2.524999e+00 5.150000e+00
1.359005e-01 7.853273e-02 2.524999e+00 5.250000e+00
-4.495211e-02 9.533200e-02 2.524999e+00 5.350000e+00
5.175848e-04 7.512074e-02 2.524999e+00 5.450000e+00
2.437327e-01 1.213710e-01 2.524999e+00 5.550000e+00
-4.955101e-02 1.493744e-01 2.524999e+00 5.650000e+00
-1.937766e-01 3.369699e-01 2.524999e+00 5.750000e+00
0.000000e+00 0.000000e+00 2.524999e+00 5.850000e+00
nan nan 2.524999e+00 5.950000e+00
nan nan 2.524999e+00 6.050000e+00
nan nan 2.524999e+00 6.150000e+00
nan nan 2.524999e+00 6.250000e+00
nan nan 2.524999e+00 6.350000e+00
nan nan 2.524999e+00 6.450000e+00
nan nan 2.524999e+00 6.550000e+00
nan nan 2.524999e+00 6.650000e+00
nan nan 2.524999e+00 6.750000e+00
nan nan 2.524999e+00 6.850000e+00
nan nan 2.524999e+00 6.950000e+00
2.526428e+01 1.315208e+00 2.574999e+00 5.000000e-02
6.178437e+00 6.372581e-01 2.574999e+00 1.500000e-01
9.446795e-01 2.439159e-01 2.574999e+00 2.500000e-01
3.773976e-01 1.540721e-01 2.574999e+00 3.500000e-01
2.252816e-01 1.126408e-01 2.574999e+00 4.500000e-01
2.009489e-01 1.228510e-01 2.574999e+00 5.500000e-01
-1.183053e-04 9.776662e-02 2.574999e+00 6.500000e-01
1.346517e-01 7.774132e-02 2.574999e+00 7.500000e-01
1.210037e-01 6.986157e-02 2.574999e+00 8.500000e-01
2.383460e-04 7.868707e-02 2.574999e+00 9.500000e-01
1.505735e-01 7.528701e-02 2.574999e+00 1.050000e+00
7.375198e-02 1.044682e-01 2.574999e+00 1.150000e+00
7.099919e-02 7.113014e-02 2.574999e+00 1.250000e+00
-3.423312e-02 8.978359e-02 2.574999e+00 1.350000e+00
3.441953e-02 7.714463e-02 2.574999e+00 1.450000e+00
-3.372793e-02 5.839709e-02 2.574999e+00 1.550000e+00
-6.513273e-05 6.501281e-02 2.574999e+00 1.650000e+00
3.252369e-02 3.252369e-02 2.574999e+00 1.750000e+00
9.864477e-02 7.366266e-02 2.574999e+00 1.850000e+00
-9.910898e-02 5.722062e-02 2.574999e+00 1.950000e+00
6.426211e-02 4.544017e-02 2.574999e+00 2.050000e+00
2.237928e-01 8.458593e-02 2.574999e+00 2.150000e+00
-3.204158e-02 5.588202e-02 2.574999e+00 2.250000e+00
1.240096e-04 6.511876e-02 2.574999e+00 2.350000e+00
-2.389983e-04 4.574456e-02 2.574999e+00 2.450000e+00
3.226109e-02 7.096590e-02 2.574999e+00 2.550000e+00
6.285573e-02 4.444593e-02 2.574999e+00 2.650000e+00
-3.159804e-02 5.478802e-02 2.574999e+00 2.750000e+00
3.187510e-02 5.488447e-02 2.574999e+00 2.850000e+00
3.179404e-02 7.073237e-02 2.574999e+00 2.950000e+00
-5.120287e-04 9.936057e-02 2.574999e+00 3.050000e+00
-3.082161e-02 6.854130e-02 2.574999e+00 3.150000e+00
1.813899e-01 8.539929e-02 2.574999e+00 3.250000e+00
2.431771e-01 9.620947e-02 2.574999e+00 3.350000e+00
3.650469e-01 1.137835e-01 2.574999e+00 3.450000e+00
4.602440e-01 1.406219e-01 2.574999e+00 3.550000e+00
2.263820e-01 1.071662e-01 2.574999e+00 3.650000e+00
2.628883e-01 1.040468e-01 2.574999e+00 3.750000e+00
1.747514e-01 9.229768e-02 2.574999e+00 3.850000e+00
2.516102e-01 1.080107e-01 2.574999e+00 3.950000e+00
3.664002e-02 6.348026e-02 2.574999e+00 4.050000e+00
1.111047e-01 8.297276e-02 2.574999e+00 4.150000e+00
1.071390e-01 6.185676e-02 2.574999e+00 4.250000e+00
1.610432e-01 8.500162e-02 2.574999e+00 4.350000e+00
5.703751e-02 5.735708e-02 2.574999e+00 4.450000e+00
2.652415e-02 6.955554e-02 2.574999e+00 4.550000e+00
-2.738955e-02 9.534283e-02 2.574999e+00 4.650000e+00
2.721894e-02 8.121109e-02 2.574999e+00 4.750000e+00
8.377241e-02 7.370359e-02 2.574999e+00 4.850000e+00
-5.392230e-02 7.697281e-02 2.574999e+00 4.950000e+00
1.238892e-01 8.974410e-02 2.574999e+00 5.050000e+00
4.951225e-02 9.886368e-02 2.574999e+00 5.150000e+00
-7.434482e-02 9.054957e-02 2.574999e+00 5.250000e+00
-4.637986e-02 9.401676e-02 2.574999e+00 5.350000e+00
4.605053e-02 8.459050e-02 2.574999e+00 5.450000e+00
5.396689e-02 1.070520e-01 2.574999e+00 5.550000e+00
1.086801e-01 1.081297e-01 2.574999e+00 5.650000e+00
6.894790e-02 2.106080e-01 2.574999e+00 5.750000e+00
9.711226e-01 6.866876e-01 2.574999e+00 5.850000e+00
nan nan 2.574999e+00 5.950000e+00
nan nan 2.574999e+00 6.050000e+00
nan nan 2.574999e+00 6.150000e+00
nan nan 2.574999e+00 6.250000e+00
nan nan 2.574999e+00 6.350000e+00
nan nan 2.574999e+00 6.450000e+00
nan nan 2.574999e+00 6.550000e+00
nan nan 2.574999e+00 6.650000e+00
nan nan 2.574999e+00 6.750000e+00
nan nan 2.574999e+00 6.850000e+00
nan nan 2.574999e+00 6.950000e+00
2.267642e+01 1.079831e+00 2.624999e+00 5.000000e-02
5.780180e+00 5.254278e-01 2.624999e+00 1.500000e-01
7.710301e-01 2.078939e-01 2.624999e+00 2.500000e-01
4.585652e-01 1.834459e-01 2.624999e+00 3.500000e-01
5.370701e-01 1.550391e-01 2.624999e+00 4.500000e-01
3.084760e-01 1.321953e-01 2.624999e+00 5.500000e-01
8.602928e-02 6.083189e-02 2.624999e+00 6.500000e-01
1.249227e-01 7.212426e-02 2.624999e+00 7.500000e-01
1.238191e-01 7.148720e-02 2.624999e+00 8.500000e-01
1.844519e-04 7.846007e-02 2.624999e+00 9.500000e-01
2.263737e-01 1.067909e-01 2.624999e+00 1.050000e+00
3.837706e-02 1.017337e-01 2.624999e+00 1.150000e+00
3.659718e-02 1.089855e-01 2.624999e+00 1.250000e+00
6.884355e-02 4.867989e-02 2.624999e+00 1.350000e+00
3.536394e-01 1.118308e-01 2.624999e+00 1.450000e+00
1.061857e-01 6.130644e-02 2.624999e+00 1.550000e+00
6.956440e-02 1.096142e-01 2.624999e+00 1.650000e+00
-1.053699e-01 7.833825e-02 2.624999e+00 1.750000e+00
2.881590e-01 1.018799e-01 2.624999e+00 1.850000e+00
3.624637e-02 6.276498e-02 2.624999e+00 1.950000e+00
3.546074e-02 3.546074e-02 2.624999e+00 2.050000e+00
1.764119e-01 7.889418e-02 2.624999e+00 2.150000e+00
3.590172e-02 3.590172e-02 2.624999e+00 2.250000e+00
-3.631891e-02 6.304582e-02 2.624999e+00 2.350000e+00
3.656101e-02 6.339666e-02 2.624999e+00 2.450000e+00
1.071403e-01 7.995310e-02 2.624999e+00 2.550000e+00
7.086814e-02 1.119567e-01 2.624999e+00 2.650000e+00
-3.510375e-02 7.876164e-02 2.624999e+00 2.750000e+00
-1.597273e-04 6.993999e-02 2.624999e+00 2.850000e+00
1.042301e-01 9.198185e-02 2.624999e+00 2.950000e+00
6.870674e-02 6.876782e-02 2.624999e+00 3.050000e+00
3.342067e-02 7.566732e-02 2.624999e+00 3.150000e+00
6.711300e-02 8.177489e-02 2.624999e+00 3.250000e+00
3.251114e-02 7.234844e-02 2.624999e+00 3.350000e+00
1.903058e-01 8.953906e-02 2.624999e+00 3.450000e+00
5.327572e-01 1.292132e-01 2.624999e+00 3.550000e+00
3.647029e-01 1.052812e-01 2.624999e+00 3.650000e+00
2.423088e-01 8.566990e-02 2.624999e+00 3.750000e+00
-2.450680e-04 8.439054e-02 2.624999e+00 3.850000e+00
5.945594e-02 5.958525e-02 2.624999e+00 3.950000e+00
3.048053e-02 6.778730e-02 2.624999e+00 4.050000e+00
6.323573e-02 8.986948e-02 2.624999e+00 4.150000e+00
6.645434e-02 8.150340e-02 2.624999e+00 4.250000e+00
3.486932e-02 6.076506e-02 2.624999e+00 4.350000e+00
1.439549e-01 1.011996e-01 2.624999e+00 4.450000e+00
3.911484e-04 7.004452e-02 2.624999e+00 4.550000e+00
1.256118e-01 6.280682e-02 2.624999e+00 4.650000e+00
2.762716e-02 6.139133e-02 2.624999e+00 4.750000e+00
1.047843e-01 5.239217e-02 2.624999e+00 4.850000e+00
5.333484e-02 7.656600e-02 2.624999e+00 4.950000e+00
1.392959e-01 9.204699e-02 2.624999e+00 5.050000e+00
1.072556e-01 7.557387e-02 2.624999e+00 5.150000e+00
4.921779e-02 8.523560e-02 2.624999e+00 5.250000e+00
7.371025e-02 9.018525e-02 2.624999e+00 5.350000e+00
2.448522e-02 9.442237e-02 2.624999e+00 5.450000e+00
-2.339792e-02 1.035419e-01 2.624999e+00 5.550000e+00
3.027525e-02 1.105048e-01 2.624999e+00 5.650000e+00
2.246365e-01 1.190014e-01 2.624999e+00 5.750000e+00
-2.336255e-01 2.331603e-01 2.624999e+00 5.850000e+00
0.000000e+00 0.000000e+00 2.624999e+00 5.950000e+00
nan nan 2.624999e+00 6.050000e+00
nan nan 2.624999e+00 6.150000e+00
nan nan 2.624999e+00 6.250000e+00
nan nan 2.624999e+00 6.350000e+00
nan nan 2.624999e+00 6.450000e+00
nan nan 2.624999e+00 6.550000e+00
nan nan 2.624999e+00 6.650000e+00
nan nan 2.624999e+00 6.750000e+00
nan nan 2.624999e+00 6.850000e+00
nan nan 2.624999e+00 6.950000e+00
2.552149e+01 1.080397e+00 2.674999e+00 5.000000e-02
5.937427e+00 5.267916e-01 2.674999e+00 1.500000e-01
1.076623e+00 2.494827e-01 2.674999e+00 2.500000e-01
4.553880e-01 1.440066e-01 2.674999e+00 3.500000e-01
8.998282e-02 1.100510e-01 2.674999e+00 4.500000e-01
2.343731e-01 1.240880e-01 2.674999e+00 5.500000e-01
2.168738e-01 1.147232e-01 2.674999e+00 6.500000e-01
1.270274e-01 9.467552e-02 2.674999e+00 7.500000e-01
2.735347e-01 1.116702e-01 2.674999e+00 8.500000e-01
1.711379e-01 8.556922e-02 2.674999e+00 9.500000e-01
8.202074e-02 5.799743e-02 2.674999e+00 1.050000e+00
8.644762e-02 8.643301e-02 2.674999e+00 1.150000e+00
1.695991e-01 8.479958e-02 2.674999e+00 1.250000e+00
1.231644e-01 7.110918e-02 2.674999e+00 1.350000e+00
1.236336e-01 7.138004e-02 2.674999e+00 1.450000e+00
1.642907e-01 8.214547e-02 2.674999e+00 1.550000e+00
1.222441e-01 7.057780e-02 2.674999e+00 1.650000e+00
1.590866e-01 9.738393e-02 2.674999e+00 1.750000e+00
