# Intensity Error [0,-0.5K,0] DeltaE
#  shape: 34x70
2.458449e-01 1.419387e-01 -1.925000e+00 1.450000e+00
2.100072e-01 1.566785e-01 -1.925000e+00 1.550000e+00
2.779020e-01 1.389513e-01 -1.925000e+00 1.650000e+00
7.254188e-02 7.254188e-02 -1.925000e+00 1.750000e+00
-2.992205e-04 9.216643e-02 -1.925000e+00 1.850000e+00
1.242776e-01 1.520629e-01 -1.925000e+00 1.950000e+00
6.433976e-02 6.433975e-02 -1.925000e+00 2.050000e+00
0.000000e+00 0.000000e+00 -1.925000e+00 2.150000e+00
6.147508e-02 1.060248e-01 -1.925000e+00 2.250000e+00
1.901426e-01 1.419156e-01 -1.925000e+00 2.350000e+00
2.619525e-01 1.309766e-01 -1.925000e+00 2.450000e+00
1.210357e-01 8.558519e-02 -1.925000e+00 2.550000e+00
1.259041e-01 8.902782e-02 -1.925000e+00 2.650000e+00
0.000000e+00 0.000000e+00 -1.925000e+00 2.750000e+00
3.522406e-01 1.438019e-01 -1.925000e+00 2.850000e+00
6.232718e-02 6.232717e-02 -1.925000e+00 2.950000e+00
1.336185e-01 9.448255e-02 -1.925000e+00 3.050000e+00
0.000000e+00 0.000000e+00 -1.925000e+00 3.150000e+00
1.906296e-01 1.100602e-01 -1.925000e+00 3.250000e+00
1.383653e-01 9.783903e-02 -1.925000e+00 3.350000e+00
6.565667e-02 1.135156e-01 -1.925000e+00 3.450000e+00
7.154457e-02 1.241906e-01 -1.925000e+00 3.550000e+00
7.227944e-02 1.241931e-01 -1.925000e+00 3.650000e+00
2.056881e-01 1.187541e-01 -1.925000e+00 3.750000e+00
1.471936e-01 2.558554e-01 -1.925000e+00 3.850000e+00
-6.930080e-02 1.826605e-01 -1.925000e+00 3.950000e+00
-2.061724e-01 1.820031e-01 -1.925000e+00 4.050000e+00
-1.507817e-01 1.844247e-01 -1.925000e+00 4.150000e+00
-9.939864e-04 2.295197e-01 -1.925000e+00 4.250000e+00
6.930808e-02 2.554581e-01 -1.925000e+00 4.350000e+00
6.685738e-02 1.762724e-01 -1.925000e+00 4.450000e+00
-6.179431e-02 1.078974e-01 -1.925000e+00 4.550000e+00
1.235203e-01 8.734241e-02 -1.925000e+00 4.650000e+00
2.189932e-01 1.094977e-01 -1.925000e+00 4.750000e+00
-2.296910e-04 1.608024e-01 -1.925000e+00 4.850000e+00
-4.466691e-02 1.489452e-01 -1.925000e+00 4.950000e+00
-8.477427e-02 1.801726e-01 -1.925000e+00 5.050000e+00
4.091787e-01 1.915064e-01 -1.925000e+00 5.150000e+00
2.416608e-01 1.499169e-01 -1.925000e+00 5.250000e+00
2.892731e-01 1.695824e-01 -1.925000e+00 5.350000e+00
-1.257690e-01 1.517887e-01 -1.925000e+00 5.450000e+00
1.330266e-01 1.455240e-01 -1.925000e+00 5.550000e+00
-1.343924e-01 1.485225e-01 -1.925000e+00 5.650000e+00
3.823581e-01 1.408813e-01 -1.925000e+00 5.750000e+00
-1.176075e-01 1.177991e-01 -1.925000e+00 5.850000e+00
-1.163724e-01 1.420809e-01 -1.925000e+00 5.950000e+00
8.145236e-02 2.142377e-01 -1.925000e+00 6.050000e+00
-4.000152e-01 2.700677e-01 -1.925000e+00 6.150000e+00
1.161965e-01 2.979429e-01 -1.925000e+00 6.250000e+00
-3.529110e-02 3.524084e-01 -1.925000e+00 6.350000e+00
6.892451e-02 2.405249e-01 -1.925000e+00 6.450000e+00
-1.678928e-01 1.975208e-01 -1.925000e+00 6.550000e+00
3.071625e-02 2.159336e-01 -1.925000e+00 6.650000e+00
-1.799934e-04 1.598226e-01 -1.925000e+00 6.750000e+00
0.000000e+00 0.000000e+00 -1.925000e+00 6.850000e+00
0.000000e+00 0.000000e+00 -1.925000e+00 6.950000e+00
2.234607e+01 1.267132e+00 -1.895000e+00 5.000000e-02
6.363245e+00 6.670501e-01 -1.895000e+00 1.500000e-01
1.176777e+00 2.699717e-01 -1.895000e+00 2.500000e-01
5.036499e-01 1.780674e-01 -1.895000e+00 3.500000e-01
1.311383e-01 1.311544e-01 -1.895000e+00 4.500000e-01
3.894661e-01 1.589993e-01 -1.895000e+00 5.500000e-01
3.074450e-01 1.374938e-01 -1.895000e+00 6.500000e-01
1.211858e+00 2.780200e-01 -1.895000e+00 7.500000e-01
8.735458e-01 2.422784e-01 -1.895000e+00 8.500000e-01
7.950367e-01 2.205040e-01 -1.895000e+00 9.500000e-01
5.044482e-01 1.783497e-01 -1.895000e+00 1.050000e+00
2.653844e-01 1.326925e-01 -1.895000e+00 1.150000e+00
3.942470e-01 1.609511e-01 -1.895000e+00 1.250000e+00
2.661429e-01 1.330719e-01 -1.895000e+00 1.350000e+00
2.784512e-01 1.392257e-01 -1.895000e+00 1.450000e+00
5.253950e-01 1.985812e-01 -1.895000e+00 1.550000e+00
4.265826e-01 1.741523e-01 -1.895000e+00 1.650000e+00
2.244216e-01 1.295699e-01 -1.895000e+00 1.750000e+00
1.604265e-01 1.609898e-01 -1.895000e+00 1.850000e+00
7.184691e-02 7.184691e-02 -1.895000e+00 1.950000e+00
1.493150e-01 1.055817e-01 -1.895000e+00 2.050000e+00
1.540216e-01 1.089100e-01 -1.895000e+00 2.150000e+00
1.320514e-01 9.337460e-02 -1.895000e+00 2.250000e+00
0.000000e+00 0.000000e+00 -1.895000e+00 2.350000e+00
3.608501e-01 1.912135e-01 -1.895000e+00 2.450000e+00
1.849572e-01 1.067855e-01 -1.895000e+00 2.550000e+00
1.847234e-01 1.375972e-01 -1.895000e+00 2.650000e+00
1.338640e-01 9.465656e-02 -1.895000e+00 2.750000e+00
0.000000e+00 0.000000e+00 -1.895000e+00 2.850000e+00
0.000000e+00 0.000000e+00 -1.895000e+00 2.950000e+00
1.923320e-01 1.110430e-01 -1.895000e+00 3.050000e+00
-5.894245e-02 1.014450e-01 -1.895000e+00 3.150000e+00
0.000000e+00 0.000000e+00 -1.895000e+00 3.250000e+00
1.940710e-04 9.004866e-02 -1.895000e+00 3.350000e+00
1.130281e-01 7.992296e-02 -1.895000e+00 3.450000e+00
1.771920e-01 1.319019e-01 -1.895000e+00 3.550000e+00
5.860324e-02 5.860324e-02 -1.895000e+00 3.650000e+00
5.657974e-02 5.657974e-02 -1.895000e+00 3.750000e+00
3.010124e-01 2.003586e-01 -1.895000e+00 3.850000e+00
1.116994e-01 1.583138e-01 -1.895000e+00 3.950000e+00
5.575264e-02 1.674396e-01 -1.895000e+00 4.050000e+00
2.387304e-01 1.464913e-01 -1.895000e+00 4.150000e+00
-5.353553e-02 1.436843e-01 -1.895000e+00 4.250000e+00
3.497375e-01 2.018573e-01 -1.895000e+00 4.350000e+00
-5.320421e-02 1.954722e-01 -1.895000e+00 4.450000e+00
1.047393e-01 1.284851e-01 -1.895000e+00 4.550000e+00
5.263746e-02 9.099395e-02 -1.895000e+00 4.650000e+00
4.786153e-02 8.380233e-02 -1.895000e+00 4.750000e+00
2.916574e-01 1.372756e-01 -1.895000e+00 4.850000e+00
-4.461620e-02 1.345748e-01 -1.895000e+00 4.950000e+00
1.356942e-01 1.952210e-01 -1.895000e+00 5.050000e+00
9.179559e-02 1.993466e-01 -1.895000e+00 5.150000e+00
2.727388e-01 1.436216e-01 -1.895000e+00 5.250000e+00
-1.320586e-01 2.036114e-01 -1.895000e+00 5.350000e+00
1.265186e-01 1.527675e-01 -1.895000e+00 5.450000e+00
8.091079e-02 1.709058e-01 -1.895000e+00 5.550000e+00
1.162653e-01 1.145800e-01 -1.895000e+00 5.650000e+00
4.057851e-02 1.186384e-01 -1.895000e+00 5.750000e+00
-4.381346e-02 1.521689e-01 -1.895000e+00 5.850000e+00
-8.251038e-02 1.630823e-01 -1.895000e+00 5.950000e+00
1.503143e-01 2.427626e-01 -1.895000e+00 6.050000e+00
5.413687e-01 3.395229e-01 -1.895000e+00 6.150000e+00
-1.824137e-01 3.173309e-01 -1.895000e+00 6.250000e+00
-6.612093e-02 3.005584e-01 -1.895000e+00 6.350000e+00
9.678597e-02 2.017953e-01 -1.895000e+00 6.450000e+00
-3.381401e-01 2.188914e-01 -1.895000e+00 6.550000e+00
-2.040172e-01 2.067635e-01 -1.895000e+00 6.650000e+00
-4.668994e-02 1.376055e-01 -1.895000e+00 6.750000e+00
0.000000e+00 0.000000e+00 -1.895000e+00 6.850000e+00
0.000000e+00 0.000000e+00 -1.895000e+00 6.950000e+00
2.089682e+01 1.246602e+00 -1.865000e+00 5.000000e-02
7.056063e+00 7.316807e-01 -1.865000e+00 1.500000e-01
1.185013e+00 3.059696e-01 -1.865000e+00 2.500000e-01
7.355012e-01 2.325864e-01 -1.865000e+00 3.500000e-01
2.102210e-01 1.213713e-01 -1.865000e+00 4.500000e-01
5.189557e-01 1.961472e-01 -1.865000e+00 5.500000e-01
8.848854e-01 2.364963e-01 -1.865000e+00 6.500000e-01
6.876203e-01 2.073258e-01 -1.865000e+00 7.500000e-01
8.993139e-01 2.403521e-01 -1.865000e+00 8.500000e-01
8.690020e-01 2.322511e-01 -1.865000e+00 9.500000e-01
1.227802e-01 8.681872e-02 -1.865000e+00 1.050000e+00
1.876641e-01 1.083482e-01 -1.865000e+00 1.150000e+00
3.227354e-01 1.443321e-01 -1.865000e+00 1.250000e+00
2.407289e-01 1.203648e-01 -1.865000e+00 1.350000e+00
4.280905e-01 1.618031e-01 -1.865000e+00 1.450000e+00
5.264114e-01 1.861149e-01 -1.865000e+00 1.550000e+00
2.986371e-01 1.335547e-01 -1.865000e+00 1.650000e+00
1.833025e-01 1.058299e-01 -1.865000e+00 1.750000e+00
2.041484e-01 1.178652e-01 -1.865000e+00 1.850000e+00
-6.401812e-02 6.401812e-02 -1.865000e+00 1.950000e+00
6.487909e-02 6.487909e-02 -1.865000e+00 2.050000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 2.150000e+00
1.382058e-01 9.772631e-02 -1.865000e+00 2.250000e+00
1.404031e-01 9.928006e-02 -1.865000e+00 2.350000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 2.450000e+00
-7.320392e-05 1.009298e-01 -1.865000e+00 2.550000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 2.650000e+00
1.498306e-01 1.059468e-01 -1.865000e+00 2.750000e+00
1.383819e-01 1.380843e-01 -1.865000e+00 2.850000e+00
-3.543058e-05 9.792069e-02 -1.865000e+00 2.950000e+00
-4.595802e-04 1.041125e-01 -1.865000e+00 3.050000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 3.150000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 3.250000e+00
6.928965e-02 6.928965e-02 -1.865000e+00 3.350000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 3.450000e+00
-6.483404e-02 6.483404e-02 -1.865000e+00 3.550000e+00
1.936997e-01 1.118331e-01 -1.865000e+00 3.650000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 3.750000e+00
1.963094e-01 1.741421e-01 -1.865000e+00 3.850000e+00
6.050563e-02 1.613190e-01 -1.865000e+00 3.950000e+00
3.079149e-01 1.625754e-01 -1.865000e+00 4.050000e+00
1.925950e-01 1.707675e-01 -1.865000e+00 4.150000e+00
-5.945713e-02 1.569876e-01 -1.865000e+00 4.250000e+00
1.912711e-01 1.901350e-01 -1.865000e+00 4.350000e+00
2.946937e-01 1.317913e-01 -1.865000e+00 4.450000e+00
1.770057e-01 1.324992e-01 -1.865000e+00 4.550000e+00
7.925185e-04 1.158323e-01 -1.865000e+00 4.650000e+00
5.320401e-02 5.320400e-02 -1.865000e+00 4.750000e+00
-2.284435e-03 1.478892e-01 -1.865000e+00 4.850000e+00
2.793489e-01 1.472817e-01 -1.865000e+00 4.950000e+00
3.573357e-01 1.894475e-01 -1.865000e+00 5.050000e+00
2.481230e-01 1.542365e-01 -1.865000e+00 5.150000e+00
1.585092e-01 1.573403e-01 -1.865000e+00 5.250000e+00
3.467339e-01 1.838245e-01 -1.865000e+00 5.350000e+00
-1.168827e-01 1.410528e-01 -1.865000e+00 5.450000e+00
3.658795e-01 1.682597e-01 -1.865000e+00 5.550000e+00
-1.271962e-01 1.534865e-01 -1.865000e+00 5.650000e+00
-1.627552e-01 1.293734e-01 -1.865000e+00 5.750000e+00
7.677160e-02 1.062813e-01 -1.865000e+00 5.850000e+00
-3.765241e-02 1.792852e-01 -1.865000e+00 5.950000e+00
1.163561e-01 2.565804e-01 -1.865000e+00 6.050000e+00
1.098558e-01 3.210198e-01 -1.865000e+00 6.150000e+00
4.002842e-04 3.110469e-01 -1.865000e+00 6.250000e+00
-6.498411e-02 2.237699e-01 -1.865000e+00 6.350000e+00
1.410222e-01 1.823951e-01 -1.865000e+00 6.450000e+00
1.197016e-01 1.996742e-01 -1.865000e+00 6.550000e+00
-2.893390e-01 2.115639e-01 -1.865000e+00 6.650000e+00
1.873975e-01 1.354998e-01 -1.865000e+00 6.750000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 6.850000e+00
0.000000e+00 0.000000e+00 -1.865000e+00 6.950000e+00
2.077951e+01 1.112308e+00 -1.835000e+00 5.000000e-02
6.925899e+00 6.664458e-01 -1.835000e+00 1.500000e-01
1.448366e+00 3.160601e-01 -1.835000e+00 2.500000e-01
8.604805e-01 2.386547e-01 -1.835000e+00 3.500000e-01
2.870846e-01 1.435425e-01 -1.835000e+00 4.500000e-01
2.879618e-01 1.439810e-01 -1.835000e+00 5.500000e-01
3.068788e-01 1.877371e-01 -1.835000e+00 6.500000e-01
1.237226e+00 3.173313e-01 -1.835000e+00 7.500000e-01
1.593276e+00 3.476819e-01 -1.835000e+00 8.500000e-01
7.320460e-01 2.314937e-01 -1.835000e+00 9.500000e-01
3.289395e-01 1.471065e-01 -1.835000e+00 1.050000e+00
2.008642e-01 1.159692e-01 -1.835000e+00 1.150000e+00
4.635050e-01 1.751886e-01 -1.835000e+00 1.250000e+00
1.182891e-01 1.454887e-01 -1.835000e+00 1.350000e+00
2.427868e-01 1.213937e-01 -1.835000e+00 1.450000e+00
4.993776e-01 1.765575e-01 -1.835000e+00 1.550000e+00
3.606017e-01 1.697573e-01 -1.835000e+00 1.650000e+00
1.814462e-01 1.352775e-01 -1.835000e+00 1.750000e+00
1.222447e-01 8.644012e-02 -1.835000e+00 1.850000e+00
1.199704e-01 8.483202e-02 -1.835000e+00 1.950000e+00
3.059034e-06 8.532995e-02 -1.835000e+00 2.050000e+00
1.826748e-01 1.054673e-01 -1.835000e+00 2.150000e+00
5.875734e-02 5.875734e-02 -1.835000e+00 2.250000e+00
5.943542e-02 5.943541e-02 -1.835000e+00 2.350000e+00
6.161745e-02 6.161745e-02 -1.835000e+00 2.450000e+00
5.970446e-02 5.970447e-02 -1.835000e+00 2.550000e+00
4.161259e-01 1.572813e-01 -1.835000e+00 2.650000e+00
1.932599e-01 1.115788e-01 -1.835000e+00 2.750000e+00
2.107372e-04 8.851316e-02 -1.835000e+00 2.850000e+00
-6.259931e-02 6.259931e-02 -1.835000e+00 2.950000e+00
1.336422e-01 9.449959e-02 -1.835000e+00 3.050000e+00
-6.154952e-02 6.154952e-02 -1.835000e+00 3.150000e+00
-6.198613e-02 6.198613e-02 -1.835000e+00 3.250000e+00
6.780558e-02 6.780558e-02 -1.835000e+00 3.350000e+00
1.233576e-01 8.722751e-02 -1.835000e+00 3.450000e+00
0.000000e+00 0.000000e+00 -1.835000e+00 3.550000e+00
-2.057212e-05 1.298307e-01 -1.835000e+00 3.650000e+00
1.242890e-01 1.763200e-01 -1.835000e+00 3.750000e+00
-1.970688e-01 1.732375e-01 -1.835000e+00 3.850000e+00
-2.416686e-01 1.479564e-01 -1.835000e+00 3.950000e+00
1.202168e-01 1.897491e-01 -1.835000e+00 4.050000e+00
1.009449e-03 1.979812e-01 -1.835000e+00 4.150000e+00
2.932332e-01 2.121664e-01 -1.835000e+00 4.250000e+00
2.487043e-01 2.317577e-01 -1.835000e+00 4.350000e+00
-6.814188e-05 1.087125e-01 -1.835000e+00 4.450000e+00
5.249987e-02 1.188782e-01 -1.835000e+00 4.550000e+00
1.008995e-01 7.134706e-02 -1.835000e+00 4.650000e+00
8.998742e-02 1.107608e-01 -1.835000e+00 4.750000e+00
-4.358788e-02 1.305880e-01 -1.835000e+00 4.850000e+00
9.482399e-05 1.384071e-01 -1.835000e+00 4.950000e+00
1.613875e-01 1.608284e-01 -1.835000e+00 5.050000e+00
7.781480e-02 1.861259e-01 -1.835000e+00 5.150000e+00
2.056700e-01 2.130754e-01 -1.835000e+00 5.250000e+00
1.716941e-01 1.708267e-01 -1.835000e+00 5.350000e+00
4.275496e-02 1.117342e-01 -1.835000e+00 5.450000e+00
-7.901166e-02 9.737993e-02 -1.835000e+00 5.550000e+00
-1.464335e-01 1.285204e-01 -1.835000e+00 5.650000e+00
-3.768784e-02 1.119430e-01 -1.835000e+00 5.750000e+00
2.731189e-01 1.704500e-01 -1.835000e+00 5.850000e+00
1.884469e-01 2.170698e-01 -1.835000e+00 5.950000e+00
-1.703634e-01 2.803750e-01 -1.835000e+00 6.050000e+00
3.565793e-01 2.773358e-01 -1.835000e+00 6.150000e+00
2.068831e-03 2.817367e-01 -1.835000e+00 6.250000e+00
3.072867e-02 1.932521e-01 -1.835000e+00 6.350000e+00
-1.192137e-01 1.687997e-01 -1.835000e+00 6.450000e+00
7.620401e-02 2.150037e-01 -1.835000e+00 6.550000e+00
-4.198170e-02 2.024322e-01 -1.835000e+00 6.650000e+00
1.524586e-04 1.076146e-01 -1.835000e+00 6.750000e+00
0.000000e+00 0.000000e+00 -1.835000e+00 6.850000e+00
nan nan -1.835000e+00 6.950000e+00
