# Intensity Error [0,-0.5K,0] DeltaE
#  shape: 34x70
-5.630858e-02 3.604767e-01 -1.835000e+00 6.550000e+00
3.327073e-01 2.486462e-01 -1.835000e+00 6.650000e+00
9.143121e-02 1.574833e-01 -1.835000e+00 6.750000e+00
0.000000e+00 0.000000e+00 -1.835000e+00 6.850000e+00
nan nan -1.835000e+00 6.950000e+00
2.007758e+01 1.344496e+00 -1.805000e+00 5.000000e-02
4.544992e+00 6.243037e-01 -1.805000e+00 1.500000e-01
5.535544e-01 2.259877e-01 -1.805000e+00 2.500000e-01
6.785703e-01 2.564760e-01 -1.805000e+00 3.500000e-01
3.365661e-01 1.682832e-01 -1.805000e+00 4.500000e-01
1.814545e-01 1.283077e-01 -1.805000e+00 5.500000e-01
1.052241e-01 1.052240e-01 -1.805000e+00 6.500000e-01
1.822328e-01 1.288580e-01 -1.805000e+00 7.500000e-01
2.823933e-01 1.630407e-01 -1.805000e+00 8.500000e-01
0.000000e+00 0.000000e+00 -1.805000e+00 9.500000e-01
1.042971e-01 1.803051e-01 -1.805000e+00 1.050000e+00
2.052194e-01 1.451120e-01 -1.805000e+00 1.150000e+00
4.594052e-01 2.297030e-01 -1.805000e+00 1.250000e+00
1.197208e+00 3.609725e-01 -1.805000e+00 1.350000e+00
1.329399e+00 3.687098e-01 -1.805000e+00 1.450000e+00
4.448262e-01 2.224134e-01 -1.805000e+00 1.550000e+00
3.051149e-01 1.761585e-01 -1.805000e+00 1.650000e+00
9.183378e-02 9.183378e-02 -1.805000e+00 1.750000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 1.850000e+00
1.938209e-01 1.370523e-01 -1.805000e+00 1.950000e+00
8.269532e-02 8.269531e-02 -1.805000e+00 2.050000e+00
1.833691e-01 1.296617e-01 -1.805000e+00 2.150000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 2.250000e+00
1.590074e-01 1.124354e-01 -1.805000e+00 2.350000e+00
9.099442e-02 9.099443e-02 -1.805000e+00 2.450000e+00
9.380077e-02 1.622567e-01 -1.805000e+00 2.550000e+00
8.125334e-02 8.125334e-02 -1.805000e+00 2.650000e+00
9.171098e-02 9.171098e-02 -1.805000e+00 2.750000e+00
8.572648e-02 8.572648e-02 -1.805000e+00 2.850000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 2.950000e+00
9.491872e-02 9.491872e-02 -1.805000e+00 3.050000e+00
-8.328321e-02 8.328322e-02 -1.805000e+00 3.150000e+00
8.326501e-02 8.326500e-02 -1.805000e+00 3.250000e+00
-9.708074e-02 9.708074e-02 -1.805000e+00 3.350000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 3.450000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 3.550000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 3.650000e+00
7.727154e-02 7.727153e-02 -1.805000e+00 3.750000e+00
-1.082268e-04 1.329692e-01 -1.805000e+00 3.850000e+00
7.648472e-02 7.648472e-02 -1.805000e+00 3.950000e+00
2.442578e-01 1.410223e-01 -1.805000e+00 4.050000e+00
-8.357322e-02 8.357322e-02 -1.805000e+00 4.150000e+00
1.475100e-01 1.043055e-01 -1.805000e+00 4.250000e+00
2.634489e-01 1.521039e-01 -1.805000e+00 4.350000e+00
7.071114e-02 1.237933e-01 -1.805000e+00 4.450000e+00
8.652457e-02 8.652457e-02 -1.805000e+00 4.550000e+00
7.445873e-02 1.283837e-01 -1.805000e+00 4.650000e+00
1.525448e-04 1.198014e-01 -1.805000e+00 4.750000e+00
-8.038165e-02 8.038165e-02 -1.805000e+00 4.850000e+00
-8.503744e-02 8.503743e-02 -1.805000e+00 4.950000e+00
-1.730547e-01 1.720353e-01 -1.805000e+00 5.050000e+00
4.667127e-04 1.204238e-01 -1.805000e+00 5.150000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 5.250000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 5.350000e+00
6.884838e-02 6.884838e-02 -1.805000e+00 5.450000e+00
1.403725e-03 1.147395e-01 -1.805000e+00 5.550000e+00
9.979785e-05 1.793494e-01 -1.805000e+00 5.650000e+00
7.653231e-02 1.363610e-01 -1.805000e+00 5.750000e+00
-2.164057e-01 1.625811e-01 -1.805000e+00 5.850000e+00
1.334751e-01 1.347964e-01 -1.805000e+00 5.950000e+00
1.410166e-01 1.414233e-01 -1.805000e+00 6.050000e+00
7.058417e-02 2.122955e-01 -1.805000e+00 6.150000e+00
3.466878e-01 2.510361e-01 -1.805000e+00 6.250000e+00
-1.761099e-01 2.583215e-01 -1.805000e+00 6.350000e+00
-9.130523e-04 2.545674e-01 -1.805000e+00 6.450000e+00
-9.377897e-02 2.605198e-01 -1.805000e+00 6.550000e+00
1.199445e-01 2.296199e-01 -1.805000e+00 6.650000e+00
-1.774041e-01 1.371643e-01 -1.805000e+00 6.750000e+00
0.000000e+00 0.000000e+00 -1.805000e+00 6.850000e+00
nan nan -1.805000e+00 6.950000e+00
2.265337e+01 1.493722e+00 -1.775000e+00 5.000000e-02
7.291657e+00 7.906526e-01 -1.775000e+00 1.500000e-01
1.137086e+00 3.389195e-01 -1.775000e+00 2.500000e-01
4.707772e-01 2.105385e-01 -1.775000e+00 3.500000e-01
6.038884e-01 2.282489e-01 -1.775000e+00 4.500000e-01
2.569805e-01 1.483678e-01 -1.775000e+00 5.500000e-01
5.544009e-01 2.263336e-01 -1.775000e+00 6.500000e-01
9.031420e-02 9.031420e-02 -1.775000e+00 7.500000e-01
1.672662e-01 1.182751e-01 -1.775000e+00 8.500000e-01
1.812285e-01 1.810840e-01 -1.775000e+00 9.500000e-01
1.856217e-01 1.860632e-01 -1.775000e+00 1.050000e+00
8.299702e-02 1.435972e-01 -1.775000e+00 1.150000e+00
3.741193e-01 1.870601e-01 -1.775000e+00 1.250000e+00
5.146113e-01 2.301419e-01 -1.775000e+00 1.350000e+00
1.680752e+00 3.855921e-01 -1.775000e+00 1.450000e+00
4.884066e-01 2.184222e-01 -1.775000e+00 1.550000e+00
1.126738e-01 1.126738e-01 -1.775000e+00 1.650000e+00
1.913799e-01 1.353263e-01 -1.775000e+00 1.750000e+00
3.084352e-01 1.780753e-01 -1.775000e+00 1.850000e+00
1.138273e-01 1.138273e-01 -1.775000e+00 1.950000e+00
9.677656e-02 9.677656e-02 -1.775000e+00 2.050000e+00
2.092377e-01 1.479535e-01 -1.775000e+00 2.150000e+00
2.216372e-01 1.567212e-01 -1.775000e+00 2.250000e+00
2.857894e-01 1.650011e-01 -1.775000e+00 2.350000e+00
9.924547e-02 9.924547e-02 -1.775000e+00 2.450000e+00
3.016479e-01 1.741568e-01 -1.775000e+00 2.550000e+00
1.753437e-01 1.239867e-01 -1.775000e+00 2.650000e+00
1.927300e-01 1.362807e-01 -1.775000e+00 2.750000e+00
-9.563745e-02 9.563745e-02 -1.775000e+00 2.850000e+00
8.544625e-02 8.544625e-02 -1.775000e+00 2.950000e+00
-9.631279e-02 9.631279e-02 -1.775000e+00 3.050000e+00
-6.023975e-04 1.198358e-01 -1.775000e+00 3.150000e+00
-8.369250e-02 8.369250e-02 -1.775000e+00 3.250000e+00
-9.467668e-02 9.467668e-02 -1.775000e+00 3.350000e+00
7.935542e-02 7.935542e-02 -1.775000e+00 3.450000e+00
8.695999e-02 1.497313e-01 -1.775000e+00 3.550000e+00
1.735518e-01 1.227197e-01 -1.775000e+00 3.650000e+00
7.911665e-02 1.384042e-01 -1.775000e+00 3.750000e+00
6.036515e-04 1.333738e-01 -1.775000e+00 3.850000e+00
0.000000e+00 0.000000e+00 -1.775000e+00 3.950000e+00
8.922085e-02 8.922086e-02 -1.775000e+00 4.050000e+00
0.000000e+00 0.000000e+00 -1.775000e+00 4.150000e+00
8.241851e-02 8.241851e-02 -1.775000e+00 4.250000e+00
1.404151e-03 1.316948e-01 -1.775000e+00 4.350000e+00
8.148142e-02 8.148141e-02 -1.775000e+00 4.450000e+00
2.872997e-01 1.658744e-01 -1.775000e+00 4.550000e+00
8.072023e-02 8.072023e-02 -1.775000e+00 4.650000e+00
2.719725e-01 1.570270e-01 -1.775000e+00 4.750000e+00
-1.371162e-03 1.856700e-01 -1.775000e+00 4.850000e+00
1.656642e-01 1.171423e-01 -1.775000e+00 4.950000e+00
-6.935475e-02 6.935475e-02 -1.775000e+00 5.050000e+00
7.745884e-02 7.745884e-02 -1.775000e+00 5.150000e+00
1.390073e-01 9.829304e-02 -1.775000e+00 5.250000e+00
-4.911025e-01 2.322976e-01 -1.775000e+00 5.350000e+00
-2.562695e-03 1.835528e-01 -1.775000e+00 5.450000e+00
1.581543e-01 1.586233e-01 -1.775000e+00 5.550000e+00
-7.181313e-02 1.877449e-01 -1.775000e+00 5.650000e+00
-6.934937e-02 1.779216e-01 -1.775000e+00 5.750000e+00
-7.608395e-02 1.674702e-01 -1.775000e+00 5.850000e+00
-1.386335e-01 1.925109e-01 -1.775000e+00 5.950000e+00
1.341262e-01 1.945641e-01 -1.775000e+00 6.050000e+00
-3.235444e-01 2.526318e-01 -1.775000e+00 6.150000e+00
-5.415139e-01 2.332420e-01 -1.775000e+00 6.250000e+00
-1.663444e-01 2.558822e-01 -1.775000e+00 6.350000e+00
-4.573072e-01 2.990755e-01 -1.775000e+00 6.450000e+00
-2.131513e-01 2.360583e-01 -1.775000e+00 6.550000e+00
-2.499610e-01 2.171721e-01 -1.775000e+00 6.650000e+00
-5.343976e-02 3.257496e-01 -1.775000e+00 6.750000e+00
nan nan -1.775000e+00 6.850000e+00
nan nan -1.775000e+00 6.950000e+00
2.108912e+01 1.494970e+00 -1.745000e+00 5.000000e-02
7.295719e+00 8.847373e-01 -1.745000e+00 1.500000e-01
1.118237e+00 3.371617e-01 -1.745000e+00 2.500000e-01
8.955335e-01 2.985117e-01 -1.745000e+00 3.500000e-01
0.000000e+00 0.000000e+00 -1.745000e+00 4.500000e-01
1.765193e-01 1.248180e-01 -1.745000e+00 5.500000e-01
1.760438e-01 1.244818e-01 -1.745000e+00 6.500000e-01
4.590235e-01 2.052824e-01 -1.745000e+00 7.500000e-01
0.000000e+00 0.000000e+00 -1.745000e+00 8.500000e-01
2.587317e-01 1.493790e-01 -1.745000e+00 9.500000e-01
9.266139e-02 9.266139e-02 -1.745000e+00 1.050000e+00
2.465646e-01 1.423546e-01 -1.745000e+00 1.150000e+00
5.953879e-01 2.250360e-01 -1.745000e+00 1.250000e+00
5.539765e-01 2.615291e-01 -1.745000e+00 1.350000e+00
8.260684e-01 2.860594e-01 -1.745000e+00 1.450000e+00
1.082767e+00 3.003060e-01 -1.745000e+00 1.550000e+00
3.689018e-01 1.844516e-01 -1.745000e+00 1.650000e+00
5.773750e-01 2.182277e-01 -1.745000e+00 1.750000e+00
2.520217e-01 1.455049e-01 -1.745000e+00 1.850000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 1.950000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 2.050000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 2.150000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 2.250000e+00
1.731149e-01 1.224113e-01 -1.745000e+00 2.350000e+00
1.846696e-01 1.305820e-01 -1.745000e+00 2.450000e+00
1.033614e-01 1.033614e-01 -1.745000e+00 2.550000e+00
9.257382e-02 9.257383e-02 -1.745000e+00 2.650000e+00
1.948701e-01 1.377940e-01 -1.745000e+00 2.750000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 2.850000e+00
2.764243e-01 1.595947e-01 -1.745000e+00 2.950000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 3.050000e+00
2.848473e-01 1.644582e-01 -1.745000e+00 3.150000e+00
9.240129e-02 9.240129e-02 -1.745000e+00 3.250000e+00
2.029596e-01 1.435141e-01 -1.745000e+00 3.350000e+00
8.931633e-02 8.931633e-02 -1.745000e+00 3.450000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 3.550000e+00
9.579902e-02 1.669666e-01 -1.745000e+00 3.650000e+00
8.971180e-02 8.971180e-02 -1.745000e+00 3.750000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 3.850000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 3.950000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 4.050000e+00
-8.242982e-02 8.242983e-02 -1.745000e+00 4.150000e+00
8.229042e-02 1.415120e-01 -1.745000e+00 4.250000e+00
-8.215368e-02 8.215367e-02 -1.745000e+00 4.350000e+00
2.235261e-01 1.290539e-01 -1.745000e+00 4.450000e+00
-6.700036e-04 1.124527e-01 -1.745000e+00 4.550000e+00
1.389021e-01 9.822093e-02 -1.745000e+00 4.650000e+00
7.711985e-02 7.711985e-02 -1.745000e+00 4.750000e+00
-2.636856e-04 1.380451e-01 -1.745000e+00 4.850000e+00
7.764834e-02 1.367543e-01 -1.745000e+00 4.950000e+00
2.909437e-01 1.778737e-01 -1.745000e+00 5.050000e+00
8.509888e-02 8.509888e-02 -1.745000e+00 5.150000e+00
2.269319e-01 1.696141e-01 -1.745000e+00 5.250000e+00
-7.649053e-02 1.325944e-01 -1.745000e+00 5.350000e+00
-2.087606e-01 1.205281e-01 -1.745000e+00 5.450000e+00
4.741809e-01 2.248762e-01 -1.745000e+00 5.550000e+00
2.286106e-01 2.277466e-01 -1.745000e+00 5.650000e+00
7.134429e-02 1.812482e-01 -1.745000e+00 5.750000e+00
-6.398349e-02 1.453684e-01 -1.745000e+00 5.850000e+00
2.227079e-01 1.975615e-01 -1.745000e+00 5.950000e+00
6.337035e-02 1.713438e-01 -1.745000e+00 6.050000e+00
1.217663e-01 1.688875e-01 -1.745000e+00 6.150000e+00
1.100994e-01 2.593454e-01 -1.745000e+00 6.250000e+00
-3.583901e-01 2.554254e-01 -1.745000e+00 6.350000e+00
6.339872e-04 1.849832e-01 -1.745000e+00 6.450000e+00
-2.442203e-01 1.784483e-01 -1.745000e+00 6.550000e+00
-5.307961e-02 2.047788e-01 -1.745000e+00 6.650000e+00
5.947819e+00 5.947819e+00 -1.745000e+00 6.750000e+00
nan nan -1.745000e+00 6.850000e+00
nan nan -1.745000e+00 6.950000e+00
2.407600e+01 1.470678e+00 -1.715000e+00 5.000000e-02
6.274654e+00 7.840348e-01 -1.715000e+00 1.500000e-01
8.304839e-01 2.768285e-01 -1.715000e+00 2.500000e-01
4.916823e-01 2.198872e-01 -1.715000e+00 3.500000e-01
4.082059e-01 2.041032e-01 -1.715000e+00 4.500000e-01
3.005501e-01 1.735227e-01 -1.715000e+00 5.500000e-01
6.119377e-01 2.498233e-01 -1.715000e+00 6.500000e-01
1.078008e-01 1.078008e-01 -1.715000e+00 7.500000e-01
3.954567e-01 1.977289e-01 -1.715000e+00 8.500000e-01
2.785428e-01 1.608168e-01 -1.715000e+00 9.500000e-01
2.898692e-01 1.673565e-01 -1.715000e+00 1.050000e+00
-1.845753e-01 1.305145e-01 -1.715000e+00 1.150000e+00
2.536372e-01 1.464377e-01 -1.715000e+00 1.250000e+00
3.476261e-01 1.738133e-01 -1.715000e+00 1.350000e+00
6.818397e-01 2.410673e-01 -1.715000e+00 1.450000e+00
9.784738e-01 2.824619e-01 -1.715000e+00 1.550000e+00
4.256742e-01 1.903679e-01 -1.715000e+00 1.650000e+00
5.077644e-01 2.072943e-01 -1.715000e+00 1.750000e+00
-1.117651e-04 1.166032e-01 -1.715000e+00 1.850000e+00
1.705988e-01 1.206325e-01 -1.715000e+00 1.950000e+00
8.114906e-02 8.114906e-02 -1.715000e+00 2.050000e+00
0.000000e+00 0.000000e+00 -1.715000e+00 2.150000e+00
0.000000e+00 0.000000e+00 -1.715000e+00 2.250000e+00
1.616414e-01 1.142979e-01 -1.715000e+00 2.350000e+00
8.068910e-02 8.068911e-02 -1.715000e+00 2.450000e+00
1.684373e-01 1.191033e-01 -1.715000e+00 2.550000e+00
7.743941e-02 7.743941e-02 -1.715000e+00 2.650000e+00
2.436589e-01 1.406774e-01 -1.715000e+00 2.750000e+00
-8.400019e-02 8.400018e-02 -1.715000e+00 2.850000e+00
7.875979e-02 7.875979e-02 -1.715000e+00 2.950000e+00
-3.222820e-04 1.195203e-01 -1.715000e+00 3.050000e+00
-8.862919e-04 1.143855e-01 -1.715000e+00 3.150000e+00
-7.970908e-02 7.970908e-02 -1.715000e+00 3.250000e+00
0.000000e+00 0.000000e+00 -1.715000e+00 3.350000e+00
3.063321e-01 1.531667e-01 -1.715000e+00 3.450000e+00
0.000000e+00 0.000000e+00 -1.715000e+00 3.550000e+00
3.110742e-01 1.555383e-01 -1.715000e+00 3.650000e+00
2.234737e-01 1.290239e-01 -1.715000e+00 3.750000e+00
0.000000e+00 0.000000e+00 -1.715000e+00 3.850000e+00
1.456502e-01 1.454604e-01 -1.715000e+00 3.950000e+00
-1.020329e-03 1.126021e-01 -1.715000e+00 4.050000e+00
7.117264e-02 7.117264e-02 -1.715000e+00 4.150000e+00
1.495249e-01 1.484964e-01 -1.715000e+00 4.250000e+00
7.324514e-02 7.324514e-02 -1.715000e+00 4.350000e+00
7.245308e-02 7.245308e-02 -1.715000e+00 4.450000e+00
7.672705e-02 7.672705e-02 -1.715000e+00 4.550000e+00
-7.583031e-02 7.583031e-02 -1.715000e+00 4.650000e+00
5.485938e-04 1.149056e-01 -1.715000e+00 4.750000e+00
-7.933064e-02 1.773554e-01 -1.715000e+00 4.850000e+00
7.987268e-02 1.822600e-01 -1.715000e+00 4.950000e+00
1.481720e-01 1.489328e-01 -1.715000e+00 5.050000e+00
7.158721e-02 1.891987e-01 -1.715000e+00 5.150000e+00
-1.606227e-03 1.705791e-01 -1.715000e+00 5.250000e+00
-6.758366e-02 1.524760e-01 -1.715000e+00 5.350000e+00
1.494944e-01 1.504903e-01 -1.715000e+00 5.450000e+00
6.993083e-02 1.832180e-01 -1.715000e+00 5.550000e+00
-4.116271e-04 1.606532e-01 -1.715000e+00 5.650000e+00
2.126393e-01 1.586127e-01 -1.715000e+00 5.750000e+00
1.481529e-01 1.797731e-01 -1.715000e+00 5.850000e+00
-2.390130e-01 1.461061e-01 -1.715000e+00 5.950000e+00
5.994483e-02 2.157549e-01 -1.715000e+00 6.050000e+00
-3.354346e-01 2.240440e-01 -1.715000e+00 6.150000e+00
-5.424753e-02 2.247511e-01 -1.715000e+00 6.250000e+00
-1.367051e-01 2.193886e-01 -1.715000e+00 6.350000e+00
6.387915e-04 1.616835e-01 -1.715000e+00 6.450000e+00
1.129432e-01 1.726435e-01 -1.715000e+00 6.550000e+00
6.436523e-01 3.552387e-01 -1.715000e+00 6.650000e+00
nan nan -1.715000e+00 6.750000e+00
nan nan -1.715000e+00 6.850000e+00
nan nan -1.715000e+00 6.950000e+00
2.355444e+01 1.397701e+00 -1.685000e+00 5.000000e-02
8.235453e+00 8.276953e-01 -1.685000e+00 1.500000e-01
1.493689e+00 3.520666e-01 -1.685000e+00 2.500000e-01
1.401903e+00 3.400120e-01 -1.685000e+00 3.500000e-01
4.188979e-01 1.873372e-01 -1.685000e+00 4.500000e-01
1.745247e-01 1.234076e-01 -1.685000e+00 5.500000e-01
8.770839e-02 8.770839e-02 -1.685000e+00 6.500000e-01
0.000000e+00 0.000000e+00 -1.685000e+00 7.500000e-01
0.000000e+00 0.000000e+00 -1.685000e+00 8.500000e-01
9.568140e-02 9.568139e-02 -1.685000e+00 9.500000e-01
9.746547e-02 9.746547e-02 -1.685000e+00 1.050000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 1.150000e+00
2.945074e-01 1.700341e-01 -1.685000e+00 1.250000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 1.350000e+00
7.972105e-01 3.151758e-01 -1.685000e+00 1.450000e+00
1.158838e+00 3.345283e-01 -1.685000e+00 1.550000e+00
7.528936e-01 2.661887e-01 -1.685000e+00 1.650000e+00
1.818569e-01 1.285928e-01 -1.685000e+00 1.750000e+00
8.799648e-02 8.799649e-02 -1.685000e+00 1.850000e+00
3.625414e-01 1.812712e-01 -1.685000e+00 1.950000e+00
8.668758e-02 1.501709e-01 -1.685000e+00 2.050000e+00
1.643630e-01 1.162224e-01 -1.685000e+00 2.150000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 2.250000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 2.350000e+00
1.421521e-04 1.147889e-01 -1.685000e+00 2.450000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 2.550000e+00
1.560355e-01 1.103340e-01 -1.685000e+00 2.650000e+00
7.864435e-02 7.864435e-02 -1.685000e+00 2.750000e+00
1.578659e-01 1.116283e-01 -1.685000e+00 2.850000e+00
7.546378e-02 7.546378e-02 -1.685000e+00 2.950000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 3.050000e+00
1.515455e-01 1.071594e-01 -1.685000e+00 3.150000e+00
7.549769e-02 7.549769e-02 -1.685000e+00 3.250000e+00
3.867282e-01 1.729512e-01 -1.685000e+00 3.350000e+00
1.480569e-01 1.046921e-01 -1.685000e+00 3.450000e+00
7.768959e-02 7.768960e-02 -1.685000e+00 3.550000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 3.650000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 3.750000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 3.850000e+00
2.262331e-01 1.685669e-01 -1.685000e+00 3.950000e+00
-8.091112e-02 8.091112e-02 -1.685000e+00 4.050000e+00
1.547576e-01 1.094302e-01 -1.685000e+00 4.150000e+00
2.464533e-01 1.838313e-01 -1.685000e+00 4.250000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 4.350000e+00
-2.488556e-01 1.851946e-01 -1.685000e+00 4.450000e+00
-2.403965e-01 1.387943e-01 -1.685000e+00 4.550000e+00
-7.698528e-02 1.349053e-01 -1.685000e+00 4.650000e+00
7.364860e-02 7.364860e-02 -1.685000e+00 4.750000e+00
6.963686e-02 1.233146e-01 -1.685000e+00 4.850000e+00
1.338431e-01 9.464154e-02 -1.685000e+00 4.950000e+00
1.419871e-01 1.731445e-01 -1.685000e+00 5.050000e+00
6.921378e-02 1.552889e-01 -1.685000e+00 5.150000e+00
-6.088754e-04 1.072436e-01 -1.685000e+00 5.250000e+00
-6.971034e-02 1.575252e-01 -1.685000e+00 5.350000e+00
1.293203e-01 1.602683e-01 -1.685000e+00 5.450000e+00
-2.716356e-01 1.658431e-01 -1.685000e+00 5.550000e+00
1.507170e-01 2.346585e-01 -1.685000e+00 5.650000e+00
2.024596e-01 1.506589e-01 -1.685000e+00 5.750000e+00
-1.810409e-01 2.341139e-01 -1.685000e+00 5.850000e+00
1.767138e-01 1.579998e-01 -1.685000e+00 5.950000e+00
-2.229388e-01 1.915553e-01 -1.685000e+00 6.050000e+00
-1.551985e-01 2.473620e-01 -1.685000e+00 6.150000e+00
6.077488e-01 2.239640e-01 -1.685000e+00 6.250000e+00
-7.957062e-02 1.980008e-01 -1.685000e+00 6.350000e+00
-9.920020e-04 1.490369e-01 -1.685000e+00 6.450000e+00
1.278364e-01 1.412447e-01 -1.685000e+00 6.550000e+00
nan nan -1.685000e+00 6.650000e+00
nan nan -1.685000e+00 6.750000e+00
nan nan -1.685000e+00 6.850000e+00
nan nan -1.685000e+00 6.950000e+00
2.729206e+01 1.486696e+00 -1.655000e+00 5.000000e-02
7.272027e+00 7.708345e-01 -1.655000e+00 1.500000e-01
1.048176e+00 2.907124e-01 -1.655000e+00 2.500000e-01
5.653714e-01 2.136906e-01 -1.655000e+00 3.500000e-01
6.546082e-01 2.314396e-01 -1.655000e+00 4.500000e-01
5.652656e-01 2.136505e-01 -1.655000e+00 5.500000e-01
4.037418e-01 1.805591e-01 -1.655000e+00 6.500000e-01
1.186148e-04 1.155604e-01 -1.655000e+00 7.500000e-01
3.228074e-01 1.614041e-01 -1.655000e+00 8.500000e-01
8.013926e-02 1.397539e-01 -1.655000e+00 9.500000e-01
2.454515e-01 1.417119e-01 -1.655000e+00 1.050000e+00
-8.240159e-02 8.240159e-02 -1.655000e+00 1.150000e+00
3.441259e-01 1.720630e-01 -1.655000e+00 1.250000e+00
4.362367e-01 1.950913e-01 -1.655000e+00 1.350000e+00
4.325295e-01 1.934333e-01 -1.655000e+00 1.450000e+00
9.785462e-01 2.950433e-01 -1.655000e+00 1.550000e+00
9.396879e-01 2.971557e-01 -1.655000e+00 1.650000e+00
5.568427e-01 2.273304e-01 -1.655000e+00 1.750000e+00
1.869402e-01 1.321870e-01 -1.655000e+00 1.850000e+00
3.774300e-01 1.887154e-01 -1.655000e+00 1.950000e+00
1.867280e-01 1.320370e-01 -1.655000e+00 2.050000e+00
-9.497336e-02 9.497336e-02 -1.655000e+00 2.150000e+00
9.480232e-02 9.480232e-02 -1.655000e+00 2.250000e+00
2.771894e-01 1.600366e-01 -1.655000e+00 2.350000e+00
0.000000e+00 0.000000e+00 -1.655000e+00 2.450000e+00
9.293183e-02 9.293183e-02 -1.655000e+00 2.550000e+00
2.748979e-01 1.587126e-01 -1.655000e+00 2.650000e+00
9.246190e-02 9.246190e-02 -1.655000e+00 2.750000e+00
1.811794e-01 1.281132e-01 -1.655000e+00 2.850000e+00
8.986076e-02 8.986075e-02 -1.655000e+00 2.950000e+00
0.000000e+00 0.000000e+00 -1.655000e+00 3.050000e+00
2.653131e-01 1.531795e-01 -1.655000e+00 3.150000e+00
0.000000e+00 0.000000e+00 -1.655000e+00 3.250000e+00
8.850804e-02 8.850804e-02 -1.655000e+00 3.350000e+00
-8.748539e-02 8.748539e-02 -1.655000e+00 3.450000e+00
8.763161e-02 8.763161e-02 -1.655000e+00 3.550000e+00
8.448920e-02 1.456557e-01 -1.655000e+00 3.650000e+00
8.457689e-02 8.457689e-02 -1.655000e+00 3.750000e+00
-8.549734e-02 1.471731e-01 -1.655000e+00 3.850000e+00
8.460554e-02 8.460555e-02 -1.655000e+00 3.950000e+00
-8.560806e-04 1.140238e-01 -1.655000e+00 4.050000e+00
-7.833774e-02 7.833774e-02 -1.655000e+00 4.150000e+00
7.622840e-02 1.319594e-01 -1.655000e+00 4.250000e+00
2.175271e-01 1.626390e-01 -1.655000e+00 4.350000e+00
7.045184e-02 7.045185e-02 -1.655000e+00 4.450000e+00
2.717455e-01 1.358741e-01 -1.655000e+00 4.550000e+00
6.870462e-02 2.056142e-01 -1.655000e+00 4.650000e+00
6.964423e-02 1.535608e-01 -1.655000e+00 4.750000e+00
7.258117e-02 1.239058e-01 -1.655000e+00 4.850000e+00
-7.422489e-02 1.271713e-01 -1.655000e+00 4.950000e+00
-2.976643e-01 1.831522e-01 -1.655000e+00 5.050000e+00
7.040299e-02 1.202422e-01 -1.655000e+00 5.150000e+00
1.283160e-01 1.569517e-01 -1.655000e+00 5.250000e+00
6.609722e-02 1.474165e-01 -1.655000e+00 5.350000e+00
7.351975e-02 7.351975e-02 -1.655000e+00 5.450000e+00
-2.223506e-03 2.089882e-01 -1.655000e+00 5.550000e+00
-6.065403e-02 1.068258e-01 -1.655000e+00 5.650000e+00
1.772763e-04 1.476949e-01 -1.655000e+00 5.750000e+00
-1.707200e-04 1.415526e-01 -1.655000e+00 5.850000e+00
5.472351e-02 1.993255e-01 -1.655000e+00 5.950000e+00
5.395448e-02 1.691844e-01 -1.655000e+00 6.050000e+00
-2.338273e-01 2.361466e-01 -1.655000e+00 6.150000e+00
2.037537e-01 1.989721e-01 -1.655000e+00 6.250000e+00
3.917331e-01 1.726629e-01 -1.655000e+00 6.350000e+00
-8.443555e-02 1.525535e-01 -1.655000e+00 6.450000e+00
5.648933e-01 3.994407e-01 -1.655000e+00 6.550000e+00
nan nan -1.655000e+00 6.650000e+00
nan nan -1.655000e+00 6.750000e+00
nan nan -1.655000e+00 6.850000e+00
nan nan -1.655000e+00 6.950000e+00
2.502563e+01 1.555020e+00 -1.625000e+00 5.000000e-02
