# Intensity Error [0.5H,-0.5H,0] DeltaE
#  shape: 34x70
nan nan -1.805000e+00 6.850000e+00
nan nan -1.805000e+00 6.950000e+00
2.043128e+01 6.844643e-01 -1.775000e+00 5.000000e-02
5.995944e+00 3.689839e-01 -1.775000e+00 1.500000e-01
1.028948e+00 1.517103e-01 -1.775000e+00 2.500000e-01
7.156693e-01 1.265139e-01 -1.775000e+00 3.500000e-01
3.579564e-01 8.948931e-02 -1.775000e+00 4.500000e-01
1.785765e-01 6.313644e-02 -1.775000e+00 5.500000e-01
4.494588e-02 5.494848e-02 -1.775000e+00 6.500000e-01
2.010442e-01 7.404071e-02 -1.775000e+00 7.500000e-01
2.451318e-01 8.037093e-02 -1.775000e+00 8.500000e-01
4.026171e-01 9.489798e-02 -1.775000e+00 9.500000e-01
5.153440e-01 1.074569e-01 -1.775000e+00 1.050000e+00
5.026380e-01 1.119040e-01 -1.775000e+00 1.150000e+00
4.261051e-01 1.004341e-01 -1.775000e+00 1.250000e+00
1.680226e-01 7.201785e-02 -1.775000e+00 1.350000e+00
1.466350e-01 5.986380e-02 -1.775000e+00 1.450000e+00
2.292465e-01 7.641572e-02 -1.775000e+00 1.550000e+00
2.330806e-01 7.769368e-02 -1.775000e+00 1.650000e+00
2.342518e-01 7.808414e-02 -1.775000e+00 1.750000e+00
7.887647e-02 4.553940e-02 -1.775000e+00 1.850000e+00
1.591192e-01 7.501683e-02 -1.775000e+00 1.950000e+00
1.312562e-01 6.936772e-02 -1.775000e+00 2.050000e+00
3.136491e-01 9.772614e-02 -1.775000e+00 2.150000e+00
1.796765e-01 6.791154e-02 -1.775000e+00 2.250000e+00
1.503075e-01 7.079545e-02 -1.775000e+00 2.350000e+00
9.700869e-02 4.850452e-02 -1.775000e+00 2.450000e+00
1.688824e-01 6.383167e-02 -1.775000e+00 2.550000e+00
1.534411e-01 6.264232e-02 -1.775000e+00 2.650000e+00
-1.430506e-04 7.620445e-02 -1.775000e+00 2.750000e+00
1.156389e-01 7.078997e-02 -1.775000e+00 2.850000e+00
1.240826e-01 6.204143e-02 -1.775000e+00 2.950000e+00
1.668533e-01 8.822977e-02 -1.775000e+00 3.050000e+00
1.456656e-01 7.283324e-02 -1.775000e+00 3.150000e+00
4.142338e-02 7.141295e-02 -1.775000e+00 3.250000e+00
3.667412e-04 6.578353e-02 -1.775000e+00 3.350000e+00
1.072139e-01 7.581187e-02 -1.775000e+00 3.450000e+00
-1.274090e-01 9.009205e-02 -1.775000e+00 3.550000e+00
2.474486e-01 1.428654e-01 -1.775000e+00 3.650000e+00
1.117803e-01 1.932831e-01 -1.775000e+00 3.750000e+00
1.733623e-01 1.733623e-01 -1.775000e+00 3.850000e+00
0.000000e+00 0.000000e+00 -1.775000e+00 3.950000e+00
nan nan -1.775000e+00 4.050000e+00
nan nan -1.775000e+00 4.150000e+00
nan nan -1.775000e+00 4.250000e+00
nan nan -1.775000e+00 4.350000e+00
nan nan -1.775000e+00 4.450000e+00
nan nan -1.775000e+00 4.550000e+00
nan nan -1.775000e+00 4.650000e+00
nan nan -1.775000e+00 4.750000e+00
nan nan -1.775000e+00 4.850000e+00
nan nan -1.775000e+00 4.950000e+00
nan nan -1.775000e+00 5.050000e+00
nan nan -1.775000e+00 5.150000e+00
nan nan -1.775000e+00 5.250000e+00
nan nan -1.775000e+00 5.350000e+00
nan nan -1.775000e+00 5.450000e+00
nan nan -1.775000e+00 5.550000e+00
nan nan -1.775000e+00 5.650000e+00
nan nan -1.775000e+00 5.750000e+00
nan nan -1.775000e+00 5.850000e+00
nan nan -1.775000e+00 5.950000e+00
nan nan -1.775000e+00 6.050000e+00
nan nan -1.775000e+00 6.150000e+00
nan nan -1.775000e+00 6.250000e+00
nan nan -1.775000e+00 6.350000e+00
nan nan -1.775000e+00 6.450000e+00
nan nan -1.775000e+00 6.550000e+00
nan nan -1.775000e+00 6.650000e+00
nan nan -1.775000e+00 6.750000e+00
nan nan -1.775000e+00 6.850000e+00
nan nan -1.775000e+00 6.950000e+00
2.078463e+01 7.437340e-01 -1.745000e+00 5.000000e-02
6.142194e+00 4.050048e-01 -1.745000e+00 1.500000e-01
1.398143e+00 1.902635e-01 -1.745000e+00 2.500000e-01
4.873529e-01 1.194116e-01 -1.745000e+00 3.500000e-01
3.400097e-01 9.087155e-02 -1.745000e+00 4.500000e-01
1.370508e-01 5.595084e-02 -1.745000e+00 5.500000e-01
1.970237e-01 6.567475e-02 -1.745000e+00 6.500000e-01
1.979653e-01 6.598851e-02 -1.745000e+00 7.500000e-01
3.259834e-01 8.416872e-02 -1.745000e+00 8.500000e-01
1.968842e-01 6.562825e-02 -1.745000e+00 9.500000e-01
2.408107e-01 7.895305e-02 -1.745000e+00 1.050000e+00
4.545445e-01 9.919004e-02 -1.745000e+00 1.150000e+00
4.602315e-01 1.004310e-01 -1.745000e+00 1.250000e+00
2.834653e-01 8.442075e-02 -1.745000e+00 1.350000e+00
1.510531e-01 7.154850e-02 -1.745000e+00 1.450000e+00
1.525129e-01 5.764458e-02 -1.745000e+00 1.550000e+00
2.831166e-01 7.852266e-02 -1.745000e+00 1.650000e+00
2.392960e-01 7.841205e-02 -1.745000e+00 1.750000e+00
2.667769e-01 7.701218e-02 -1.745000e+00 1.850000e+00
2.483516e-01 8.143717e-02 -1.745000e+00 1.950000e+00
1.156750e-01 5.173147e-02 -1.745000e+00 2.050000e+00
2.102201e-01 7.007356e-02 -1.745000e+00 2.150000e+00
9.379052e-02 5.746974e-02 -1.745000e+00 2.250000e+00
1.187323e-01 5.309886e-02 -1.745000e+00 2.350000e+00
1.221272e-01 6.461845e-02 -1.745000e+00 2.450000e+00
1.253762e-01 5.607007e-02 -1.745000e+00 2.550000e+00
8.035940e-02 7.085951e-02 -1.745000e+00 2.650000e+00
5.716197e-02 4.041961e-02 -1.745000e+00 2.750000e+00
9.337491e-02 5.391023e-02 -1.745000e+00 2.850000e+00
6.737913e-02 4.764426e-02 -1.745000e+00 2.950000e+00
7.307290e-02 5.167052e-02 -1.745000e+00 3.050000e+00
1.219357e-01 9.080201e-02 -1.745000e+00 3.150000e+00
-3.884303e-05 6.478222e-02 -1.745000e+00 3.250000e+00
2.060946e-01 1.261844e-01 -1.745000e+00 3.350000e+00
1.775906e-01 1.326777e-01 -1.745000e+00 3.450000e+00
1.426216e-01 1.426806e-01 -1.745000e+00 3.550000e+00
3.633332e-01 1.816685e-01 -1.745000e+00 3.650000e+00
0.000000e+00 0.000000e+00 -1.745000e+00 3.750000e+00
1.892383e-01 1.892383e-01 -1.745000e+00 3.850000e+00
-4.466843e-01 4.466843e-01 -1.745000e+00 3.950000e+00
nan nan -1.745000e+00 4.050000e+00
nan nan -1.745000e+00 4.150000e+00
nan nan -1.745000e+00 4.250000e+00
nan nan -1.745000e+00 4.350000e+00
nan nan -1.745000e+00 4.450000e+00
nan nan -1.745000e+00 4.550000e+00
nan nan -1.745000e+00 4.650000e+00
nan nan -1.745000e+00 4.750000e+00
nan nan -1.745000e+00 4.850000e+00
nan nan -1.745000e+00 4.950000e+00
nan nan -1.745000e+00 5.050000e+00
nan nan -1.745000e+00 5.150000e+00
nan nan -1.745000e+00 5.250000e+00
nan nan -1.745000e+00 5.350000e+00
nan nan -1.745000e+00 5.450000e+00
nan nan -1.745000e+00 5.550000e+00
nan nan -1.745000e+00 5.650000e+00
nan nan -1.745000e+00 5.750000e+00
nan nan -1.745000e+00 5.850000e+00
nan nan -1.745000e+00 5.950000e+00
nan nan -1.745000e+00 6.050000e+00
nan nan -1.745000e+00 6.150000e+00
nan nan -1.745000e+00 6.250000e+00
nan nan -1.745000e+00 6.350000e+00
nan nan -1.745000e+00 6.450000e+00
nan nan -1.745000e+00 6.550000e+00
nan nan -1.745000e+00 6.650000e+00
nan nan -1.745000e+00 6.750000e+00
nan nan -1.745000e+00 6.850000e+00
nan nan -1.745000e+00 6.950000e+00
2.292567e+01 7.235235e-01 -1.715000e+00 5.000000e-02
6.635981e+00 3.965761e-01 -1.715000e+00 1.500000e-01
1.191225e+00 1.701753e-01 -1.715000e+00 2.500000e-01
5.035867e-01 1.126057e-01 -1.715000e+00 3.500000e-01
3.061432e-01 8.837607e-02 -1.715000e+00 4.500000e-01
1.533696e-01 6.261302e-02 -1.715000e+00 5.500000e-01
2.638162e-02 4.563851e-02 -1.715000e+00 6.500000e-01
1.538298e-01 6.280090e-02 -1.715000e+00 7.500000e-01
2.468938e-01 7.807485e-02 -1.715000e+00 8.500000e-01
3.370424e-01 9.007858e-02 -1.715000e+00 9.500000e-01
2.791500e-01 8.697692e-02 -1.715000e+00 1.050000e+00
4.526557e-01 1.012171e-01 -1.715000e+00 1.150000e+00
3.487344e-01 8.718371e-02 -1.715000e+00 1.250000e+00
4.883631e-01 1.018310e-01 -1.715000e+00 1.350000e+00
1.706025e-01 7.392635e-02 -1.715000e+00 1.450000e+00
1.907703e-01 7.038211e-02 -1.715000e+00 1.550000e+00
2.312670e-01 7.583440e-02 -1.715000e+00 1.650000e+00
2.135850e-01 7.400896e-02 -1.715000e+00 1.750000e+00
8.492287e-02 5.993630e-02 -1.715000e+00 1.850000e+00
1.038126e-01 4.642650e-02 -1.715000e+00 1.950000e+00
3.359180e-01 8.397982e-02 -1.715000e+00 2.050000e+00
2.546874e-01 7.352211e-02 -1.715000e+00 2.150000e+00
1.044892e-01 5.526915e-02 -1.715000e+00 2.250000e+00
6.270078e-02 6.901238e-02 -1.715000e+00 2.350000e+00
1.249755e-01 6.590070e-02 -1.715000e+00 2.450000e+00
1.243702e-01 5.077397e-02 -1.715000e+00 2.550000e+00
4.420617e-02 5.412153e-02 -1.715000e+00 2.650000e+00
7.228599e-02 6.375190e-02 -1.715000e+00 2.750000e+00
2.069698e-04 5.202415e-02 -1.715000e+00 2.850000e+00
5.651716e-02 3.996390e-02 -1.715000e+00 2.950000e+00
9.333576e-02 5.388748e-02 -1.715000e+00 3.050000e+00
6.936331e-02 4.904729e-02 -1.715000e+00 3.150000e+00
3.531763e-04 5.502713e-02 -1.715000e+00 3.250000e+00
-4.439831e-02 4.439832e-02 -1.715000e+00 3.350000e+00
2.560963e-01 1.145304e-01 -1.715000e+00 3.450000e+00
6.254732e-02 1.077999e-01 -1.715000e+00 3.550000e+00
2.356099e-01 1.360312e-01 -1.715000e+00 3.650000e+00
2.840112e-04 1.494618e-01 -1.715000e+00 3.750000e+00
0.000000e+00 0.000000e+00 -1.715000e+00 3.850000e+00
0.000000e+00 0.000000e+00 -1.715000e+00 3.950000e+00
nan nan -1.715000e+00 4.050000e+00
nan nan -1.715000e+00 4.150000e+00
nan nan -1.715000e+00 4.250000e+00
nan nan -1.715000e+00 4.350000e+00
nan nan -1.715000e+00 4.450000e+00
nan nan -1.715000e+00 4.550000e+00
nan nan -1.715000e+00 4.650000e+00
nan nan -1.715000e+00 4.750000e+00
nan nan -1.715000e+00 4.850000e+00
nan nan -1.715000e+00 4.950000e+00
nan nan -1.715000e+00 5.050000e+00
nan nan -1.715000e+00 5.150000e+00
nan nan -1.715000e+00 5.250000e+00
nan nan -1.715000e+00 5.350000e+00
nan nan -1.715000e+00 5.450000e+00
nan nan -1.715000e+00 5.550000e+00
nan nan -1.715000e+00 5.650000e+00
nan nan -1.715000e+00 5.750000e+00
nan nan -1.715000e+00 5.850000e+00
nan nan -1.715000e+00 5.950000e+00
nan nan -1.715000e+00 6.050000e+00
nan nan -1.715000e+00 6.150000e+00
nan nan -1.715000e+00 6.250000e+00
nan nan -1.715000e+00 6.350000e+00
nan nan -1.715000e+00 6.450000e+00
nan nan -1.715000e+00 6.550000e+00
nan nan -1.715000e+00 6.650000e+00
nan nan -1.715000e+00 6.750000e+00
nan nan -1.715000e+00 6.850000e+00
nan nan -1.715000e+00 6.950000e+00
2.511391e+01 7.289369e-01 -1.685000e+00 5.000000e-02
7.017320e+00 3.828234e-01 -1.685000e+00 1.500000e-01
1.298551e+00 1.675572e-01 -1.685000e+00 2.500000e-01
4.648145e-01 1.077484e-01 -1.685000e+00 3.500000e-01
2.966130e-01 8.471363e-02 -1.685000e+00 4.500000e-01
3.116867e-01 8.902932e-02 -1.685000e+00 5.500000e-01
1.580889e-01 5.975216e-02 -1.685000e+00 6.500000e-01
2.067515e-01 6.891730e-02 -1.685000e+00 7.500000e-01
2.181360e-01 7.271216e-02 -1.685000e+00 8.500000e-01
1.464135e-01 6.905439e-02 -1.685000e+00 9.500000e-01
3.191455e-01 1.012387e-01 -1.685000e+00 1.050000e+00
4.790600e-01 1.099042e-01 -1.685000e+00 1.150000e+00
3.486277e-01 9.957815e-02 -1.685000e+00 1.250000e+00
3.243318e-01 9.658482e-02 -1.685000e+00 1.350000e+00
2.496723e-01 8.648682e-02 -1.685000e+00 1.450000e+00
3.105833e-01 9.253450e-02 -1.685000e+00 1.550000e+00
3.693408e-01 9.233542e-02 -1.685000e+00 1.650000e+00
2.522894e-01 7.606843e-02 -1.685000e+00 1.750000e+00
1.123389e-01 6.737367e-02 -1.685000e+00 1.850000e+00
1.975447e-01 6.584837e-02 -1.685000e+00 1.950000e+00
2.594147e-01 7.488674e-02 -1.685000e+00 2.050000e+00
1.890345e-01 7.566103e-02 -1.685000e+00 2.150000e+00
1.646258e-01 5.820424e-02 -1.685000e+00 2.250000e+00
2.073846e-02 4.630560e-02 -1.685000e+00 2.350000e+00
2.260627e-01 6.816063e-02 -1.685000e+00 2.450000e+00
8.169536e-02 5.008910e-02 -1.685000e+00 2.550000e+00
1.083734e-01 4.846634e-02 -1.685000e+00 2.650000e+00
2.325853e-02 2.325853e-02 -1.685000e+00 2.750000e+00
1.491294e-01 7.031927e-02 -1.685000e+00 2.850000e+00
5.347095e-02 3.780967e-02 -1.685000e+00 2.950000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 3.050000e+00
6.538885e-02 4.623691e-02 -1.685000e+00 3.150000e+00
2.199270e-01 1.157152e-01 -1.685000e+00 3.250000e+00
1.243936e-01 7.181924e-02 -1.685000e+00 3.350000e+00
4.820347e-02 4.820347e-02 -1.685000e+00 3.450000e+00
1.754032e-01 1.012693e-01 -1.685000e+00 3.550000e+00
1.467219e-01 1.037481e-01 -1.685000e+00 3.650000e+00
1.988805e-01 1.406312e-01 -1.685000e+00 3.750000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 3.850000e+00
0.000000e+00 0.000000e+00 -1.685000e+00 3.950000e+00
nan nan -1.685000e+00 4.050000e+00
nan nan -1.685000e+00 4.150000e+00
nan nan -1.685000e+00 4.250000e+00
nan nan -1.685000e+00 4.350000e+00
nan nan -1.685000e+00 4.450000e+00
nan nan -1.685000e+00 4.550000e+00
nan nan -1.685000e+00 4.650000e+00
nan nan -1.685000e+00 4.750000e+00
nan nan -1.685000e+00 4.850000e+00
nan nan -1.685000e+00 4.950000e+00
nan nan -1.685000e+00 5.050000e+00
nan nan -1.685000e+00 5.150000e+00
nan nan -1.685000e+00 5.250000e+00
nan nan -1.685000e+00 5.350000e+00
nan nan -1.685000e+00 5.450000e+00
nan nan -1.685000e+00 5.550000e+00
nan nan -1.685000e+00 5.650000e+00
nan nan -1.685000e+00 5.750000e+00
nan nan -1.685000e+00 5.850000e+00
nan nan -1.685000e+00 5.950000e+00
nan nan -1.685000e+00 6.050000e+00
nan nan -1.685000e+00 6.150000e+00
nan nan -1.685000e+00 6.250000e+00
nan nan -1.685000e+00 6.350000e+00
nan nan -1.685000e+00 6.450000e+00
nan nan -1.685000e+00 6.550000e+00
nan nan -1.685000e+00 6.650000e+00
nan nan -1.685000e+00 6.750000e+00
nan nan -1.685000e+00 6.850000e+00
nan nan -1.685000e+00 6.950000e+00
2.349399e+01 6.915993e-01 -1.655000e+00 5.000000e-02
7.079023e+00 3.822080e-01 -1.655000e+00 1.500000e-01
1.089888e+00 1.497080e-01 -1.655000e+00 2.500000e-01
7.522910e-01 1.269661e-01 -1.655000e+00 3.500000e-01
5.529009e-01 1.139736e-01 -1.655000e+00 4.500000e-01
3.498156e-01 8.484287e-02 -1.655000e+00 5.500000e-01
2.031585e-01 7.034981e-02 -1.655000e+00 6.500000e-01
2.864580e-01 7.655926e-02 -1.655000e+00 7.500000e-01
1.434604e-01 5.422303e-02 -1.655000e+00 8.500000e-01
2.646374e-01 7.339730e-02 -1.655000e+00 9.500000e-01
3.528481e-01 9.050731e-02 -1.655000e+00 1.050000e+00
2.343913e-01 7.685280e-02 -1.655000e+00 1.150000e+00
3.261340e-01 1.087432e-01 -1.655000e+00 1.250000e+00
2.205335e-01 6.973897e-02 -1.655000e+00 1.350000e+00
2.467093e-01 8.682709e-02 -1.655000e+00 1.450000e+00
3.207473e-01 8.572356e-02 -1.655000e+00 1.550000e+00
2.607980e-01 9.182734e-02 -1.655000e+00 1.650000e+00
2.852847e-01 8.900490e-02 -1.655000e+00 1.750000e+00
1.414215e-01 6.665131e-02 -1.655000e+00 1.850000e+00
1.905684e-01 7.524988e-02 -1.655000e+00 1.950000e+00
2.152188e-01 7.926571e-02 -1.655000e+00 2.050000e+00
1.661463e-01 6.279759e-02 -1.655000e+00 2.150000e+00
2.365390e-01 7.480045e-02 -1.655000e+00 2.250000e+00
1.893645e-01 6.695083e-02 -1.655000e+00 2.350000e+00
0.000000e+00 0.000000e+00 -1.655000e+00 2.450000e+00
1.168285e-01 5.224758e-02 -1.655000e+00 2.550000e+00
7.486060e-02 6.613943e-02 -1.655000e+00 2.650000e+00
2.389468e-01 7.964934e-02 -1.655000e+00 2.750000e+00
1.417224e-01 6.338042e-02 -1.655000e+00 2.850000e+00
9.137900e-02 6.831719e-02 -1.655000e+00 2.950000e+00
1.010749e-01 8.903998e-02 -1.655000e+00 3.050000e+00
3.707894e-02 8.273784e-02 -1.655000e+00 3.150000e+00
8.270054e-02 8.249830e-02 -1.655000e+00 3.250000e+00
3.734352e-01 1.320302e-01 -1.655000e+00 3.350000e+00
1.093852e-01 7.734701e-02 -1.655000e+00 3.450000e+00
2.008971e-01 1.159892e-01 -1.655000e+00 3.550000e+00
0.000000e+00 0.000000e+00 -1.655000e+00 3.650000e+00
1.154963e-01 1.154963e-01 -1.655000e+00 3.750000e+00
0.000000e+00 0.000000e+00 -1.655000e+00 3.850000e+00
0.000000e+00 0.000000e+00 -1.655000e+00 3.950000e+00
nan nan -1.655000e+00 4.050000e+00
nan nan -1.655000e+00 4.150000e+00
nan nan -1.655000e+00 4.250000e+00
nan nan -1.655000e+00 4.350000e+00
nan nan -1.655000e+00 4.450000e+00
nan nan -1.655000e+00 4.550000e+00
nan nan -1.655000e+00 4.650000e+00
nan nan -1.655000e+00 4.750000e+00
nan nan -1.655000e+00 4.850000e+00
nan nan -1.655000e+00 4.950000e+00
nan nan -1.655000e+00 5.050000e+00
nan nan -1.655000e+00 5.150000e+00
nan nan -1.655000e+00 5.250000e+00
nan nan -1.655000e+00 5.350000e+00
nan nan -1.655000e+00 5.450000e+00
nan nan -1.655000e+00 5.550000e+00
nan nan -1.655000e+00 5.650000e+00
nan nan -1.655000e+00 5.750000e+00
nan nan -1.655000e+00 5.850000e+00
nan nan -1.655000e+00 5.950000e+00
nan nan -1.655000e+00 6.050000e+00
nan nan -1.655000e+00 6.150000e+00
nan nan -1.655000e+00 6.250000e+00
nan nan -1.655000e+00 6.350000e+00
nan nan -1.655000e+00 6.450000e+00
nan nan -1.655000e+00 6.550000e+00
nan nan -1.655000e+00 6.650000e+00
nan nan -1.655000e+00 6.750000e+00
nan nan -1.655000e+00 6.850000e+00
nan nan -1.655000e+00 6.950000e+00
2.242870e+01 7.346778e-01 -1.625000e+00 5.000000e-02
5.895294e+00 3.677389e-01 -1.625000e+00 1.500000e-01
1.466813e+00 1.805524e-01 -1.625000e+00 2.500000e-01
6.307012e-01 1.171185e-01 -1.625000e+00 3.500000e-01
3.943257e-01 9.046464e-02 -1.625000e+00 4.500000e-01
3.414941e-01 8.282460e-02 -1.625000e+00 5.500000e-01
2.397857e-01 7.476351e-02 -1.625000e+00 6.500000e-01
1.194887e-01 6.297349e-02 -1.625000e+00 7.500000e-01
1.398424e-01 5.285556e-02 -1.625000e+00 8.500000e-01
1.797605e-01 7.195738e-02 -1.625000e+00 9.500000e-01
3.978196e-01 9.328518e-02 -1.625000e+00 1.050000e+00
2.779505e-01 7.944617e-02 -1.625000e+00 1.150000e+00
3.188329e-01 7.970842e-02 -1.625000e+00 1.250000e+00
6.958834e-01 1.176262e-01 -1.625000e+00 1.350000e+00
5.148103e-01 1.048035e-01 -1.625000e+00 1.450000e+00
3.932295e-01 8.792900e-02 -1.625000e+00 1.550000e+00
3.164250e-01 8.388808e-02 -1.625000e+00 1.650000e+00
2.392481e-01 7.458895e-02 -1.625000e+00 1.750000e+00
1.794518e-01 7.717065e-02 -1.625000e+00 1.850000e+00
2.410486e-01 6.958485e-02 -1.625000e+00 1.950000e+00
2.236208e-01 7.332617e-02 -1.625000e+00 2.050000e+00
3.921966e-01 9.902695e-02 -1.625000e+00 2.150000e+00
1.459617e-01 7.517244e-02 -1.625000e+00 2.250000e+00
2.097913e-01 6.634207e-02 -1.625000e+00 2.350000e+00
8.409832e-02 6.678998e-02 -1.625000e+00 2.450000e+00
2.160926e-02 3.745580e-02 -1.625000e+00 2.550000e+00
1.382844e-01 6.524157e-02 -1.625000e+00 2.650000e+00
1.731968e-01 8.195405e-02 -1.625000e+00 2.750000e+00
1.597034e-01 6.519892e-02 -1.625000e+00 2.850000e+00
8.698700e-02 6.471145e-02 -1.625000e+00 2.950000e+00
9.602265e-02 8.419801e-02 -1.625000e+00 3.050000e+00
2.802919e-01 9.909863e-02 -1.625000e+00 3.150000e+00
2.712816e-04 7.771205e-02 -1.625000e+00 3.250000e+00
1.769617e-01 8.848104e-02 -1.625000e+00 3.350000e+00
1.554435e-01 1.363840e-01 -1.625000e+00 3.450000e+00
1.242119e-01 1.238576e-01 -1.625000e+00 3.550000e+00
0.000000e+00 0.000000e+00 -1.625000e+00 3.650000e+00
0.000000e+00 0.000000e+00 -1.625000e+00 3.750000e+00
0.000000e+00 0.000000e+00 -1.625000e+00 3.850000e+00
-4.547769e-01 4.547769e-01 -1.625000e+00 3.950000e+00
nan nan -1.625000e+00 4.050000e+00
nan nan -1.625000e+00 4.150000e+00
nan nan -1.625000e+00 4.250000e+00
nan nan -1.625000e+00 4.350000e+00
nan nan -1.625000e+00 4.450000e+00
nan nan -1.625000e+00 4.550000e+00
nan nan -1.625000e+00 4.650000e+00
nan nan -1.625000e+00 4.750000e+00
nan nan -1.625000e+00 4.850000e+00
nan nan -1.625000e+00 4.950000e+00
nan nan -1.625000e+00 5.050000e+00
nan nan -1.625000e+00 5.150000e+00
nan nan -1.625000e+00 5.250000e+00
nan nan -1.625000e+00 5.350000e+00
nan nan -1.625000e+00 5.450000e+00
nan nan -1.625000e+00 5.550000e+00
nan nan -1.625000e+00 5.650000e+00
nan nan -1.625000e+00 5.750000e+00
nan nan -1.625000e+00 5.850000e+00
nan nan -1.625000e+00 5.950000e+00
nan nan -1.625000e+00 6.050000e+00
nan nan -1.625000e+00 6.150000e+00
nan nan -1.625000e+00 6.250000e+00
nan nan -1.625000e+00 6.350000e+00
nan nan -1.625000e+00 6.450000e+00
nan nan -1.625000e+00 6.550000e+00
nan nan -1.625000e+00 6.650000e+00
nan nan -1.625000e+00 6.750000e+00
nan nan -1.625000e+00 6.850000e+00
nan nan -1.625000e+00 6.950000e+00
2.367775e+01 7.171810e-01 -1.595000e+00 5.000000e-02
6.831476e+00 3.931077e-01 -1.595000e+00 1.500000e-01
1.119727e+00 1.631911e-01 -1.595000e+00 2.500000e-01
4.363509e-01 1.001059e-01 -1.595000e+00 3.500000e-01
2.347915e-02 4.077246e-02 -1.595000e+00 4.500000e-01
1.881498e-01 6.652112e-02 -1.595000e+00 5.500000e-01
1.395451e-01 5.696913e-02 -1.595000e+00 6.500000e-01
2.506313e-01 7.556825e-02 -1.595000e+00 7.500000e-01
1.519666e-01 5.743811e-02 -1.595000e+00 8.500000e-01
2.550194e-01 7.361791e-02 -1.595000e+00 9.500000e-01
1.262818e-01 5.155455e-02 -1.595000e+00 1.050000e+00
2.223731e-01 6.704816e-02 -1.595000e+00 1.150000e+00
2.733825e-01 8.733878e-02 -1.595000e+00 1.250000e+00
5.265130e-01 1.013277e-01 -1.595000e+00 1.350000e+00
6.408371e-01 1.115558e-01 -1.595000e+00 1.450000e+00
3.636167e-01 8.341964e-02 -1.595000e+00 1.550000e+00
4.395816e-01 9.554254e-02 -1.595000e+00 1.650000e+00
3.682901e-01 9.298219e-02 -1.595000e+00 1.750000e+00
3.464235e-01 8.607194e-02 -1.595000e+00 1.850000e+00
1.912984e-01 8.117834e-02 -1.595000e+00 1.950000e+00
2.294937e-01 8.103047e-02 -1.595000e+00 2.050000e+00
3.608941e-01 9.104581e-02 -1.595000e+00 2.150000e+00
3.199338e-01 8.619387e-02 -1.595000e+00 2.250000e+00
3.373200e-01 8.794613e-02 -1.595000e+00 2.350000e+00
2.834737e-01 7.792326e-02 -1.595000e+00 2.450000e+00
2.310459e-01 7.210788e-02 -1.595000e+00 2.550000e+00
1.024156e-01 4.580187e-02 -1.595000e+00 2.650000e+00
8.737659e-02 6.917770e-02 -1.595000e+00 2.750000e+00
2.122848e-01 7.076185e-02 -1.595000e+00 2.850000e+00
2.568579e-01 8.898842e-02 -1.595000e+00 2.950000e+00
2.797989e-01 1.046679e-01 -1.595000e+00 3.050000e+00
6.200154e-02 9.768711e-02 -1.595000e+00 3.150000e+00
1.576001e-04 8.455323e-02 -1.595000e+00 3.250000e+00
2.748565e-01 1.179248e-01 -1.595000e+00 3.350000e+00
1.866052e-01 1.319219e-01 -1.595000e+00 3.450000e+00
2.261169e-01 1.383828e-01 -1.595000e+00 3.550000e+00
2.869050e-01 1.754840e-01 -1.595000e+00 3.650000e+00
3.971632e-01 1.985824e-01 -1.595000e+00 3.750000e+00
3.245977e-01 2.295253e-01 -1.595000e+00 3.850000e+00
0.000000e+00 0.000000e+00 -1.595000e+00 3.950000e+00
nan nan -1.595000e+00 4.050000e+00
nan nan -1.595000e+00 4.150000e+00
nan nan -1.595000e+00 4.250000e+00
nan nan -1.595000e+00 4.350000e+00
nan nan -1.595000e+00 4.450000e+00
nan nan -1.595000e+00 4.550000e+00
nan nan -1.595000e+00 4.650000e+00
nan nan -1.595000e+00 4.750000e+00
nan nan -1.595000e+00 4.850000e+00
nan nan -1.595000e+00 4.950000e+00
nan nan -1.595000e+00 5.050000e+00
nan nan -1.595000e+00 5.150000e+00
nan nan -1.595000e+00 5.250000e+00
nan nan -1.595000e+00 5.350000e+00
nan nan -1.595000e+00 5.450000e+00
nan nan -1.595000e+00 5.550000e+00
nan nan -1.595000e+00 5.650000e+00
nan nan -1.595000e+00 5.750000e+00
nan nan -1.595000e+00 5.850000e+00
nan nan -1.595000e+00 5.950000e+00
nan nan -1.595000e+00 6.050000e+00
nan nan -1.595000e+00 6.150000e+00
nan nan -1.595000e+00 6.250000e+00
nan nan -1.595000e+00 6.350000e+00
nan nan -1.595000e+00 6.450000e+00
nan nan -1.595000e+00 6.550000e+00
nan nan -1.595000e+00 6.650000e+00
nan nan -1.595000e+00 6.750000e+00
nan nan -1.595000e+00 6.850000e+00
nan nan -1.595000e+00 6.950000e+00
2.465787e+01 6.865302e-01 -1.565000e+00 5.000000e-02
7.528733e+00 3.783336e-01 -1.565000e+00 1.500000e-01
1.027665e+00 1.398478e-01 -1.565000e+00 2.500000e-01
4.161596e-01 1.029793e-01 -1.565000e+00 3.500000e-01
3.253852e-01 8.134645e-02 -1.565000e+00 4.500000e-01
3.067706e-01 8.914088e-02 -1.565000e+00 5.500000e-01
1.483166e-01 6.358519e-02 -1.565000e+00 6.500000e-01
8.794001e-02 4.397005e-02 -1.565000e+00 7.500000e-01
