# Intensity Error [0.5H,0,0] DeltaE
#  shape: 34x70
4.806161e-02 4.806161e-02 1.950000e-01 1.650000e+00
4.203361e-02 4.203362e-02 1.950000e-01 1.750000e+00
1.159202e-01 8.196799e-02 1.950000e-01 1.850000e+00
1.417611e-01 8.184634e-02 1.950000e-01 1.950000e+00
1.240367e-01 9.217677e-02 1.950000e-01 2.050000e+00
0.000000e+00 0.000000e+00 1.950000e-01 2.150000e+00
0.000000e+00 0.000000e+00 1.950000e-01 2.250000e+00
3.498563e-01 1.236933e-01 1.950000e-01 2.350000e+00
-5.686253e-02 9.853827e-02 1.950000e-01 2.450000e+00
1.687192e-01 1.032419e-01 1.950000e-01 2.550000e+00
2.464782e-01 1.102290e-01 1.950000e-01 2.650000e+00
9.211510e-02 9.203707e-02 1.950000e-01 2.750000e+00
9.346463e-02 9.336997e-02 1.950000e-01 2.850000e+00
9.871062e-02 9.839067e-02 1.950000e-01 2.950000e+00
7.843229e-02 9.614958e-02 1.950000e-01 3.050000e+00
1.311711e-01 9.275204e-02 1.950000e-01 3.150000e+00
-3.497936e-02 3.497936e-02 1.950000e-01 3.250000e+00
-5.048132e-02 5.048132e-02 1.950000e-01 3.350000e+00
4.636900e-04 8.760459e-02 1.950000e-01 3.450000e+00
2.897837e-02 6.355943e-02 1.950000e-01 3.550000e+00
3.082779e-01 2.179870e-01 1.950000e-01 3.650000e+00
8.449615e-02 7.443944e-02 1.950000e-01 3.750000e+00
5.697681e-02 9.889867e-02 1.950000e-01 3.850000e+00
2.113957e-01 1.056981e-01 1.950000e-01 3.950000e+00
-3.142219e-04 5.699800e-02 1.950000e-01 4.050000e+00
1.835654e-01 1.835654e-01 1.950000e-01 4.150000e+00
1.187763e-01 5.311860e-02 1.950000e-01 4.250000e+00
1.190838e-01 2.032187e-01 1.950000e-01 4.350000e+00
2.980639e-02 8.884879e-02 1.950000e-01 4.450000e+00
1.085384e-01 7.674827e-02 1.950000e-01 4.550000e+00
1.527575e-01 7.637882e-02 1.950000e-01 4.650000e+00
7.586087e-02 9.292436e-02 1.950000e-01 4.750000e+00
9.313544e-02 6.585671e-02 1.950000e-01 4.850000e+00
1.309740e-01 8.052711e-02 1.950000e-01 4.950000e+00
0.000000e+00 0.000000e+00 1.950000e-01 5.050000e+00
4.492507e-04 1.028617e-01 1.950000e-01 5.150000e+00
9.019975e-02 1.097755e-01 1.950000e-01 5.250000e+00
-1.009534e-01 8.848320e-02 1.950000e-01 5.350000e+00
-1.642008e-04 8.102707e-02 1.950000e-01 5.450000e+00
9.867553e-02 8.713914e-02 1.950000e-01 5.550000e+00
-7.721574e-02 1.409390e-01 1.950000e-01 5.650000e+00
-6.524752e-02 9.261812e-02 1.950000e-01 5.750000e+00
6.399957e-02 1.321794e-01 1.950000e-01 5.850000e+00
2.899413e-01 1.546511e-01 1.950000e-01 5.950000e+00
2.822723e-02 1.374404e-01 1.950000e-01 6.050000e+00
-1.196160e-01 1.760148e-01 1.950000e-01 6.150000e+00
1.382413e-01 1.797500e-01 1.950000e-01 6.250000e+00
-1.208185e-01 1.833063e-01 1.950000e-01 6.350000e+00
2.060546e-01 2.367392e-01 1.950000e-01 6.450000e+00
-2.505011e-01 3.582004e-01 1.950000e-01 6.550000e+00
-1.559475e-02 5.249240e-01 1.950000e-01 6.650000e+00
0.000000e+00 0.000000e+00 1.950000e-01 6.750000e+00
nan nan 1.950000e-01 6.850000e+00
nan nan 1.950000e-01 6.950000e+00
1.981604e+01 9.871089e-01 2.250000e-01 5.000000e-02
5.460598e+00 5.070045e-01 2.250000e-01 1.500000e-01
9.418535e-01 2.219975e-01 2.250000e-01 2.500000e-01
6.129389e-01 1.769404e-01 2.250000e-01 3.500000e-01
2.175654e-01 1.151702e-01 2.250000e-01 4.500000e-01
1.545694e-01 8.924084e-02 2.250000e-01 5.500000e-01
-5.474669e-02 5.474669e-02 2.250000e-01 6.500000e-01
2.618727e-01 1.069093e-01 2.250000e-01 7.500000e-01
9.452778e-02 6.684126e-02 2.250000e-01 8.500000e-01
5.464173e-02 5.464173e-02 2.250000e-01 9.500000e-01
1.392247e-01 8.038171e-02 2.250000e-01 1.050000e+00
4.628476e-02 4.628476e-02 2.250000e-01 1.150000e+00
1.995102e-01 9.975528e-02 2.250000e-01 1.250000e+00
4.867538e-02 8.454355e-02 2.250000e-01 1.350000e+00
4.910826e-02 4.910826e-02 2.250000e-01 1.450000e+00
9.081447e-02 6.421553e-02 2.250000e-01 1.550000e+00
4.860383e-02 4.860383e-02 2.250000e-01 1.650000e+00
5.423774e-02 5.423774e-02 2.250000e-01 1.750000e+00
8.412479e-02 8.388417e-02 2.250000e-01 1.850000e+00
4.932795e-02 1.112984e-01 2.250000e-01 1.950000e+00
1.128959e-01 7.982944e-02 2.250000e-01 2.050000e+00
1.587273e-01 7.936395e-02 2.250000e-01 2.150000e+00
5.271079e-02 5.271079e-02 2.250000e-01 2.250000e+00
0.000000e+00 0.000000e+00 2.250000e-01 2.350000e+00
1.187882e-01 6.858292e-02 2.250000e-01 2.450000e+00
2.780162e-01 1.243330e-01 2.250000e-01 2.550000e+00
2.741402e-01 1.119177e-01 2.250000e-01 2.650000e+00
1.309498e-01 9.782129e-02 2.250000e-01 2.750000e+00
1.017598e-01 7.195525e-02 2.250000e-01 2.850000e+00
8.736459e-02 6.177612e-02 2.250000e-01 2.950000e+00
2.570840e-01 1.149715e-01 2.250000e-01 3.050000e+00
7.732264e-02 7.724892e-02 2.250000e-01 3.150000e+00
-5.757350e-02 5.757350e-02 2.250000e-01 3.250000e+00
-3.611311e-04 6.049447e-02 2.250000e-01 3.350000e+00
2.350943e-04 7.544544e-02 2.250000e-01 3.450000e+00
1.755666e-01 1.241444e-01 2.250000e-01 3.550000e+00
8.356043e-02 7.371311e-02 2.250000e-01 3.650000e+00
3.268383e-04 1.294404e-01 2.250000e-01 3.750000e+00
1.059763e-01 6.118570e-02 2.250000e-01 3.850000e+00
3.883524e-02 3.883525e-02 2.250000e-01 3.950000e+00
8.823808e-02 8.823808e-02 2.250000e-01 4.050000e+00
2.407932e-02 5.419562e-02 2.250000e-01 4.150000e+00
2.592179e-01 2.592179e-01 2.250000e-01 4.250000e+00
-5.051755e-05 6.058875e-02 2.250000e-01 4.350000e+00
-8.674108e-02 1.525265e-01 2.250000e-01 4.450000e+00
-6.318848e-02 8.929768e-02 2.250000e-01 4.550000e+00
-1.456391e-01 1.290005e-01 2.250000e-01 4.650000e+00
8.024436e-02 1.124545e-01 2.250000e-01 4.750000e+00
1.459751e-01 1.030793e-01 2.250000e-01 4.850000e+00
3.253637e-01 1.229778e-01 2.250000e-01 4.950000e+00
9.908800e-02 8.751910e-02 2.250000e-01 5.050000e+00
6.607375e-04 9.611267e-02 2.250000e-01 5.150000e+00
-3.239732e-02 8.656830e-02 2.250000e-01 5.250000e+00
8.519451e-02 6.024315e-02 2.250000e-01 5.350000e+00
-1.358890e-01 1.074199e-01 2.250000e-01 5.450000e+00
1.175810e-01 1.033440e-01 2.250000e-01 5.550000e+00
9.885586e-02 9.848062e-02 2.250000e-01 5.650000e+00
3.407173e-02 1.041062e-01 2.250000e-01 5.750000e+00
2.338645e-01 1.203469e-01 2.250000e-01 5.850000e+00
-2.152253e-01 1.185847e-01 2.250000e-01 5.950000e+00
2.852058e-01 1.634304e-01 2.250000e-01 6.050000e+00
2.740823e-02 1.655893e-01 2.250000e-01 6.150000e+00
-6.231867e-02 1.543294e-01 2.250000e-01 6.250000e+00
-7.425033e-02 1.283117e-01 2.250000e-01 6.350000e+00
-1.861071e-01 2.204864e-01 2.250000e-01 6.450000e+00
3.985611e-01 3.282968e-01 2.250000e-01 6.550000e+00
-4.548547e-01 3.576398e-01 2.250000e-01 6.650000e+00
8.515318e-03 1.268784e+00 2.250000e-01 6.750000e+00
nan nan 2.250000e-01 6.850000e+00
nan nan 2.250000e-01 6.950000e+00
2.115799e+01 1.028738e+00 2.550000e-01 5.000000e-02
6.006712e+00 5.506351e-01 2.550000e-01 1.500000e-01
1.091076e+00 2.318150e-01 2.550000e-01 2.500000e-01
4.410218e-01 1.470074e-01 2.550000e-01 3.500000e-01
5.614772e-02 5.614772e-02 2.550000e-01 4.500000e-01
0.000000e+00 0.000000e+00 2.550000e-01 5.500000e-01
1.325875e-01 7.654978e-02 2.550000e-01 6.500000e-01
5.675434e-02 5.675433e-02 2.550000e-01 7.500000e-01
4.953496e-02 4.953496e-02 2.550000e-01 8.500000e-01
0.000000e+00 0.000000e+00 2.550000e-01 9.500000e-01
1.582037e-01 9.133902e-02 2.550000e-01 1.050000e+00
5.146398e-02 5.146398e-02 2.550000e-01 1.150000e+00
8.936080e-02 6.318764e-02 2.550000e-01 1.250000e+00
9.775629e-02 6.912432e-02 2.550000e-01 1.350000e+00
1.468527e-01 8.478564e-02 2.550000e-01 1.450000e+00
4.884384e-02 8.517733e-02 2.550000e-01 1.550000e+00
4.767967e-02 4.767967e-02 2.550000e-01 1.650000e+00
-1.740147e-04 6.410850e-02 2.550000e-01 1.750000e+00
1.091255e-01 7.716342e-02 2.550000e-01 1.850000e+00
4.599081e-02 4.599081e-02 2.550000e-01 1.950000e+00
1.312828e-01 9.761240e-02 2.550000e-01 2.050000e+00
0.000000e+00 0.000000e+00 2.550000e-01 2.150000e+00
9.526644e-05 8.581403e-02 2.550000e-01 2.250000e+00
4.407206e-02 7.713646e-02 2.550000e-01 2.350000e+00
6.036915e-02 1.046813e-01 2.550000e-01 2.450000e+00
1.999990e-01 8.944241e-02 2.550000e-01 2.550000e+00
9.800976e-02 6.930379e-02 2.550000e-01 2.650000e+00
5.297843e-02 9.145276e-02 2.550000e-01 2.750000e+00
8.119541e-02 5.741392e-02 2.550000e-01 2.850000e+00
-5.228056e-02 5.228057e-02 2.550000e-01 2.950000e+00
2.171871e-01 9.712972e-02 2.550000e-01 3.050000e+00
9.878236e-02 9.874161e-02 2.550000e-01 3.150000e+00
8.404385e-02 5.942833e-02 2.550000e-01 3.250000e+00
-4.680193e-02 8.170773e-02 2.550000e-01 3.350000e+00
1.586299e-01 9.158535e-02 2.550000e-01 3.450000e+00
9.997974e-02 5.772379e-02 2.550000e-01 3.550000e+00
0.000000e+00 0.000000e+00 2.550000e-01 3.650000e+00
1.524446e-01 8.061541e-02 2.550000e-01 3.750000e+00
2.309722e-01 1.154864e-01 2.550000e-01 3.850000e+00
1.471739e-01 8.497097e-02 2.550000e-01 3.950000e+00
8.943454e-02 6.656605e-02 2.550000e-01 4.050000e+00
1.776044e-01 1.776044e-01 2.550000e-01 4.150000e+00
6.882821e-02 7.610111e-02 2.550000e-01 4.250000e+00
1.922542e-01 1.922542e-01 2.550000e-01 4.350000e+00
2.630263e-02 5.912210e-02 2.550000e-01 4.450000e+00
2.096699e-01 1.564562e-01 2.550000e-01 4.550000e+00
3.327268e-04 1.060099e-01 2.550000e-01 4.650000e+00
3.151479e-01 1.348100e-01 2.550000e-01 4.750000e+00
1.627321e-01 9.940688e-02 2.550000e-01 4.850000e+00
3.639336e-02 1.079781e-01 2.550000e-01 4.950000e+00
2.292559e-01 1.213858e-01 2.550000e-01 5.050000e+00
-1.002648e-01 7.421106e-02 2.550000e-01 5.150000e+00
9.122800e-02 9.178377e-02 2.550000e-01 5.250000e+00
1.006061e-01 8.830242e-02 2.550000e-01 5.350000e+00
3.965436e-02 6.961921e-02 2.550000e-01 5.450000e+00
-6.858240e-02 6.854031e-02 2.550000e-01 5.550000e+00
7.437017e-02 1.162685e-01 2.550000e-01 5.650000e+00
-3.248917e-02 1.490620e-01 2.550000e-01 5.750000e+00
-9.633676e-02 1.071077e-01 2.550000e-01 5.850000e+00
1.334207e-01 1.255989e-01 2.550000e-01 5.950000e+00
2.895645e-02 1.521872e-01 2.550000e-01 6.050000e+00
5.539576e-02 1.702592e-01 2.550000e-01 6.150000e+00
-1.978796e-01 1.430463e-01 2.550000e-01 6.250000e+00
9.872805e-02 1.666463e-01 2.550000e-01 6.350000e+00
-3.120533e-03 1.713313e-01 2.550000e-01 6.450000e+00
-5.602067e-02 3.153999e-01 2.550000e-01 6.550000e+00
1.729407e-01 4.037879e-01 2.550000e-01 6.650000e+00
-5.005977e-01 6.222798e-01 2.550000e-01 6.750000e+00
nan nan 2.550000e-01 6.850000e+00
nan nan 2.550000e-01 6.950000e+00
1.790222e+01 9.195765e-01 2.850000e-01 5.000000e-02
5.215057e+00 5.162711e-01 2.850000e-01 1.500000e-01
8.029206e-01 2.206669e-01 2.850000e-01 2.500000e-01
5.251773e-01 1.721262e-01 2.850000e-01 3.500000e-01
1.759349e-01 1.078313e-01 2.850000e-01 4.500000e-01
1.625250e-01 1.209301e-01 2.850000e-01 5.500000e-01
1.602829e-01 9.253953e-02 2.850000e-01 6.500000e-01
2.080823e-01 9.305736e-02 2.850000e-01 7.500000e-01
1.974057e-01 9.870284e-02 2.850000e-01 8.500000e-01
1.854052e-05 8.229434e-02 2.850000e-01 9.500000e-01
4.344705e-02 4.344705e-02 2.850000e-01 1.050000e+00
1.373597e-01 7.930474e-02 2.850000e-01 1.150000e+00
1.095615e-01 1.097978e-01 2.850000e-01 1.250000e+00
9.407723e-02 6.652267e-02 2.850000e-01 1.350000e+00
9.260370e-02 6.548083e-02 2.850000e-01 1.450000e+00
2.492239e-01 1.114568e-01 2.850000e-01 1.550000e+00
1.470531e-01 8.490129e-02 2.850000e-01 1.650000e+00
4.932329e-02 4.932330e-02 2.850000e-01 1.750000e+00
-4.554027e-02 4.554026e-02 2.850000e-01 1.850000e+00
1.515088e-01 8.747387e-02 2.850000e-01 1.950000e+00
1.529122e-01 8.828388e-02 2.850000e-01 2.050000e+00
4.212430e-02 7.283330e-02 2.850000e-01 2.150000e+00
-5.362925e-02 5.362925e-02 2.850000e-01 2.250000e+00
3.023851e-01 1.425412e-01 2.850000e-01 2.350000e+00
1.611848e-01 8.059252e-02 2.850000e-01 2.450000e+00
5.842989e-02 5.842989e-02 2.850000e-01 2.550000e+00
2.705169e-01 1.104384e-01 2.850000e-01 2.650000e+00
1.689275e-01 8.446385e-02 2.850000e-01 2.750000e+00
-5.768759e-02 5.768759e-02 2.850000e-01 2.850000e+00
2.057718e-01 9.202433e-02 2.850000e-01 2.950000e+00
0.000000e+00 0.000000e+00 2.850000e-01 3.050000e+00
-1.677583e-04 6.546884e-02 2.850000e-01 3.150000e+00
2.470369e-04 6.447675e-02 2.850000e-01 3.250000e+00
2.357249e-01 1.054197e-01 2.850000e-01 3.350000e+00
8.259777e-02 8.243779e-02 2.850000e-01 3.450000e+00
-5.944415e-02 1.026104e-01 2.850000e-01 3.550000e+00
3.293471e-02 5.683477e-02 2.850000e-01 3.650000e+00
7.154489e-02 1.242630e-01 2.850000e-01 3.750000e+00
3.597022e-02 6.240630e-02 2.850000e-01 3.850000e+00
2.051438e-01 1.085533e-01 2.850000e-01 3.950000e+00
2.329983e-01 1.345230e-01 2.850000e-01 4.050000e+00
2.542668e-02 4.446162e-02 2.850000e-01 4.150000e+00
0.000000e+00 0.000000e+00 2.850000e-01 4.250000e+00
1.170802e-01 5.236039e-02 2.850000e-01 4.350000e+00
2.443604e-01 1.727890e-01 2.850000e-01 4.450000e+00
5.739424e-02 5.727463e-02 2.850000e-01 4.550000e+00
-5.861463e-02 1.315372e-01 2.850000e-01 4.650000e+00
1.397757e-01 1.563443e-01 2.850000e-01 4.750000e+00
-4.271462e-02 7.365715e-02 2.850000e-01 4.850000e+00
4.032197e-02 7.011645e-02 2.850000e-01 4.950000e+00
-3.615618e-02 8.073363e-02 2.850000e-01 5.050000e+00
4.456013e-02 1.001435e-01 2.850000e-01 5.150000e+00
-1.539404e-04 9.487187e-02 2.850000e-01 5.250000e+00
8.540162e-02 1.047564e-01 2.850000e-01 5.350000e+00
1.032858e-01 1.039124e-01 2.850000e-01 5.450000e+00
-3.697184e-02 9.932419e-02 2.850000e-01 5.550000e+00
6.852499e-02 9.839531e-02 2.850000e-01 5.650000e+00
-1.012144e-01 1.224692e-01 2.850000e-01 5.750000e+00
-6.895102e-02 1.308722e-01 2.850000e-01 5.850000e+00
-3.118940e-02 1.269586e-01 2.850000e-01 5.950000e+00
-6.348805e-02 1.628998e-01 2.850000e-01 6.050000e+00
-1.763136e-01 1.690075e-01 2.850000e-01 6.150000e+00
4.638086e-04 1.309598e-01 2.850000e-01 6.250000e+00
1.943285e-03 1.586238e-01 2.850000e-01 6.350000e+00
7.213831e-02 1.851005e-01 2.850000e-01 6.450000e+00
-6.203870e-01 2.553022e-01 2.850000e-01 6.550000e+00
-2.150467e-01 3.382460e-01 2.850000e-01 6.650000e+00
9.247810e-01 3.495575e-01 2.850000e-01 6.750000e+00
0.000000e+00 0.000000e+00 2.850000e-01 6.850000e+00
nan nan 2.850000e-01 6.950000e+00
2.095977e+01 1.038939e+00 3.150000e-01 5.000000e-02
5.223888e+00 4.980789e-01 3.150000e-01 1.500000e-01
1.244935e+00 2.395882e-01 3.150000e-01 2.500000e-01
5.710965e-01 1.872517e-01 3.150000e-01 3.500000e-01
5.384682e-02 5.384682e-02 3.150000e-01 4.500000e-01
2.180370e-01 9.750946e-02 3.150000e-01 5.500000e-01
4.653131e-02 4.653131e-02 3.150000e-01 6.500000e-01
2.941630e-01 1.315538e-01 3.150000e-01 7.500000e-01
4.649986e-02 4.649986e-02 3.150000e-01 8.500000e-01
4.221803e-02 4.221803e-02 3.150000e-01 9.500000e-01
1.128104e-01 7.976935e-02 3.150000e-01 1.050000e+00
1.024685e-01 7.245625e-02 3.150000e-01 1.150000e+00
2.121259e-01 9.486581e-02 3.150000e-01 1.250000e+00
1.038049e-01 7.340135e-02 3.150000e-01 1.350000e+00
1.035659e-01 1.036141e-01 3.150000e-01 1.450000e+00
4.547181e-02 4.547181e-02 3.150000e-01 1.550000e+00
9.956996e-02 7.040660e-02 3.150000e-01 1.650000e+00
1.961362e-01 9.806824e-02 3.150000e-01 1.750000e+00
9.826832e-02 9.805315e-02 3.150000e-01 1.850000e+00
9.483487e-02 6.705840e-02 3.150000e-01 1.950000e+00
2.814262e-01 1.148921e-01 3.150000e-01 2.050000e+00
-8.147280e-05 7.522851e-02 3.150000e-01 2.150000e+00
8.807433e-02 6.227804e-02 3.150000e-01 2.250000e+00
1.882557e-01 9.412804e-02 3.150000e-01 2.350000e+00
5.651651e-02 9.813116e-02 3.150000e-01 2.450000e+00
1.204355e-01 6.953379e-02 3.150000e-01 2.550000e+00
1.020167e-01 7.213672e-02 3.150000e-01 2.650000e+00
5.355944e-02 5.355944e-02 3.150000e-01 2.750000e+00
1.947437e-01 8.709256e-02 3.150000e-01 2.850000e+00
1.684321e-01 9.724434e-02 3.150000e-01 2.950000e+00
8.896885e-02 6.291080e-02 3.150000e-01 3.050000e+00
0.000000e+00 0.000000e+00 3.150000e-01 3.150000e+00
5.048829e-02 5.048829e-02 3.150000e-01 3.250000e+00
1.291881e-01 7.458708e-02 3.150000e-01 3.350000e+00
1.496044e-01 8.637453e-02 3.150000e-01 3.450000e+00
7.873683e-02 7.873281e-02 3.150000e-01 3.550000e+00
-6.005342e-02 6.005343e-02 3.150000e-01 3.650000e+00
6.944026e-02 6.979670e-02 3.150000e-01 3.750000e+00
0.000000e+00 0.000000e+00 3.150000e-01 3.850000e+00
2.773515e-01 1.132297e-01 3.150000e-01 3.950000e+00
-3.289350e-02 8.659374e-02 3.150000e-01 4.050000e+00
0.000000e+00 0.000000e+00 3.150000e-01 4.150000e+00
1.720863e-01 7.371986e-02 3.150000e-01 4.250000e+00
3.868851e-01 2.735692e-01 3.150000e-01 4.350000e+00
-4.996556e-02 6.169658e-02 3.150000e-01 4.450000e+00
1.730941e-01 1.223960e-01 3.150000e-01 4.550000e+00
3.133611e-02 6.888346e-02 3.150000e-01 4.650000e+00
1.576923e-01 9.104466e-02 3.150000e-01 4.750000e+00
-1.923486e-03 1.604168e-01 3.150000e-01 4.850000e+00
1.661126e-01 1.437551e-01 3.150000e-01 4.950000e+00
1.195148e-01 8.917978e-02 3.150000e-01 5.050000e+00
-3.733391e-02 8.231455e-02 3.150000e-01 5.150000e+00
8.576047e-02 1.045847e-01 3.150000e-01 5.250000e+00
3.486660e-02 7.793884e-02 3.150000e-01 5.350000e+00
7.829098e-02 1.110561e-01 3.150000e-01 5.450000e+00
3.687644e-02 9.688221e-02 3.150000e-01 5.550000e+00
1.053445e-01 1.043487e-01 3.150000e-01 5.650000e+00
1.077591e-01 1.200160e-01 3.150000e-01 5.750000e+00
6.192394e-04 1.265561e-01 3.150000e-01 5.850000e+00
4.185534e-01 1.704936e-01 3.150000e-01 5.950000e+00
4.409985e-04 1.352618e-01 3.150000e-01 6.050000e+00
2.860799e-01 1.396654e-01 3.150000e-01 6.150000e+00
-2.739928e-02 1.195477e-01 3.150000e-01 6.250000e+00
1.619923e-01 1.426861e-01 3.150000e-01 6.350000e+00
2.548867e-01 1.872160e-01 3.150000e-01 6.450000e+00
8.061763e-02 2.704675e-01 3.150000e-01 6.550000e+00
-2.219868e-01 3.035178e-01 3.150000e-01 6.650000e+00
9.889946e-02 3.497611e-01 3.150000e-01 6.750000e+00
0.000000e+00 0.000000e+00 3.150000e-01 6.850000e+00
nan nan 3.150000e-01 6.950000e+00
2.057691e+01 9.957881e-01 3.450000e-01 5.000000e-02
5.073877e+00 5.204688e-01 3.450000e-01 1.500000e-01
1.078509e+00 2.353505e-01 3.450000e-01 2.500000e-01
4.131619e-01 1.377208e-01 3.450000e-01 3.500000e-01
5.138281e-01 1.549252e-01 3.450000e-01 4.500000e-01
1.107252e-01 7.829459e-02 3.450000e-01 5.500000e-01
1.479305e-01 8.540788e-02 3.450000e-01 6.500000e-01
1.685814e-01 1.033988e-01 3.450000e-01 7.500000e-01
5.256594e-02 5.256594e-02 3.450000e-01 8.500000e-01
5.649430e-02 9.792191e-02 3.450000e-01 9.500000e-01
8.382596e-02 5.927392e-02 3.450000e-01 1.050000e+00
4.814794e-02 4.814794e-02 3.450000e-01 1.150000e+00
1.146789e-01 8.109042e-02 3.450000e-01 1.250000e+00
1.143339e-04 6.342684e-02 3.450000e-01 1.350000e+00
9.427990e-02 6.666602e-02 3.450000e-01 1.450000e+00
-3.115791e-04 7.670912e-02 3.450000e-01 1.550000e+00
4.698556e-02 8.100907e-02 3.450000e-01 1.650000e+00
1.445097e-01 8.343274e-02 3.450000e-01 1.750000e+00
9.946251e-02 7.033080e-02 3.450000e-01 1.850000e+00
1.457029e-01 8.412183e-02 3.450000e-01 1.950000e+00
2.912098e-01 1.188862e-01 3.450000e-01 2.050000e+00
1.380569e-01 1.028487e-01 3.450000e-01 2.150000e+00
4.214460e-04 7.383926e-02 3.450000e-01 2.250000e+00
-9.456066e-02 9.467888e-02 3.450000e-01 2.350000e+00
4.343399e-02 7.553244e-02 3.450000e-01 2.450000e+00
5.761937e-02 5.761937e-02 3.450000e-01 2.550000e+00
4.332304e-02 4.332304e-02 3.450000e-01 2.650000e+00
1.335399e-01 7.709932e-02 3.450000e-01 2.750000e+00
0.000000e+00 0.000000e+00 3.450000e-01 2.850000e+00
1.171777e-01 6.765267e-02 3.450000e-01 2.950000e+00
5.058976e-02 5.058975e-02 3.450000e-01 3.050000e+00
-1.409345e-04 7.207375e-02 3.450000e-01 3.150000e+00
-2.949293e-05 8.026238e-02 3.450000e-01 3.250000e+00
2.117422e-01 1.058714e-01 3.450000e-01 3.350000e+00
1.284176e-01 7.414245e-02 3.450000e-01 3.450000e+00
9.945414e-02 7.032481e-02 3.450000e-01 3.550000e+00
3.980850e-02 6.903391e-02 3.450000e-01 3.650000e+00
2.231937e-01 1.115979e-01 3.450000e-01 3.750000e+00
7.702832e-04 7.943250e-02 3.450000e-01 3.850000e+00
4.331775e-02 9.655637e-02 3.450000e-01 3.950000e+00
1.229811e-01 8.696084e-02 3.450000e-01 4.050000e+00
1.450480e-01 7.691601e-02 3.450000e-01 4.150000e+00
-1.407358e-01 3.084078e-01 3.450000e-01 4.250000e+00
2.749040e-01 9.013024e-02 3.450000e-01 4.350000e+00
0.000000e+00 0.000000e+00 3.450000e-01 4.450000e+00
6.952477e-06 6.719725e-02 3.450000e-01 4.550000e+00
-2.741903e-01 1.370954e-01 3.450000e-01 4.650000e+00
6.487161e-02 1.034513e-01 3.450000e-01 4.750000e+00
-9.737228e-02 6.885260e-02 3.450000e-01 4.850000e+00
1.079582e-01 9.525902e-02 3.450000e-01 4.950000e+00
4.196322e-02 9.335691e-02 3.450000e-01 5.050000e+00
-7.667891e-02 1.220050e-01 3.450000e-01 5.150000e+00
1.144156e-01 8.493182e-02 3.450000e-01 5.250000e+00
-7.863210e-02 1.118979e-01 3.450000e-01 5.350000e+00
7.241677e-02 1.160555e-01 3.450000e-01 5.450000e+00
-8.201546e-04 1.119725e-01 3.450000e-01 5.550000e+00
-7.664680e-02 7.665734e-02 3.450000e-01 5.650000e+00
9.910332e-02 9.868454e-02 3.450000e-01 5.750000e+00
-3.713927e-02 1.611997e-01 3.450000e-01 5.850000e+00
-3.144360e-02 1.114930e-01 3.450000e-01 5.950000e+00
3.225663e-02 1.544597e-01 3.450000e-01 6.050000e+00
-1.198876e-01 1.417574e-01 3.450000e-01 6.150000e+00
2.072249e-01 1.317976e-01 3.450000e-01 6.250000e+00
-4.863686e-02 1.429635e-01 3.450000e-01 6.350000e+00
2.389697e-01 2.025256e-01 3.450000e-01 6.450000e+00
3.597898e-01 2.368050e-01 3.450000e-01 6.550000e+00
-3.305995e-01 2.933732e-01 3.450000e-01 6.650000e+00
2.201149e-01 3.061170e-01 3.450000e-01 6.750000e+00
0.000000e+00 0.000000e+00 3.450000e-01 6.850000e+00
nan nan 3.450000e-01 6.950000e+00
1.959177e+01 9.820483e-01 3.750000e-01 5.000000e-02
5.462897e+00 5.029012e-01 3.750000e-01 1.500000e-01
1.173708e+00 2.395826e-01 3.750000e-01 2.500000e-01
2.646457e-01 1.400841e-01 3.750000e-01 3.500000e-01
2.970427e-01 1.212674e-01 3.750000e-01 4.500000e-01
1.778450e-01 8.892253e-02 3.750000e-01 5.500000e-01
4.978412e-02 4.978412e-02 3.750000e-01 6.500000e-01
1.681891e-01 9.710434e-02 3.750000e-01 7.500000e-01
-8.924603e-02 6.310668e-02 3.750000e-01 8.500000e-01
1.790400e-01 1.095032e-01 3.750000e-01 9.500000e-01
1.173584e-01 8.298499e-02 3.750000e-01 1.050000e+00
-5.029568e-05 6.858128e-02 3.750000e-01 1.150000e+00
8.694574e-02 8.716357e-02 3.750000e-01 1.250000e+00
1.657407e-01 9.569057e-02 3.750000e-01 1.350000e+00
2.017019e-01 1.008511e-01 3.750000e-01 1.450000e+00
8.931682e-02 6.315659e-02 3.750000e-01 1.550000e+00
1.054791e-01 7.458504e-02 3.750000e-01 1.650000e+00
9.838310e-02 6.956744e-02 3.750000e-01 1.750000e+00
4.646761e-02 8.021475e-02 3.750000e-01 1.850000e+00
1.522457e-01 8.789928e-02 3.750000e-01 1.950000e+00
2.436661e-01 1.089712e-01 3.750000e-01 2.050000e+00
2.903912e-01 1.185521e-01 3.750000e-01 2.150000e+00
1.413159e-01 8.158893e-02 3.750000e-01 2.250000e+00
4.972809e-02 8.539681e-02 3.750000e-01 2.350000e+00
-2.816712e-04 7.108305e-02 3.750000e-01 2.450000e+00
1.285865e-01 7.423957e-02 3.750000e-01 2.550000e+00
1.065544e-01 7.534539e-02 3.750000e-01 2.650000e+00
-1.499835e-04 6.914710e-02 3.750000e-01 2.750000e+00
8.148848e-02 5.762138e-02 3.750000e-01 2.850000e+00
-5.938780e-02 5.938780e-02 3.750000e-01 2.950000e+00
4.288645e-02 4.288645e-02 3.750000e-01 3.050000e+00
1.312108e-01 7.575462e-02 3.750000e-01 3.150000e+00
